version	doi	noresp	month	day	age	q01	q02	q03	q04a	q04b	q04c	q04d	q04e	q04f	q04g	q04h	q04i	q05a	q05b	q05c	q05d	q05e	q05f	q05g	q05h	q05i	q06a	q06b	q06c	q06d	q06e	q06f	q06g	q06h	q07	q08	q08a	q08b	q08c	q08d	q08e	q08f	q08g	q09	q10a	q10b	q11	q12a	q12b	q12d1	q12d2	q12d3	q12d4	q12d5	q12d6	q13a	q13b	q14a	q14b	q15a	q15b	q15c	q15d	q15e	q15f	q16a	q16b	q16c	q16d	q16e	q16f	q17a	q17b	q17c	q17d	q17e	q17f	q18	q21	q22a	q22b	q22c	q22d	f1	f2	f3	f4	f5	d02	d03	d04	d05	d06	d07a	d08	d09	d11	d14	d15	d16	d19	d20	c1	c2	c3	c4	gew	gew_roh	intnr	intsex
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	414	11	29	5	1	1	3	3	3	3	3	2	2	2	4	2	2	2	3	3	2	2	4	3	4	3	3	1	1	2	1	1	3	1	1	3	1	1	3	2	3	1	2	1	1	2	4	1				1			4	1	5	5	9	3	1	2	3	2	9	3	3	0	3	2	5	8	9	2	88	2	5	2	1		1	2	2	2		1	3	2	1	2	2	1	6	2	11	1	1	1	2	2	2	1	2	2		1.156200320253003	1.09023	377	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	415	10	26	3	2	2	2	3	2	2	3	1	4	88	3	3	2	3	3	4	2	4	4	3	4	4	3	2	2	3	2	3	4	2	2	4	2	1	4	2	3	1	2	88		4	4	1				1			4	2	5	5	8	5	5	4	3	66	8	4	2	66	5	66	3	6	9	4	5	66	5	2	5	5			2	4		1	2	1	2	1	2	1	1	2	12	2	1	5	2	1	3	1	2	2		0.7162581604759323	0.67539	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	416	10	26	4	2	2	2	3	3	3	3	2	2	3	1	2	2	1	3	4	3	3	3	2	3	4	4	1	3	3	1	2	4	2	2	3	2	1	4	1	4	1	2	1	2	3	4	2				1			4	5	5	5	3	8	2	4	5	5	4	8	2	6	66	5	3	6	10	4	6	3	5	2	88				2	4		3	2	2	1	1	2	2	1	2	5	2	1	5	2	1	2	2			1	0.7551152637789693	0.71203	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	417	11	26	7	3	3	3	3	1	4	2	3	2	2	2	2	1	1	3	2	2	4	4	4	4	3	3	1	2	2	1	1	3	2	5	2	4	3	1	1	1	3	2	5		3	4	3	1	1					4	6	4	4	3	5	7	1	4	1	4	5	7	66	3	1	3	5	6	2	4	2	5	1	5	1	3	2	3	4		3	2	1	1	2	2	7			5	5	1	5	2	1	1	2			3	1.1658509654510825	1.09933	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	418	11	22	7	3	3	3	3	2	3	2	1	4	2	5	2	2	1	88	3	3	3	4	3	3	2	2	1	1	2	1	1	3	2	2	3	2	1	3	2	3	2	3	88		3	4	3				1			4	88	3	3	4	6	7	2	5	2	4	4	6	2	6	4	2	5	7	3	88	2	5	3	5	5			3	4		88	88	2	1	2	2	7			5	5	1	5	2	3	1	2			3	0.9481811932636277	0.89408	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	419	11	7	4	1	1	1	3	2	4	3	4	3	3	2	3	2	3	2	3	3	4	3	2	3	3	3	1	3	2	1	1	3	2	2	4	1	1	4	1	3	1	3	1	6	2	4	6			1				4	5	5	5	5	5	2	5	5	7	5	5	2	4	5	7	4	7	9	3	5	5	5	1	5	1	6	2	3	4		3	3	1	3	3	1	1	3	1	19	1	1	1	1	4	4	1	1	1		0.7159930328606003	0.67514	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	420	11	17	6	2	1	2	3	4	5	4	1	4	2	4	5	2	1	3	4	2	4	2	3	4	4	4	1	3	4	1	3	4	2	5	1	4	4	2	3	1	3	3	1	2	1	4	2				1			4	2	5	5	3	9	4	2	3	77	3	9	3	4	5	3	2	5	9	2	5	2	5	2	1		2	2	1	2		4	88	2	2	2	2	7			13	3	2	1	1	3	1	1	1	1		0.3923888706911487	0.24473	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	421	11	27	6	3	3	2	3	1	4	1	4	1	1	1	1	3	3	3	2	4	4	3	3	3	3	3	1	2	2	1	1	3	2	3	3	4	1	2	1	2	1	2	1	10	3	4	10				1			4	6	3	3	5	3	4	5	3	5	4	3	3	5	3	4	5	7	5	3	6	4	5	1	5	5			3	4		3	3	1	2	3	2	7			77	1	1	5	2	4	2	2			1	0.3923888706911487	0.19653	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	422	11	22	6	1	2	2	3	4	2	4	3	3	4	3	4	3	3	2	4	3	3	3	2	3	3	3	1	2	2	2	2	3	2	3	3	3	3	2	2	2	2	2	1	2	2	4	2				1			4	2	4	4	4	8	1	4	6	2	6	8	3	2	6	1	4	6	9	3	7	2	5	2	1		2	2	3	2		4	2	1	3	1	2	1	6	2	20	3	1	5	2	2	2	1	1	1		0.5945857952478364	0.56066	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	423	11	27	4	2	2	3	3	2	3	3	4	1	2	2	2	3	3	2	3	3	4	2	3	3	3	4	2	4	3	1	2	4	2	1	4	2	1	3	1	4	1	3	5		3	4	6				1			1		3	3	3	3	2	3	2	6	3	4	1	3	2	6	5	7	9	3	7	5	5	3	5	1	6	3	3	4		3	3	1	2	1	1	1	3	1	16	1	1	1	2	4	2	1	2	2		0.3923888706911487	0.36258	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	424	11	23	7	3	3	3	3	3	5	2	4	4	4	4	2	1	1	3	4	3	4	3	2	88	3	3	1	1	2	1	1	2	2	1	3	2	2	4	1	4	1	2	5		3	4	2				1			4	2	4	4	5	8	4	5	5	5	5	8	4	5	5	5	4	5	6	88	88	88	5	2	5	5			3	2		88	88	2	1	1	2	7			5	6	1	5	2	1	2	2			1	1.0827917861199183	1.02101	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	425	11	24	4	3	3	3	3	1	4	2	2	4	2	2	3	2	2	3	3	2	2	4	3	4	2	2	2	2	2	2	2	3	2	3	3	3	2	2	2	3	2	3	1	2	2	4	2				1			4	2	4	4	3	9	5	1	4	0	3	9	5	1	5	0	2	5	7	2	6	0	5	2	1		2	2	3	4		4	1	2	2	4	2	1	1	2	12	2	1	5	2	5	1	1	2	1		0.3923888706911487	0.24604	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	426	10	27	7	4	4	2	3	1	5	1	4	4	1	3	5	1	3	5	1	1	88	5	4	5	3	3	1	1	1	1	1	1	1	1	1	1	1	4	2	3	2	88	5		88	4	2				1			4	1	3	5	4	5	2	4	2	5	3	8	2	4	1	4	3	5	8	88	88	7	5	88	1		1	3	2	1	1	4	2	2	1	2	2	7			5	5	1	1	2	1	1	2			3	0.698505215353311	0.65865	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	427	11	26	7	2	2	3	3	4	2	4	3	3	4	3	3	2	3	3	3	2	3	3	3	4	3	2	1	2	2	1	1	3	3	3	3	3	3	2	2	2	2	3	1	2	2	4	2				1			4	2	4	4	4	9	4	3	5	1	3	8	4	2	5	0	4	5	8	3	6	0	5	2	1		2	1	2	2		4	1	2	2	4	2	7			15	3	1	1	2	1	1	1	1	2		0.6620766810067138	0.6243	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	428	10	28	4	2	2	2	3	3	4	3	2	1	2	3	1	2	2	3	4	4	3	3	2	4	3	3	1	2	3	1	2	4	2	1	4	2	1	5	1	4	1	3	1	4	4	4	2				1			4	5	5	5	5	8	0	6	5	8	6	8	0	9	5	8	4	6	10	4	5	2	5	2	1		4	2	2	2		3	2	2	3	4	2	1	1	4	9	2	1	5	2	5	2	2			1	0.3923888706911487	0.33912	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	429	11	26	5	2	2	2	3	3	3	3	2	3	4	4	4	2	2	3	3	2	2	4	3	4	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	3	3	1	2	2	4	2				1			4	2	5	5	3	9	5	2	6	0	2	9	4	1	5	0	3	5	8	2	5	1	5	1	1		2	2	2	2		4	1	1	2	1	2	1	6	2	20	1	1	5	2	2	3	1	1	1		0.6035577137506664	0.56912	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	430	11	27	6	1	2	2	3	2	3	4	4	2	2	3	2	4	4	2	5	3	4	3	2	3	3	3	2	4	3	2	3	4	2	2	4	3	2	3	2	2	2	2	5		2	4	5				1			4	5	5	5	6	4	1	7	8	5	6	2	0	3	8	5	5	8	9	4	6	3	5	2	5	1	5	3	2	4		3	2	1	3	1	2	7			20	2	1	1	2	3	2	1	1	1		0.7611813836177621	0.71775	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	431	11	28	7	2	2	2	3	2	4	2	2	2	2	2	1	2	3	4	3	2	3	4	3	4	3	2	2	2	2	1	2	3	2	2	3	2	1	2	1	3	2	3	5		3	4	3				1			4	1	5	5	6	5	7	2	4	3	3	3	5	1	4	0	4	6	7	3	8	3	5	3	5	5			2	1	1	4	2	1	1	1	2	7			18	2	1	5	2	2	2	2			1	1.2401927487901352	1.16943	399	2
