version	doi	variable	data	sex	age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30	age31	age32	age33	age34	age35	age36	age37	age38	age39	age40	age41	age42	age43	age44	age45	age46	age47	age48	age49	age50	age51	age52	age53	age54	age55	age56	age57	age58	age59	age60	age61	age62	age63	age64	age65	age66	age67	age68	age69	age70	age71	age72	age73	age74	age75	age76	age77	age78	age79	age80	age81	age82	age83	age84	age85	age86	age87	age88	age89	age90
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSXIC"	"NTA"	0	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGXIC"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.62495	89.11501	141.0822	152.3774	185.1123	208.1213	231.6868	276.425	309.1093	308.0355	338.1214	335.725	365.9467	395.9986	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYA"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.368757	15.36805	39.29225	68.43937	105.8596	139.1772	174.0929	210.7927	238.2	259.871	295.2918	296.754	273.5224	202.4826	123.1448	5.903495	-33.05765	-49.89801	-20.32312	34.84053	114.6506	442.6131	666.736	884.3594	1090.01	1299.824	1493.355	1686.885	1880.417	2073.947	2187.012	2288.482	2389.951	2491.422	2655.819	2787.242	2986.055	3213.115	3480.178	3750.776	4065.62	4403.815	4576.932	4767.457	4737.216	4693.883	4487.574	4424.877	4267.742	3174.348	2929.406	2684.464	2496.841	2404.335	2423.045	2489.859	2583.095	2743.276	2874.494	2923.509	2939.63	2938.611	2843.928	2735.986	2607.172	2446.756	2300.905	2186.014	2047.167	1959.427	1931.416	1913.8	1868.463	1858.981	1844.895	1819.846	1794.798
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYL"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.202917	84.74378	327.0128	671.2347	1282.444	2265.26	3479.242	4816.428	5866.858	6706.656	7505.201	8226.405	9018.287	9879.627	10548.06	11112.05	11561.55	11854.05	12322.65	12700.25	13041.16	13351.22	13663.55	13906.88	14471.9	14791.6	15188.01	15408.48	15599.89	15971.92	16357.51	16511.47	16813.52	16982.19	17260.55	17214.26	17370.65	17165.38	16977.26	17067.45	16858.0	16759.12	16265.59	15084.83	14079.8	12848.74	11569.76	9223.423	4690.679	3059.009	2122.14	1587.658	557.6076	424.2223	306.9958	300.8345	238.6517	10.91016	20.04283	11.89413	12.21405	7.186901	7.704715	6.296732	4.800314	4.161174	2.639238	2.05092	2.02527	1.995511	1.957002	1.933389	1.881802	1.83602	1.775242	1.665242	1.456082
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYS"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.8350592	0.8601347	0.8453584	0.8577267	0.840167	0.8371486	0.8238617	0.8370066	0.8152966	0.8362316	2.105883	0.4453218	1.153646	5.61568	6.165137	14.35021	14.40462	28.09972	47.27151	49.31146	81.01891	119.3748	204.0613	205.8347	296.0724	367.5347	510.4915	555.3196	613.5538	837.1705	943.7808	1022.882	1204.432	1367.053	1524.4	2198.423	1754.335	1857.478	1912.832	2124.881	2084.477	2368.443	2420.591	2446.268	2517.966	2631.008	2533.531	2662.009	2667.662	2894.53	3027.269	2778.106	2806.385	3010.542	2961.59	2181.438	1937.752	1575.16	1407.821	1366.159	379.8055	232.0823	167.9987	120.7321	234.9272	99.89648	249.0522	67.63284	89.99245	91.29635	70.16639	59.00051	282.3145	56.59056	60.04363	47.34015	53.65619	53.44641	53.20303	52.8881	52.69498	52.27309	51.89867	51.4016	50.50199	48.79141
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"Y"	"NTA"	0	0.0452805	0.1325141	0.2197476	0.3062076	0.4710846	0.6485115	0.8892969	0.9757317	1.06396	0.9839179	1.377479	1.811758	2.988806	4.829903	0.4431129	605.1174	2304.578	4291.442	6482.787	8984.522	11984.26	15431.07	18066.83	20210.46	22260.5	23947.68	25658.65	27357.49	28464.83	29349.18	30012.39	30702.18	31927.9	33235.96	34826.27	36498.01	38280.15	39724.17	42000.11	43589.61	45418.58	46698.29	47796.54	49337.45	50632.79	51315.53	52480.8	53376.03	54487.44	54886.61	55692.27	55970.65	56715.01	57723.3	58379.88	59392.16	58538.97	56869.13	54119.08	51181.95	48501.84	40874.11	31524.64	23073.56	19670.22	18243.76	14313.85	13305.9	12768.4	13176.5	13151.61	13276.4	13228.65	13446.78	13462.94	13260.04	12863.01	12472.42	12085.67	11168.47	10695.71	10380.98	9696.307	9562.303	9470.854	9273.104	9781.899	9023.105	9676.479	8935.674	8851.712
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YAF"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-29.68692	53.32188	136.3307	237.4613	367.2966	482.8972	604.043	731.3789	826.4726	901.6634	1024.562	1029.635	949.0294	702.5454	427.2704	41.85338	-224.6359	-339.0709	-138.1013	247.0052	812.8259	1535.716	2313.346	3068.425	3781.963	4509.945	5181.431	5852.917	6524.403	7195.889	7588.184	7940.25	8292.315	8644.381	9214.782	9670.778	10360.59	11148.41	12075.03	13013.91	14106.31	15279.73	15880.39	16541.45	16436.52	16286.17	15570.35	15352.81	14807.61	11013.91	10164.04	9314.173	8663.183	8342.221	8407.139	8638.963	8962.459	9518.231	9973.51	10143.58	10199.51	10195.98	9867.458	9492.934	9045.997	8489.407	7983.354	7584.722	7102.97	6798.543	6701.354	6640.231	6482.929	6450.03	6401.155	6314.245	6227.336
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YAG"	"NTA"	0	-32.91801	-35.8307	-32.97648	-33.16412	-32.33603	-34.9835	-37.61331	-40.28343	-42.96619	-45.58769	-48.25153	-51.15585	-54.00762	-56.94945	-60.13003	-65.87781	-75.00957	-86.93298	-104.8266	-130.504	-160.8473	-194.3741	-221.3075	-243.8159	-265.4492	-285.4438	-305.2873	-326.2377	-340.0457	-352.2086	-362.417	-371.3239	-382.5063	-392.6938	-405.7616	-421.4915	-434.2344	-448.0805	-469.2382	-485.3651	-513.9017	-514.5196	-526.2271	-539.1184	-553.9013	-557.5255	-571.7427	-578.8495	-590.839	-596.339	-609.423	-610.0973	-615.9801	-624.2684	-632.2163	-640.822	-629.3076	-609.733	-593.4299	-565.4185	-516.4459	-458.9946	-348.8193	-285.7943	-259.708	-221.9271	-192.1277	-185.6839	-182.0943	-184.8865	-180.9714	-181.2834	-178.2031	-176.5486	-173.2863	-169.3424	-163.9097	-163.8837	-154.2296	-150.1909	-146.3268	-143.9423	-141.2821	-140.4306	-140.804	-141.3366	-141.366	-142.2744	-142.6667	-143.2387	-147.0062
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YD"	"NTA"	0	-1248.426	-1555.659	-1421.592	-1423.701	-1378.494	-1495.074	-1613.156	-1707.357	-1810.501	-1920.151	-2022.665	-2146.732	-2264.602	-2391.123	-2527.713	-2153.394	-783.8854	739.4647	2615.479	3980.524	5818.782	7989.689	9611.874	10921.43	12159.13	13108.26	14151.11	15043.77	15788.58	16403.91	16900.97	17410.65	18319.06	19332.93	20432.99	21408.92	22639.25	23489.3	24774.42	25589.93	26046.49	27258.76	27722.3	28581.9	29070.62	29504.29	29918.68	30399.93	30861.39	30947.66	31125.36	31312.29	31905.54	32583.06	33018.02	33864.12	34014.07	34497.09	33528.25	33074.19	34437.76	31873.66	31445.75	27145.97	25382.91	26357.67	24661.04	24040.36	23708.28	23797.19	24287.44	24769.39	24880.69	25099.06	25234.29	25150.55	24932.13	24055.76	24077.32	23156.35	23055.16	23212.46	23018.02	23299.4	23689.05	24260.19	25404.18	25316.23	26434.48	26233.83	26891.74
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDA"	"NTA"	0	-1148.884	-745.942	1054.104	3213.912	4441.076	4368.88	6024.164	6576.695	6812.703	6566.811	7463.903	7737.049	8122.799	7457.32	8331.406	8174.155	9549.055	10140.08	9696.326	8245.327	8999.808	10708.88	11976.97	13045.88	14011.46	14736.51	15591.41	16227.23	16820.0	17291.38	17666.61	18091.34	18939.05	19880.15	20918.61	21828.6	23042.76	23865.9	25128.46	25922.95	26356.66	27547.38	28015.9	28851.52	29330.54	29752.53	30149.94	30618.3	31064.75	31141.07	31286.57	31473.09	32066.91	32745.97	33182.78	33989.95	34140.93	34625.31	33657.14	33203.71	34550.53	31987.2	31559.81	27260.3	25498.03	26468.43	24771.79	24150.84	23818.69	23909.86	24402.3	24880.91	24992.45	25211.03	25344.78	25250.09	25031.67	24155.3	24176.86	23255.89	23154.7	23312.0	23117.56	23398.94	23788.59	24359.73	25503.72	25415.77	26534.03	26333.37	26991.28
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDF"	"NTA"	0	6490.593	5654.275	5653.81	5884.987	6163.748	6312.97	6576.445	6975.062	7529.729	8016.849	8604.901	9099.424	9470.704	9665.43	9707.23	9956.747	10850.17	11717.96	12462.87	12748.09	13195.48	13988.63	14405.19	14659.76	14957.59	15061.82	15356.72	15530.36	15576.2	15490.0	15389.95	15347.15	15626.25	16036.77	16598.21	16937.33	17665.91	18138.11	19115.19	19616.64	19922.37	20988.58	21439.93	22308.85	22818.41	23250.36	23699.26	24156.59	24747.34	25117.49	25650.9	26267.29	27290.64	28294.88	29049.79	30186.11	30642.44	31469.81	30789.17	30689.66	32317.98	30032.82	29845.08	25746.11	24187.76	25345.32	23818.8	23346.6	23079.76	23255.15	23920.3	24483.18	24649.07	24884.37	24997.64	24797.64	24387.95	23331.58	23162.27	22245.55	22203.49	22483.96	22444.72	22886.31	23444.29	24111.39	25411.15	25460.99	26762.11	26892.87	28182.29
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDFA"	"NTA"	0	13827.62	10334.98	12001.38	14395.47	15857.84	15881.76	17918.48	18969.08	19866.06	20218.41	21897.53	22788.29	23663.58	23318.99	24372.03	24236.91	25137.71	25081.99	23515.96	21013.56	20496.17	20858.54	20934.9	20957.3	20990.2	21088.5	21199.71	21128.39	21033.07	20814.93	20735.97	20625.24	20858.81	21213.88	21731.54	22047.02	22774.74	23233.39	24197.57	24687.17	25049.33	26134.0	26631.3	27519.09	28063.79	28537.9	29026.12	29533.37	30179.64	30619.91	31205.44	31911.33	33033.61	34138.84	35001.37	36209.0	36785.34	37742.9	37190.39	37224.06	38976.28	36844.03	36832.36	32897.88	31516.29	32864.27	31534.75	31274.09	31231.93	31644.5	32567.14	33350.86	33722.2	34128.92	34391.08	34303.47	34038.39	33155.19	33185.92	32488.62	32699.33	33215.93	33393.73	34023.63	34749.89	35569.3	37001.33	37161.38	38532.55	38754.25	40233.02
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YL"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.63239	537.2114	2142.885	4008.182	6039.632	8360.14	11161.09	14389.02	16810.33	18731.31	20507.09	21988.2	23561.49	25237.76	26450.32	27405.32	28123.68	28555.64	29362.35	30038.73	30652.18	31236.05	31914.02	32356.05	33475.16	34062.36	34873.46	35260.07	35566.17	36254.79	36997.93	37283.0	37771.25	38016.44	38404.14	38241.2	38434.03	37950.33	37541.07	37545.85	36994.66	36655.08	35444.76	32982.29	30432.67	27745.5	26045.18	19533.43	11092.41	6762.808	4622.822	4097.378	1371.241	964.1431	696.1809	668.8771	539.6118	33.34911	48.98795	33.33704	31.02677	19.25174	20.2832	17.10787	12.62359	11.9603	8.812115	4.444042	4.551918	4.691851	5.008536	5.26429	5.934806	6.609494	7.658282	8.434765	2.326876
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YN"	"NTA"	0	-1505.53	-1638.66	-1508.029	-1516.525	-1478.486	-1599.396	-1719.435	-1841.472	-1964.086	-2084.065	-2205.508	-2337.909	-2467.164	-2599.873	-2749.731	-2407.943	-1126.144	315.3782	1688.321	3015.647	4627.57	6540.962	7944.86	9059.029	10119.62	10892.3	11695.69	12436.32	12912.12	13240.17	13436.49	13718.89	14433.17	15275.28	16267.9	17220.21	18419.52	19230.26	20538.51	21390.42	21914.2	23165.64	23728.43	24679.73	25298.94	25815.92	26330.93	26901.12	27464.17	27611.79	27819.02	28066.56	28541.85	29171.07	29464.13	30082.81	29756.26	28981.7	26977.31	25321.35	24881.09	19881.03	15570.65	10002.15	7791.931	8093.456	5526.48	4813.257	4439.929	4720.328	4874.5	4985.021	5078.147	5371.962	5537.322	5514.802	5366.248	4976.85	5031.65	4299.176	4003.14	3797.47	3234.473	3139.412	3030.887	2808.775	3316.227	2515.883	3151.315	2384.35	2128.071
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YR"	"NTA"	0	0.0452805	0.1325141	0.2197476	0.3062076	0.4710846	0.6485115	0.8892969	0.9757317	1.06396	0.9839179	1.377479	1.811758	2.988806	4.829903	7.497644	14.58408	25.36199	45.79847	75.85848	118.2592	168.5881	236.5782	316.7686	403.4625	499.5082	604.7217	707.2814	809.1302	917.3763	1021.453	1119.868	1214.384	1309.143	1401.515	1491.905	1576.743	1655.358	1725.225	1791.616	1855.319	1911.644	1969.161	2016.207	2060.337	2113.016	2189.351	2257.886	2328.745	2377.683	2409.833	2422.563	2439.831	2457.545	2483.086	2499.951	2505.389	2501.205	2488.038	2472.963	2461.141	2453.792	2450.906	2451.726	2436.071	2453.848	2471.625	2489.403	2507.18	2524.958	2542.736	2560.513	2579.167	2560.808	2542.54	2534.134	2533.898	2538.575	2539.726	2515.157	2492.756	2476.385	2455.911	2429.818	2416.677	2403.529	2390.379	2377.23	2364.081	2350.932	2337.783	2324.634
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YS"	"NTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.2266	50.5387	74.09629	113.2549	174.0275	229.3369	325.1201	440.845	608.0559	669.8635	880.5551	993.4836	1271.225	1394.51	1548.714	1869.353	2149.503	2397.423	2574.471	2951.375	3161.99	3452.043	3616.138	3689.754	3826.437	3933.655	3902.929	4159.346	4386.46	4490.837	4564.797	4475.081	4432.083	4641.363	4680.455	4778.963	4951.958	4712.614	4857.351	4776.925	4689.144	4432.516	3536.968	3172.894	2860.77	2429.512	2360.587	1790.021	1492.358	1140.121	1325.928	1089.025	1145.651	645.3401	727.3269	698.2662	510.9045	436.69	422.6495	511.889	174.3486	227.1554	335.9008	158.9666	342.3914	360.963	237.2293	915.805	202.3847	916.7343	275.2106	297.4152
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CF"	"NTA"	1	5536.543	6473.861	5624.264	5657.226	5339.555	5873.321	6384.306	6875.947	7337.911	7793.137	8251.292	8773.621	9289.22	9809.41	10359.38	10991.56	11678.43	12318.89	12963.26	13441.92	13896.86	14481.13	15044.59	15769.24	16595.75	17338.02	17849.71	18192.45	18391.57	18441.23	18328.68	18222.04	18031.95	17864.21	17596.97	17422.04	17259.46	17195.69	17314.64	17477.42	17594.3	17737.34	17856.31	17704.92	17606.02	17454.03	17390.16	17503.24	17899.35	18348.54	19015.74	19606.87	19998.32	20232.86	20539.26	20695.46	20906.38	21229.01	21541.07	21674.7	21789.85	21896.4	21866.02	21829.62	21865.79	21860.19	21693.69	21554.96	21378.04	21127.5	20862.03	20707.48	20469.79	20129.34	19697.04	19229.19	18834.6	18518.41	18358.65	18284.47	18331.92	18254.96	18162.52	18063.72	18033.2	18022.38	18115.45	18239.74	18340.49	18420.41	18926.03
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CG"	"NTA"	1	7659.372	4723.293	6348.545	8464.925	9611.95	9545.915	11411.89	11999.02	12398.98	12312.34	13290.78	13674.93	14154.58	13638.47	14569.46	14066.81	14023.81	13285.88	11231.07	7973.556	6714.032	6397.721	6139.624	5982.687	5765.896	5651.156	5515.879	5262.411	5134.813	4984.552	4962.739	4884.628	4823.524	4745.326	4690.542	4778.753	4752.311	4733.388	4712.608	4698.38	4797.824	4837.633	4891.064	4937.222	4991.142	5060.121	5121.695	5200.747	5282.704	5386.93	5474.763	5598.248	5726.968	5864.016	6006.02	6128.283	6288.048	6452.612	6622.257	6796.702	6958.768	7155.899	7375.841	7560.74	7760.885	7975.866	8195.49	8427.138	8677.063	8934.396	9226.257	9462.26	9685.284	9860.282	10008.74	10105.5	10239.41	10398.77	10595.32	10799.05	11049.08	11279.39	11479.54	11648.07	11781.67	11907.75	12034.83	12131.66	12195.57	12297.89	12540.9
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGE"	"NTA"	1	99.54169	778.5389	2402.882	4518.304	5663.887	5760.649	7626.771	8208.104	8603.664	8515.005	9480.393	9864.841	10344.89	9829.675	10760.04	10196.25	10149.43	9401.988	7339.549	4051.078	2754.216	2399.708	2129.351	1968.246	1748.746	1572.078	1440.283	1180.074	1050.025	901.6971	780.9318	695.0951	631.1627	552.3828	489.1027	417.2167	386.9171	363.2781	338.2801	319.1113	288.2316	269.0376	264.5186	243.0772	232.5938	223.9095	207.2434	197.7321	179.9163	174.5686	150.2096	150.0918	150.7556	151.7124	153.4147	123.9405	124.99	126.4723	127.0827	128.0839	112.578	113.4217	113.994	114.2624	115.1628	112.6736	112.7275	112.5484	112.4606	115.1434	118.487	114.4369	114.7708	115.035	113.3344	99.54169	99.54169	99.54169	99.54169	99.5417	99.54169	99.54169	99.5417	99.5417	99.5417	99.54169	99.54169	99.54169	99.54169	99.5417	99.5417
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGH"	"NTA"	1	4617.094	1060.235	1060.335	1060.178	1060.148	895.2678	895.4291	894.5827	895.4016	895.7648	906.5992	906.5931	906.5937	906.5966	906.5902	967.2039	967.6072	967.754	967.2935	967.318	959.8051	959.6509	959.3623	959.7744	958.577	1019.454	1017.647	1019.976	1018.209	1017.767	1103.627	1101.041	1101.093	1099.359	1100.053	1247.054	1247.46	1246.245	1245.102	1245.096	1367.374	1413.457	1465.188	1522.866	1585.71	1653.801	1729.083	1813.049	1903.621	2002.989	2112.202	2227.281	2349.125	2477.119	2613.532	2758.136	2908.556	3065.33	3226.06	3396.033	3567.748	3748.25	3935.329	4127.976	4325.607	4524.532	4732.854	4952.748	5183.061	5428.763	5699.006	5932.9	6133.419	6299.763	6434.037	6531.345	6648.175	6788.521	6943.593	7128.612	7330.811	7498.857	7634.465	7739.824	7816.083	7856.693	7884.181	7889.73	7879.32	7863.218	7728.949
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGS"	"NTA"	1	370.7791	312.562	313.3699	314.4856	315.9571	318.0408	317.7291	324.3758	327.9558	329.61	331.8279	331.5349	331.1378	330.2382	330.8814	331.4	334.8135	344.1815	352.2739	383.2027	428.0528	466.4054	478.9524	482.7082	486.6156	487.6661	485.9916	490.4031	494.6204	493.1307	506.2221	516.5344	519.311	521.6256	529.4279	542.5251	545.976	551.907	557.2679	562.216	570.2607	583.1802	589.3996	599.3206	600.8801	610.4525	613.4106	618.0079	627.2085	637.4148	640.3937	648.9176	655.1287	663.2269	667.1158	674.2486	682.5444	688.8521	697.157	700.6274	706.4845	722.2689	754.5605	746.5444	748.1569	766.7032	777.9515	789.8841	809.5839	818.5307	836.8055	842.9647	865.1365	873.5256	889.4058	902.6555	919.7309	938.7449	980.2312	998.936	1046.774	1109.037	1173.573	1236.747	1294.083	1379.553	1479.152	1570.434	1644.754	1763.17	2140.452
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGX"	"NTA"	1	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.957	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.957	2571.958	2571.957	2571.958	2571.959	2571.958	2571.957	2571.958	2571.958	2571.958	2571.957
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"POP"	"NTA"	1	43101.0	42559.0	42201.5	42520.0	42253.5	42388.5	41078.5	42193.5	41206.5	41896.5	42146.0	43105.5	42405.5	43396.5	42607.5	44366.0	44789.5	46672.5	48227.0	51245.5	52069.5	54466.0	56461.5	58070.5	59142.5	58869.5	58565.5	59567.0	58355.5	58440.0	59026.5	59191.0	59098.5	60354.0	60230.5	59028.5	56089.5	54721.0	54230.5	54626.5	56462.0	57460.5	57383.5	60958.5	63319.0	65125.5	69292.0	71693.5	71695.0	71716.0	72278.0	72446.5	71507.5	70196.0	67978.0	64923.0	62245.5	58819.0	57515.5	55497.5	51514.5	48383.0	46467.0	45620.0	42990.5	43825.0	43646.0	44247.0	44548.0	36887.5	29334.0	37310.5	36492.5	35870.0	40293.0	42236.5	39744.5	26239.5	22923.0	21103.5	19412.5	18122.5	17382.0	16513.5	15045.0	14066.5	11997.5	10390.5	8529.5	7024.5	20502.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"SF"	"NTA"	1	952.7381	-736.7982	-132.9343	107.0799	801.3755	416.1348	113.548	18.22334	26.6745	21.45049	172.3962	178.2636	-75.1193	-396.8296	-977.2275	-1371.616	-895.9902	-389.4622	-146.1177	-528.7075	-855.4358	-249.4633	-33.34395	-343.9129	-870.8965	-1739.302	-2075.611	-2424.327	-2673.222	-3120.242	-3948.918	-4448.353	-3592.369	-1533.837	-602.6589	-480.9916	310.1182	884.2725	1812.366	2079.982	2028.986	3415.873	3899.985	4883.872	5345.514	5970.899	6078.335	5996.455	6296.813	6203.252	5915.811	6086.666	6885.483	7807.343	8080.419	9079.223	9252.266	10116.7	9043.17	9322.472	10202.29	8735.482	10544.41	5064.765	2972.36	6069.138	3867.704	3055.716	3026.434	3677.476	4660.92	5198.516	5158.505	5889.988	6250.514	6216.722	6203.197	5120.484	5574.857	3923.922	3749.453	3886.476	3327.846	3843.953	3909.474	4284.942	6593.153	5078.542	6791.553	5984.892	6345.44
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"SG"	"NTA"	1	18.83318	22.72671	19.54236	19.46022	18.03634	19.88552	21.62362	23.28845	24.83648	26.35268	27.87275	29.66373	31.40568	33.16917	35.18532	38.81462	45.11207	53.35933	65.98157	82.52013	101.9756	126.1141	146.0773	161.6336	176.321	190.3366	205.2442	222.1295	235.8423	247.5631	259.9433	272.424	282.484	294.0096	307.7939	324.0447	333.3493	345.129	361.9098	375.2446	401.1737	394.7397	402.1148	410.0338	419.2542	419.0879	427.5873	427.6821	434.3041	437.312	446.4577	444.6068	449.0544	454.5126	460.5671	472.9428	462.1157	462.3159	455.0963	434.6242	414.2426	379.1537	282.0572	227.6242	203.4397	162.0172	129.5767	123.7112	118.7859	121.2265	115.7321	115.9125	111.4586	110.6323	108.7761	106.2625	102.8426	107.4508	97.43008	94.69122	93.04835	90.43542	87.43009	85.45932	84.53275	83.95507	83.26002	83.60332	83.69296	83.73265	85.575
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFB"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.150333	5.024709	8.026942	7.796053	7.523566	9.426836	10.93747	11.51155	14.75921	11.99296	13.69666	14.65722	15.27374	17.18233	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFW"	"NTA"	1	7683.676	7422.142	6924.583	7184.014	7443.445	7726.33	8069.544	8562.02	9131.73	9689.707	10400.64	11061.39	11448.12	11777.07	11920.18	11647.02	11032.27	10338.08	9082.896	8143.687	6802.366	5517.588	4408.245	3532.409	2648.474	1720.194	703.1731	-342.1304	-1556.372	-2839.907	-3901.691	-4914.877	-6000.847	-7017.405	-7814.871	-8759.598	-9436.82	-9994.705	-10457.47	-10920.21	-11125.97	-11457.04	-11537.29	-11525.8	-11500.02	-11565.02	-11566.59	-11641.46	-11568.12	-11334.82	-10965.3	-10530.87	-10137.1	-9839.368	-9620.086	-9433.067	-9232.099	-8965.55	-8718.374	-8465.88	-8238.712	-8056.216	-7891.684	-7744.927	-7637.791	-7512.575	-7399.408	-7338.284	-7292.593	-7191.294	-7126.636	-7088.316	-7082.329	-7091.679	-7147.957	-7220.8	-7293.239	-7347.368	-7384.876	-7389.16	-7411.309	-7416.601	-7412.969	-7407.772	-7434.895	-7437.839	-7442.458	-7446.222	-7449.418	-7452.369	-7455.318
