version	doi	variable	data	sex	age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30	age31	age32	age33	age34	age35	age36	age37	age38	age39	age40	age41	age42	age43	age44	age45	age46	age47	age48	age49	age50	age51	age52	age53	age54	age55	age56	age57	age58	age59	age60	age61	age62	age63	age64	age65	age66	age67	age68	age69	age70	age71	age72	age73	age74	age75	age76	age77	age78	age79	age80	age81	age82	age83	age84	age85	age86	age87	age88	age89	age90
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CG"	"NTA"	2	6991.767	4635.27	6346.539	8559.171	9781.918	9592.814	11268.9	11988.69	12270.72	12086.5	13294.57	13703.62	14233.34	13669.39	14766.33	14507.39	14571.34	13448.45	10863.08	8577.314	7923.028	7369.775	6941.078	6631.408	6310.893	6417.032	6178.019	5948.398	5788.258	5673.889	5744.247	5679.151	5649.645	5611.742	5581.372	5449.056	5475.922	5463.392	5454.221	5444.752	5454.955	5448.057	5484.752	5478.851	5497.124	5514.25	5531.999	5555.51	5584.64	5619.658	5635.834	5690.311	5759.002	5823.613	5896.708	5917.521	5998.908	6097.736	6184.984	6285.024	6372.477	6487.288	6624.742	6770.337	6930.598	7099.303	7280.384	7482.003	7684.151	7903.023	8151.186	8364.565	8557.044	8725.771	8885.029	9014.983	9173.614	9371.074	9578.625	9833.166	10106.24	10359.39	10598.46	10811.32	11015.16	11191.03	11342.18	11472.87	11562.5	11676.14	11896.04
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGE"	"NTA"	2	99.5417	842.9809	2553.188	4765.087	5986.029	5972.486	7648.362	8365.106	8643.67	8457.835	9493.013	9903.813	10432.32	9868.145	10964.63	10467.4	10530.43	9399.14	6804.662	4493.112	3633.806	3057.399	2613.694	2290.098	1960.411	1686.64	1440.323	1187.009	1012.29	872.8708	749.7435	666.006	608.5969	542.0403	482.0809	422.2188	420.5884	390.1543	369.8732	347.0101	332.033	307.8936	322.0097	295.7304	286.9817	272.4939	255.2724	239.3172	227.2184	212.5279	172.4214	171.6261	172.0136	174.2595	176.186	127.7128	128.6947	129.9187	130.654	130.8783	112.9493	113.6454	114.1222	114.3863	115.0869	109.0124	108.946	108.6479	108.5869	110.4727	111.7592	109.0433	109.2205	109.3826	108.133	99.54169	99.54169	99.5417	99.5417	99.54169	99.54169	99.54169	99.5417	99.5417	99.54169	99.54169	99.54169	99.54169	99.54169	99.54169	99.54169
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGH"	"NTA"	2	3960.492	910.7057	910.7919	910.6566	910.6312	736.0557	736.1882	735.4924	736.1656	736.4643	904.8184	904.8124	904.813	904.8159	904.8094	1137.72	1138.195	1138.368	1137.826	1137.855	1309.059	1308.849	1308.455	1309.017	1307.384	1659.975	1657.033	1660.826	1657.949	1657.229	1817.745	1813.484	1813.57	1810.715	1811.858	1721.313	1721.874	1720.197	1718.62	1718.61	1735.839	1750.572	1774.667	1808.448	1850.959	1902.308	1958.163	2020.422	2087.323	2159.692	2238.081	2316.392	2395.427	2474.998	2555.952	2638.552	2724.414	2813.993	2905.504	3002.909	3099.525	3212.075	3338.684	3479.07	3634.763	3803.312	3982.335	4172.346	4369.75	4577.793	4805.205	5005.814	5183.433	5338.301	5474.305	5585.604	5712.981	5859.875	6018.697	6202.637	6400.636	6568.194	6706.793	6818.352	6903.891	6957.626	6989.465	6991.605	6969.355	6931.761	6712.038
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGS"	"NTA"	2	359.7748	309.6253	310.6012	311.4694	313.2996	312.315	312.3952	316.1323	318.9305	320.2458	324.7791	323.0399	324.2518	324.4747	324.9231	330.3144	330.7546	338.9868	348.6327	374.3891	408.2053	431.5696	446.9705	460.3352	471.1401	498.4585	508.7048	528.606	546.0609	571.8323	604.8004	627.7026	655.5203	687.0294	715.4752	733.5656	761.5018	781.0828	793.7701	807.174	815.1248	817.6328	816.1179	802.7148	787.2251	767.4909	746.606	723.8131	698.1401	675.4806	653.3737	630.3347	619.6042	602.398	592.6123	579.2983	573.8411	581.8658	576.8687	579.2791	588.045	589.6093	599.9787	604.9231	608.7904	615.0208	617.1449	629.0513	633.8563	642.8	662.2634	677.7501	692.4322	706.1294	730.6335	757.8796	789.1332	839.7003	888.428	959.0295	1034.102	1119.692	1220.165	1321.465	1439.768	1561.904	1681.218	1809.767	1921.644	2072.883	2512.499
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CGX"	"NTA"	2	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.957	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.957	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.957	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958	2571.958
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"POP"	"NTA"	2	40240.0	39890.0	39654.0	39796.5	39518.0	40347.5	39245.5	39534.5	39343.0	40336.5	40383.5	40755.0	40138.0	41345.0	40012.5	41653.0	41620.5	43208.5	45174.5	47972.0	49083.0	51449.0	53542.0	54762.5	56682.5	56632.0	57179.0	57059.0	56712.0	57000.5	56813.0	58072.0	57959.0	59957.0	59526.5	57561.5	54473.5	53795.5	53928.5	54326.0	56659.5	58437.5	58741.0	61956.0	63945.5	65333.5	69300.5	70609.5	70412.5	70650.0	70930.0	71712.5	71329.0	69185.0	67446.0	64931.5	62744.5	60216.5	58793.5	58373.0	54157.0	51484.0	49800.5	48914.5	46710.0	47717.0	48053.5	49626.5	49961.5	41342.0	34291.5	44093.0	43285.5	42572.5	48764.5	51600.0	49091.5	33349.5	29446.5	28623.5	27566.0	26626.5	26306.5	25872.0	24660.5	23710.0	21511.0	19697.5	17438.0	16552.5	64963.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"SF"	"NTA"	2	789.518	11.88002	257.3101	317.5756	311.9104	98.56068	25.89645	-10.50274	160.0924	213.5445	295.0652	259.8038	260.9454	-46.31242	-448.7447	-767.701	-858.1561	-961.3059	-1069.44	-1149.336	-845.8918	-956.4937	-1303.799	-1621.625	-1616.75	-1623.401	-1579.237	-1546.673	-1793.849	-1982.651	-1470.596	-1179.672	-1451.37	-2696.498	-2340.101	-1779.278	-1033.671	-713.6862	-22.02185	271.6007	587.7563	887.1083	938.42	1842.747	2574.031	3089.126	4098.105	5039.678	5369.848	5557.445	6025.745	6334.351	7132.371	8101.604	9100.451	10191.06	10598.89	10890.13	9957.15	9133.611	11233.06	7958.527	5780.578	2866.856	1590.982	697.8453	-232.0852	-369.5262	-768.4111	-753.8152	160.9125	1139.795	2051.769	2672.506	3580.577	4137.166	4233.501	3868.38	3693.403	3495.793	3629.435	3990.052	4186.553	4285.679	4886.722	5471.966	5933.735	6553.414	7454.989	7715.289	8311.403
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"SG"	"NTA"	2	19.81396	19.18886	19.12675	19.4413	19.95875	21.1828	22.51792	23.98752	25.5809	27.13744	28.74586	30.36264	31.96156	33.64515	35.35365	38.44981	42.79045	48.42454	56.67798	70.15562	86.2366	101.1803	112.633	123.2415	134.1605	143.5888	152.2286	159.2003	161.9829	164.5493	163.3327	162.0932	165.0601	166.206	167.3465	168.4147	173.6822	179.0618	188.03	193.5971	201.9906	210.3559	217.3199	223.8732	231.4074	235.1934	243.0891	249.9657	257.1626	260.884	266.7153	270.1608	273.2824	276.4748	280.3267	278.7664	276.8139	255.3425	243.3351	233.6963	196.9911	165.8782	132.3002	111.6594	105.2733	100.9057	97.34206	95.70452	96.11293	97.02689	97.93727	98.21124	98.66635	97.578	95.73276	93.63906	90.70382	87.20374	85.02895	83.22025	80.73322	80.33176	79.84578	80.38816	81.39329	82.26653	82.7187	83.36198	83.66681	84.12893	86.42428
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFB"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.093494	2.648804	4.139265	5.402454	8.639226	8.686836	9.204679	12.60699	12.11911	14.90426	15.79079	14.59501	16.63261	17.32498	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159	17.98159
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFW"	"NTA"	2	7798.297	6983.528	7235.909	7441.893	7647.877	7891.921	8315.266	8808.451	9558.355	10193.14	10864.4	11436.69	12035.17	12349.9	12568.89	12603.43	12266.88	11651.77	10608.79	9374.373	7887.724	6372.489	5027.088	3745.338	2705.746	1905.817	1384.196	960.1792	719.8345	540.7087	382.5049	191.6733	-42.96484	-340.3145	-665.3999	-1008.822	-1374.452	-1670.055	-1915.419	-2120.452	-2280.771	-2323.899	-2301.49	-2257.965	-2209.647	-2116.701	-2028.294	-1929.522	-1717.268	-1367.751	-968.2754	-542.853	-69.61719	384.5308	806.6582	1191.211	1597.612	1975.277	2347.57	2684.876	3020.779	3356.73	3656.577	3931.162	4175.323	4421.379	4599.615	4738.154	4832.419	4921.935	4972.382	5037.061	5117.269	5155.263	5056.985	4853.361	4507.121	4083.7	3721.408	3485.146	3402.212	3468.632	3600.338	3716.308	3818.443	3859.859	3862.448	3863.564	3863.771	3863.242	3862.713
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFWI"	"NTA"	2	7798.297	6983.528	7235.909	7441.893	7647.877	7927.977	8315.266	8853.547	9558.355	10193.14	10864.4	11526.09	12035.17	12349.9	12591.53	12603.43	12301.4	11728.43	10925.7	9870.838	8678.036	7456.648	6421.652	5464.026	4770.45	4335.834	4182.309	4122.069	4262.923	4477.302	4722.624	4966.038	5204.296	5391.217	5555.458	5673.874	5788.354	5907.086	6026.948	6101.601	6153.894	6151.754	6123.53	6074.165	6030.293	5993.81	5967.07	5946.257	5943.397	5952.75	5963.885	5981.777	6007.196	6025.245	6028.087	6015.074	5981.86	5936.381	5896.718	5856.27	5831.977	5806.428	5794.106	5769.606	5743.056	5730.131	5713.915	5679.476	5624.833	5600.287	5567.271	5583.207	5616.052	5634.956	5516.031	5303.096	4953.801	4529.474	4167.333	3927.231	3846.545	3910.991	4042.315	4159.348	4268.077	4308.42	4308.42	4308.42	4308.42	4308.42	4308.42
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFWO"	"NTA"	2	1.74E-5	1.38E-5	2.64E-5	2.24E-6	0.0	36.05568	2.46E-5	45.09596	8.32E-5	1.12E-4	7.7E-5	89.40196	4.78E-5	1.069E-4	22.64295	6.44E-5	34.5228	76.66914	316.9034	496.4646	790.3118	1084.159	1394.564	1718.688	2064.704	2430.017	2798.114	3161.89	3543.089	3936.593	4340.119	4774.364	5247.261	5731.531	6220.857	6682.695	7162.806	7577.141	7942.368	8222.053	8434.664	8475.653	8425.02	8332.13	8239.94	8110.511	7995.364	7875.779	7660.665	7320.501	6932.16	6524.63	6076.813	5640.714	5221.429	4823.862	4384.248	3961.104	3549.149	3171.394	2811.198	2449.698	2137.529	1838.445	1567.733	1308.752	1114.299	941.3216	792.4139	678.3521	594.8888	546.146	498.7837	479.6931	459.0453	449.7347	446.6797	445.7745	445.9241	442.0847	444.3331	442.3593	441.9773	443.0396	449.6344	448.5609	445.9718	444.856	444.6484	445.1775	445.7066
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGC"	"NTA"	2	1545.129	1496.383	1491.539	1516.069	1556.421	1650.886	1754.974	1869.584	1993.833	2115.24	2240.669	2366.758	2491.43	2622.748	2761.898	2919.983	3077.218	3254.822	3426.038	3598.304	3727.52	3865.331	3975.078	4069.686	4139.704	4237.57	4314.156	4380.215	4441.097	4504.632	4530.906	4559.233	4569.393	4581.144	4577.231	4591.035	4583.055	4588.819	4628.212	4688.907	4742.722	4821.906	4888.421	4879.07	4846.55	4799.578	4748.245	4726.866	4773.446	4838.08	4913.295	4967.238	4990.641	4961.549	4947.471	4958.467	4997.164	5053.73	5148.935	5215.108	5246.877	5277.815	5322.048	5359.0	5414.852	5495.258	5551.223	5584.523	5603.31	5588.075	5518.07	5440.46	5325.993	5167.06	4977.525	4823.511	4670.47	4547.592	4440.974	4416.747	4384.182	4406.061	4457.57	4560.319	4636.827	4706.801	4756.351	4807.471	4828.442	4869.926	5040.24
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGIC"	"NTA"	2	238.7527	78.58066	82.00765	87.78481	95.49224	94.79102	98.49309	120.2211	138.1946	148.685	170.3074	180.2374	192.3405	199.0781	211.0414	255.401	332.7513	417.3101	911.5664	1012.634	1292.898	1512.965	1779.502	2090.777	2336.776	2741.585	3139.256	3457.349	3940.085	4467.099	4961.684	5322.187	5672.492	5939.331	6076.974	6074.184	6099.763	6045.77	5940.863	5848.498	5657.66	5511.464	5283.195	5035.18	4783.667	4540.942	4305.891	4066.475	3840.178	3599.205	3438.018	3233.013	3280.301	3226.724	3290.299	3538.783	4085.681	6097.277	7224.68	8214.254	10591.32	13425.83	14910.1	15129.22	15105.59	15042.06	15022.66	15050.32	14807.3	14522.83	14856.62	15078.17	15108.23	14944.3	15075.52	15183.58	15215.19	14953.56	14944.88	15275.52	15690.81	16243.79	16823.53	17388.37	18174.92	19097.85	19868.06	20758.54	21405.25	22118.73	23514.39
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGNF"	"NTA"	2	-37.10819	-35.93749	-35.82116	-36.41027	-37.37937	-39.67179	-42.17226	-44.92458	-47.9087	-50.82383	-53.83613	-56.86409	-59.8586	-63.01167	-66.2114	-72.00999	-80.13927	-90.69096	-106.1483	-131.3896	-161.5066	-189.4935	-210.9425	-230.8105	-251.2599	-268.9175	-285.0983	-298.1552	-303.3665	-308.1729	-305.8944	-303.5731	-309.1296	-311.2757	-313.4117	-315.4123	-325.2774	-335.3524	-352.1484	-362.5746	-378.2941	-393.961	-407.0034	-419.2766	-433.3869	-440.4775	-455.2648	-468.1435	-481.6221	-488.5916	-499.5126	-505.9655	-511.8117	-517.7905	-525.0044	-522.0822	-518.4255	-478.2132	-455.7255	-437.6736	-368.9309	-310.6618	-247.7759	-209.1192	-197.159	-188.9794	-182.3052	-179.2384	-180.0033	-181.7149	-183.4199	-183.933	-184.7854	-182.7471	-179.2913	-175.3701	-169.8729	-163.3179	-159.2448	-155.8574	-151.1996	-150.4478	-149.5376	-150.5534	-152.4359	-154.0713	-154.9181	-156.1229	-156.6938	-157.5592	-161.8581
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGO"	"NTA"	2	1545.129	1496.383	1491.539	1516.069	1556.421	1651.874	1755.99	1870.592	1994.846	2116.228	2241.656	2367.736	2492.423	2623.712	2756.943	2998.387	3336.88	3776.236	4419.855	5470.867	6724.891	7890.225	8783.331	9610.603	10462.08	11197.32	11871.07	12414.74	12631.73	12831.86	12736.99	12640.33	12871.7	12961.05	13050.0	13133.29	13544.07	13963.57	14662.93	15097.06	15751.6	16403.95	16947.01	17458.05	18045.58	18340.82	18956.55	19492.79	20054.02	20344.22	20798.96	21067.64	21311.07	21560.02	21860.4	21738.72	21586.46	19912.08	18975.73	18224.07	15361.73	12935.49	10317.02	8707.41	8209.407	7868.819	7590.917	7463.218	7495.067	7566.339	7637.331	7658.696	7694.187	7609.315	7465.419	7302.149	7073.254	6800.312	6630.718	6489.671	6295.727	6264.421	6226.521	6268.819	6347.201	6415.297	6450.558	6500.723	6524.495	6560.531	6739.528
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSDIC"	"NTA"	2	215.8498	53.59235	56.73896	59.44191	65.29941	62.00708	62.14458	73.83527	82.60935	86.64057	100.9675	94.87915	98.5135	99.02554	99.64215	116.492	112.6263	128.5324	130.3738	137.2859	161.2539	168.0785	177.1265	180.6081	189.7926	238.6657	247.9374	253.7024	250.933	250.9508	275.0609	270.952	266.2729	271.5492	273.752	255.0824	262.6987	266.0529	272.392	272.3451	289.3182	285.5018	306.3978	306.0608	325.6753	334.2537	353.2062	361.4346	378.2748	395.8487	412.0343	421.3477	438.3664	451.6514	465.2843	483.04	491.9066	480.692	463.3678	466.5337	464.7938	412.7719	382.2025	395.2625	416.392	443.2604	453.3652	495.6236	524.6077	567.5302	617.0874	661.2608	710.6284	766.1107	842.1536	931.1732	1036.204	1220.816	1387.106	1612.897	1849.697	2111.901	2429.3	2748.464	3112.985	3479.629	3846.54	4240.131	4589.107	5071.937	6500.269
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSFIC"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0707618	0.0765142	0.247601	0.1505458	0.1617853	0.4625423	0.1658531	0.1793005	0.1740661	0.8192165	5.570876	19.95299	52.1125	469.6015	431.6252	487.4516	592.5374	763.2614	929.4313	1132.204	1354.559	1691.524	2017.841	2422.287	2862.357	3288.752	3617.147	3933.662	4210.839	4383.634	4425.637	4479.514	4450.518	4354.493	4299.097	4127.806	4002.912	3748.178	3489.813	3242.323	2959.431	2677.032	2409.3	2132.371	1828.335	1575.788	1300.333	1096.052	886.2307	742.0009	578.3379	464.342	369.8337	294.8249	228.9853	189.5999	148.9789	126.9808	104.1064	84.75847	71.27757	70.758	63.18971	58.5957	61.48159	60.5465	53.1696	49.47134	48.87868	51.57703	46.95155	48.94305	51.02906	50.31043	47.63396	45.98887	55.41075	41.69844	36.09628	36.19652	43.50805	40.98872	36.90168	33.11244	24.96069	10.91825
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSOAIC"	"NTA"	2	0.9437755	3.029179	3.309565	6.383751	8.2337	10.75404	14.31287	24.17908	33.47558	39.92354	46.91817	63.23323	71.68858	77.91939	88.20597	108.5993	112.5129	115.2994	107.8409	96.21288	88.72527	81.90373	80.03033	81.51261	74.56437	76.96177	60.63835	39.28305	23.60682	29.17969	31.62855	40.1771	47.79292	59.93819	55.64331	76.51968	91.80379	97.18357	122.9339	128.7171	149.1392	160.8324	200.0848	217.466	231.0616	266.4848	309.1834	336.8192	381.3612	423.5377	504.9811	564.8411	821.6682	952.7762	1111.734	1336.818	1746.79	4053.643	5354.717	6500.919	9174.519	12411.95	13951.9	14186.23	14161.82	14085.94	14060.09	14054.93	13787.69	13456.81	13743.54	13928.41	13912.58	13693.86	13746.49	13770.39	13694.73	13246.92	13071.96	13179.55	13359.56	13641.68	13917.29	14169.12	14590.54	15139.92	15545.63	16046.38	16348.16	16586.95	16568.43
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSUIC"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4149143	2.779843	17.64861	38.60939	86.78353	201.5491	335.2139	449.0994	525.8526	587.9009	640.0887	707.3456	754.7548	789.5673	839.5342	904.9963	931.5568	959.2244	990.0776	962.3184	929.2587	882.2574	831.0609	797.3295	756.3585	713.6523	656.7104	627.5312	593.8484	587.1552	549.9202	546.0865	531.7839	524.2354	513.4847	516.7975	510.5287	511.805	489.527	501.3798	536.593	705.901	947.956	758.4219	677.0842	583.1287	327.7163	17.43546	14.33385	8.936792	7.929367	6.894683	3.759203	1.884412	1.715786	2.321513	0.7629429	0.6416194	0.8684135	0.7670823	0.6189759	0.3768763	0.62586	0.1091832	0.8228093	0.7584046	0.8872279	0.1055059	0.5513731	0.0	0.5232322	0.1123663	0.219966	0.4462494	0.1866995	0.1965964	0.092087
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSXIC"	"NTA"	2	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGXIC"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.05146	60.79737	95.00758	124.0012	198.2941	199.3869	211.2728	289.3654	278.167	342.0938	362.4424	334.9957	381.7643	397.6561	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271	412.7272	412.7271	412.7272	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYA"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.020848	15.16948	29.45502	52.17312	84.96045	126.6729	169.7235	229.3488	263.6438	293.2222	330.918	346.158	300.3288	220.5391	89.52161	0.0	-67.40326	-100.7575	-41.0458	0.0	0.0	70.65665	301.1494	503.6054	736.9132	887.1959	1041.115	1180.9	1317.235	1509.401	1648.778	1797.656	2017.447	2273.423	2486.236	2648.962	2854.888	3050.578	3273.608	3508.133	3807.84	4156.876	4334.319	4516.718	4447.157	4339.144	4045.23	3826.873	3374.802	2367.304	2106.11	1864.521	1721.525	1689.15	1740.016	1822.599	1955.667	2132.216	2308.833	2362.228	2405.331	2407.658	2322.573	2214.351	2115.876	1999.74	1895.809	1816.045	1726.637	1666.186	1668.059	1666.182	1651.892	1650.937	1653.738	1648.291	1656.973
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYL"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.069753	61.04915	229.5012	468.9192	902.9275	1742.922	2823.072	3788.164	4535.62	5225.903	5969.381	6571.209	7195.017	7735.831	7996.133	8132.052	8081.57	8012.245	8078.761	8110.262	8052.258	8057.146	8224.694	8312.931	8640.719	8925.684	9303.042	9677.369	9905.375	10340.92	10710.67	10914.48	11196.37	11497.05	11671.39	11795.17	11947.87	11912.71	11887.53	11902.72	11860.83	11459.0	11067.52	9203.942	8227.761	7289.836	5707.989	3621.038	1427.529	836.1132	602.2429	408.4219	164.6435	111.2752	107.3617	88.92054	89.09841	6.590629	4.723213	5.244253	3.692592	1.504395	3.252081	1.725523	0.5169027	1.585813	1.989086	0.5917585	0.5917585	0.5917585	0.5917585	0.5917585	0.5917585	0.5917585	0.5917585	0.5917584	0.5917585
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYS"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.9877599	1.015496	1.008072	1.012979	0.9880292	0.9868793	0.9778835	0.9929155	0.9639289	0.9960298	2.18591	0.7054189	0.3220997	5.928872	2.968381	4.575639	7.380306	8.989164	21.79078	22.08118	42.38595	61.56671	78.15141	104.9752	195.1741	191.915	169.6105	264.588	269.6476	420.5072	414.4559	435.1667	558.2147	657.0889	595.273	664.7222	723.7735	835.9823	728.6631	839.5803	829.1063	994.4844	995.4512	1122.947	1062.009	1082.903	1137.118	1159.291	1187.617	1244.252	1164.377	1187.466	1137.691	1151.876	1379.986	361.635	209.7656	192.6379	144.9935	86.20255	100.6187	153.5257	78.26913	44.37936	66.74403	74.49557	79.42926	54.63772	74.78277	78.87025	69.47589	76.95857	36.64291	73.35053	71.5981	13.74652	41.7227	41.72269	41.7227	41.7227	41.72269	41.7227	41.7227	41.72269	41.72269	41.72269
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"Y"	"NTA"	2	0.0783979	0.2244058	0.3506601	0.3182164	1.197074	0.864597	0.9372913	0.8481987	0.7413129	0.6187807	0.9702111	1.391219	3.168411	5.555836	29.17141	455.0491	1648.917	3183.647	4937.976	7604.242	10812.91	13610.05	15582.06	17423.28	19342.76	20775.76	21954.84	22903.09	22966.72	22984.94	23260.7	23444.59	23373.52	22331.32	22996.26	24085.36	25605.36	26761.13	28677.59	29941.87	31471.98	32906.91	33961.15	35578.84	37022.12	37853.89	39471.55	41030.5	42101.37	42697.46	43642.44	44202.7	44826.19	45560.7	46343.32	46739.1	46198.79	42650.21	39648.05	37026.98	33714.83	24996.23	18605.91	13752.28	11975.07	10857.65	9707.136	9417.985	9288.916	9541.077	9930.3	10405.4	10880.67	11028.65	11143.5	11131.56	10814.6	10463.71	10140.26	9634.777	9139.301	8926.419	8544.165	8351.43	8401.818	8334.213	8233.712	8193.91	8555.83	8296.633	8281.036
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YAF"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.031043	52.63291	102.1989	181.0229	294.7838	439.5117	588.8827	795.762	914.7542	1017.381	1148.172	1201.05	1042.038	765.1953	310.6094	-3.201117	407.4795	702.3953	350.489	-1028.17	-579.6642	245.1544	1044.885	1747.339	2556.837	3078.267	3612.314	4097.319	4570.356	5237.106	5720.697	6237.25	6999.854	7888.002	8626.39	9190.992	9905.487	10584.46	11358.3	12172.02	13211.91	14422.94	15038.61	15671.47	15430.11	15055.35	14035.57	13277.94	11709.41	8213.736	7307.482	6469.249	5973.103	5860.774	6037.26	6323.795	6785.497	7398.064	8010.861	8196.125	8345.675	8353.75	8058.535	7683.041	7341.368	6938.415	6577.809	6301.058	5990.841	5781.096	5787.596	5781.083	5731.501	5728.187	5737.907	5719.007	5749.13
