version	doi	age	SEX	POP	YL	YAF	YS	YR	Y	TGYL	TGYS	TGYA	TGC	TGO	YN	TGSOAIC	TGSDIC	TGSFIC	TGSUIC	TGSXIC	TGXIC	TFB	TGIC	YD	TFW	TFWI	TFWO	YDF	CGH	CGE	CGS	CGX	CG	YDFA	YDA	CF	SF	YAG	TGNF	SG	PH	PHHW	PHCC	CH	CHHW	CHCC	THOHW	THIHW	THOCC	THICC	THO	THI	PHM	PHHWM	PHCCM	CHHWM	CHCCM	THOHWM	THIHWM	THOCCM	THICCM	THOM	THIM
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	72.0	2.0	43285.5	15.23554	8010.861	281.5904	2572.978	10880.665	4.723213	54.637722	2308.833	5325.993	7694.187	3186.478	13912.58	710.6284	49.47134	0.8684135	21.95913	412.7271	17.98159	15108.23	18294.709	5117.2686	5616.0522	498.78366	23429.959	5183.433	109.2205	692.4322	2571.9578	8557.044	31987.004	18403.93	21378.19	2051.769	-168.2263	-184.7854	98.66635	330.0586	322.4185	7.640134	262.22513	262.22513	1.05137534E-16	65.699554	5.5061893	7.640134	1.05137534E-16	73.33968	5.5061893	30610.37	29990.4	619.9692	24391.395	8.53153E-15	6111.1753	512.1692	619.9692	8.53153E-15	6731.1445	512.1692
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	73.0	2.0	42572.5	18.53797	8196.125	255.2247	2558.759	11028.646	5.244253	74.78277	2362.228	5167.06	7609.315	3419.3315	13693.86	766.1107	48.87868	0.7670823	21.95913	412.7271	17.98159	14944.3	18363.63	5155.2627	5634.9556	479.69308	23536.875	5338.301	109.3826	706.1294	2571.9575	8725.771	32262.646	18473.014	20864.37	2672.506	-166.3707	-182.7471	97.578	322.4729	315.82993	6.642976	261.00174	261.00174	1.05297835E-16	58.727745	3.899557	6.642976	1.05297835E-16	65.37072	3.899557	29916.605	29377.55	539.0534	24277.598	8.544538E-15	5462.6787	362.7251	539.0534	8.544538E-15	6001.732	362.7251
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	74.0	2.0	48764.5	13.8007	8345.675	237.3593	2546.664	11143.499	3.6925924	78.87025	2405.331	4977.525	7465.419	3678.08	13746.49	842.1536	51.57703	0.6189759	21.95913	412.7271	17.98159	15075.52	18753.6	5056.9854	5516.031	459.04535	23828.566	5474.305	108.133	730.6335	2571.9575	8885.029	32713.596	18861.732	20247.99	3580.5767	-163.2245	-179.2913	95.73276	318.98123	312.7934	6.1878166	259.28552	259.28552	1.0463257E-16	56.326683	2.8187985	6.1878166	1.0463257E-16	62.5145	2.8187985	29597.225	29095.105	502.11887	24117.963	8.490554E-15	5239.3394	262.19617	502.11887	8.490554E-15	5741.458	262.19617
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	75.0	2.0	51600.0	5.322759	8353.75	233.9853	2538.505	11131.5625	1.5043955	69.47589	2407.658	4823.511	7302.1494	3829.413	13770.39	931.1732	46.95155	0.3768763	21.95913	412.7271	17.98159	15183.58	19012.992	4853.361	5303.0957	449.73474	23884.334	5585.604	99.54169	757.8796	2571.9573	9014.983	32899.316	19112.533	19747.17	4137.166	-159.6548	-175.3701	93.63906	314.10764	308.65146	5.456166	257.6997	257.6997	1.0429793E-16	54.046516	3.09478	5.456166	1.0429793E-16	59.50268	3.09478	29152.58	28709.832	442.7481	23970.455	8.463399E-15	5027.245	287.86713	442.7481	8.463399E-15	5469.993	287.86713
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	76.0	2.0	49091.5	9.160335	8058.535	196.7806	2550.128	10814.6045	3.2520814	76.95857	2322.573	4670.47	7073.254	3741.3506	13694.73	1036.204	48.94305	0.62586	21.95913	412.7271	17.98159	15215.19	18956.541	4507.121	4953.801	446.67975	23481.645	5712.981	99.54169	789.1332	2571.958	9173.614	32655.258	19056.082	19248.14	4233.501	-154.6502	-169.8729	90.70382	306.90097	302.0372	4.86378	255.47383	255.47383	1.03808606E-16	51.386055	4.8226876	4.86378	1.03808606E-16	56.249836	4.8226876	28489.273	28094.594	394.67816	23763.41	8.423692E-15	4779.777	448.59192	394.67816	8.423692E-15	5174.455	448.59192
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	77.0	2.0	33349.5	5.630664	7683.041	222.2993	2552.739	10463.71	1.7255225	36.64291	2214.351	4547.592	6800.3115	3663.3984	13246.92	1220.816	51.02906	0.1091832	21.95913	412.7271	17.98159	14953.56	18616.957	4083.6997	4529.474	445.77454	22718.639	5859.875	99.5417	839.7003	2571.9575	9371.074	32089.713	18716.498	18850.26	3868.38	-148.6826	-163.3179	87.20374	298.58292	294.3891	4.193839	253.23528	253.23528	1.0251648E-16	48.767292	7.6134834	4.193839	1.0251648E-16	52.961132	7.6134834	27723.504	27383.19	340.31482	23555.186	8.31884E-15	4536.1875	708.18335	340.31482	8.31884E-15	4876.502	708.18335
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	78.0	2.0	29446.5	2.741039	7341.368	266.8819	2529.27	10140.261	0.51690274	73.35053	2115.876	4440.974	6630.718	3509.543	13071.96	1387.106	50.31043	0.8228093	21.95913	412.7271	17.98159	14944.88	18454.422	3721.4084	4167.3325	445.9241	22193.812	6018.697	99.5417	888.428	2571.958	9578.625	31772.438	18553.963	18500.41	3693.4033	-144.9745	-159.2448	85.02895	291.0456	287.2556	3.7899601	249.83582	249.83582	1.00902886E-16	46.40279	8.982984	3.7899601	1.00902886E-16	50.19275	8.982984	27027.197	26719.656	307.54153	23238.979	8.187903E-15	4316.248	835.5702	307.54153	8.187903E-15	4623.7896	835.5702
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	79.0	2.0	28623.5	5.359242	6938.415	189.8875	2501.116	9634.777	1.5858127	71.5981	1999.74	4416.747	6489.671	3145.1064	13179.55	1612.897	47.63396	0.7584046	21.95913	412.7271	17.98159	15275.52	18420.625	3485.1462	3927.231	442.08475	21923.754	6202.637	99.54169	959.0295	2571.9575	9833.166	31756.92	18520.166	18427.96	3495.7932	-141.8907	-155.8574	83.22025	282.1169	278.82065	3.2962556	246.86766	246.86766	9.416401E-17	43.841454	11.888458	3.2962556	9.416401E-17	47.137707	11.888458	26202.541	25935.06	267.4792	22962.89	7.641068E-15	4078.0002	1105.8289	267.4792	7.641068E-15	4345.4795	1105.8289
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	80.0	2.0	27566.0	6.907547	6577.809	73.51078	2481.073	9139.301	1.9890862	13.746518	1895.8088	4384.182	6295.7266	2843.5742	13359.56	1849.697	45.98887	0.8872279	21.95913	412.7271	17.98159	15690.81	18534.383	3402.2117	3846.5447	444.33307	21954.576	6400.636	99.54169	1034.102	2571.958	10106.24	32060.816	18633.924	18325.14	3629.435	-137.6503	-151.1996	80.73322	273.34647	270.323	3.0234606	243.44424	243.44424	8.3859504E-17	41.291836	14.413082	3.0234606	8.3859504E-17	44.315296	14.413082	25389.979	25144.635	245.34286	22644.453	6.804895E-15	3840.8428	1340.6616	245.34286	6.804895E-15	4086.1855	1340.6616
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	81.0	2.0	26626.5	2.024936	6301.058	164.9791	2458.357	8926.419	0.5917585	41.7227	1816.0454	4406.061	6264.421	2661.998	13641.68	2111.901	55.41075	0.1055059	21.95913	412.7271	17.98159	16243.79	18905.79	3468.6323	3910.9915	442.35925	22392.402	6568.194	99.54169	1119.692	2571.958	10359.39	32751.793	19005.33	18402.35	3990.0525	-136.9658	-150.4478	80.33176	265.76974	262.9939	2.7758393	239.58171	239.5817	6.339779E-17	38.99332	15.581118	2.7758393	6.339779E-17	41.769157	15.581118	24688.152	24462.904	225.2493	22285.172	5.1445008E-15	3627.0415	1449.3088	225.2493	5.1445008E-15	3852.2908	1449.3088
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	82.0	2.0	26306.5	2.049568	5990.841	121.5316	2429.743	8544.165	0.59175855	41.722694	1726.6373	4457.57	6226.5215	2317.6436	13917.29	2429.3	41.69844	0.5513731	21.95913	412.7271	17.98159	16823.53	19141.172	3600.338	4042.3152	441.97726	22759.492	6706.793	99.5417	1220.165	2571.958	10598.46	33357.953	19240.713	18572.94	4186.5527	-136.1372	-149.5376	79.84578	258.0054	255.43959	2.5658257	235.40967	235.40967	3.34107E-17	36.542854	16.51294	2.5658257	3.34107E-17	39.108677	16.51294	23968.432	23760.225	208.20746	21897.102	2.711157E-15	3399.1064	1535.9841	208.20746	2.711157E-15	3607.314	1535.9841
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	83.0	2.0	25872.0	2.083989	5781.096	154.2744	2413.975	8351.43	0.5917585	41.7227	1666.186	4560.319	6268.8193	2082.6104	14169.12	2748.464	36.09628	0.0	21.95913	412.7271	17.98159	17388.37	19470.98	3716.308	4159.3477	443.03955	23205.27	6818.352	99.5417	1321.465	2571.958	10811.32	34016.59	19570.521	18919.59	4285.679	-137.062	-150.5534	80.38816	249.21468	246.83714	2.3775344	230.90341	230.90341	0.0	34.136986	18.203253	2.3775344	0.0	36.51452	18.203253	23152.979	22960.05	192.92831	21477.943	0.0	3175.32	1693.2119	192.92831	0.0	3368.2483	1693.2119
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	84.0	2.0	24660.5	2.18637	5787.596	212.8719	2399.164	8401.818	0.5917585	41.7227	1668.0592	4636.827	6347.2007	2054.6177	14590.54	3112.985	36.19652	0.5232322	21.95913	412.7271	17.98159	18174.92	20229.537	3818.4426	4268.077	449.63443	24065.96	6903.891	99.54169	1439.768	2571.958	11015.16	35081.12	20329.078	19179.24	4886.7217	-138.7757	-152.4359	81.39329	239.75705	237.56503	2.1920109	225.97269	225.97269	0.0	31.600994	20.008646	2.1920109	0.0	33.793007	20.008646	22275.46	22097.588	177.87375	21019.303	0.0	2939.4297	1861.144	177.87375	0.0	3117.3035	1861.144
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	85.0	2.0	23710.0	2.274018	5781.083	166.0423	2384.814	8334.213	0.59175855	41.722694	1666.1824	4706.801	6415.2974	1918.9155	15139.92	3479.629	43.50805	0.1123663	21.95913	412.7271	17.98159	19097.85	21016.766	3859.8591	4308.42	448.56088	24894.605	6957.626	99.54169	1561.904	2571.9578	11191.03	36085.637	21116.307	19422.64	5471.9663	-140.2646	-154.0713	82.26653	230.97983	229.01389	1.9659376	225.03317	225.03317	0.0	29.42076	25.440056	1.9659376	0.0	31.386696	25.440056	21461.713	21302.184	159.52872	20931.912	0.0	2736.6306	2366.3577	159.52872	0.0	2896.1594	2366.3577
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	86.0	2.0	21511.0	2.506484	5731.501	128.6323	2371.072	8233.712	0.5917585	41.722702	1651.8922	4756.351	6450.5576	1783.1543	15545.63	3846.54	40.98872	0.219966	21.95913	412.7271	17.98159	19868.06	21651.215	3862.4482	4308.42	445.97177	25531.645	6989.465	99.54169	1681.218	2571.9578	11342.18	36873.824	21750.756	19597.91	5933.7354	-141.0355	-154.9181	82.7187	211.4978	209.78444	1.7133543	221.54338	221.54338	0.0	27.236752	38.995693	1.7133543	0.0	28.950106	38.995693	19652.553	19513.52	139.03249	20607.3	0.0	2533.481	3627.2625	139.03249	0.0	2672.5134	3627.2625
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	87.0	2.0	19697.5	2.737249	5728.187	105.9649	2357.021	8193.91	0.5917585	41.7227	1650.937	4807.471	6500.7227	1693.1875	16046.38	4240.131	36.90168	0.4462494	21.95913	412.7271	17.981588	20758.54	22451.727	3863.564	4308.42	444.85596	26333.271	6991.605	99.54169	1809.767	2571.958	11472.87	37806.14	22551.268	19779.86	6553.414	-142.1323	-156.1229	83.36198	199.41597	197.98083	1.4351339	218.82465	218.82465	0.0	25.457066	46.300873	1.4351339	0.0	26.892199	46.300873	18532.04	18415.584	116.45592	20354.412	0.0	2367.9397	4306.768	116.45592	0.0	2484.3958	4306.768
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	88.0	2.0	17438.0	3.091924	5737.907	471.8409	2342.99	8555.83	0.59175855	41.722694	1653.7384	4828.442	6524.4946	2031.3354	16348.16	4589.107	33.11244	0.1866995	21.95913	412.7271	17.98159	21405.25	23436.586	3863.7715	4308.42	444.6484	27318.34	6969.355	99.54169	1921.644	2571.958	11562.5	38880.84	23536.127	19863.35	7454.989	-142.6521	-156.6938	83.66681	187.07819	185.9426	1.135592	216.54591	216.54591	0.0	23.623772	54.227085	1.135592	0.0	24.759363	54.227085	17387.973	17295.824	92.14917	20142.451	0.0	2197.4124	5044.0405	92.14917	0.0	2289.5615	5044.0405
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	89.0	2.0	16552.5	3.257331	5719.007	245.249	2329.12	8296.633	0.59175843	41.722694	1648.291	4869.926	6560.5312	1736.1016	16586.95	5071.937	24.96069	0.1965964	21.95913	412.7272	17.981592	22118.73	23854.832	3863.2424	4308.42	445.1775	27736.057	6931.761	99.54169	2072.883	2571.9578	11676.14	39412.195	23954.373	20020.77	7715.2886	-143.44	-157.5592	84.12893	174.32863	173.51234	0.8162904	213.64803	213.64803	0.0	21.67103	61.80672	0.8162904	0.0	22.48732	61.80672	16205.837	16139.598	66.239006	19872.898	0.0	2015.7742	5749.0757	66.239006	0.0	2082.0132	5749.0757
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	90.0	2.0	64963.0	0.8299642	5749.13	214.5965	2316.48	8281.036	0.59175855	41.722694	1656.9731	5040.24	6739.528	1541.5083	16568.43	6500.269	10.91825	0.092087	21.95913	412.7271	17.98159	23514.39	25055.898	3862.7134	4308.42	445.7066	28936.594	6712.038	99.54169	2512.499	2571.958	11896.04	40832.633	25155.44	20625.19	8311.403	-147.3536	-161.8581	86.42428	100.6195	100.13673	0.48276865	219.85211	219.85211	0.0	19.379332	139.09471	0.48276865	0.0	19.8621	139.09471	9353.593	9314.418	39.174927	20449.984	0.0	1802.6073	12938.174	39.174927	0.0	1841.7822	12938.174
