version	doi	age	SEX	POP	YL	YAF	YS	YR	Y	TGYL	TGYS	TGYA	TGC	TGO	YN	TGSOAIC	TGSDIC	TGSFIC	TGSUIC	TGSXIC	TGXIC	TFB	TGIC	YD	TFW	TFWI	TFWO	YDF	CGH	CGE	CGS	CGX	CG	YDFA	YDA	CF	SF	YAG	TGNF	SG	PH	PHHW	PHCC	CH	CHHW	CHCC	THOHW	THIHW	THOCC	THICC	THO	THI	PHM	PHHWM	PHCCM	CHHWM	CHCCM	THOHWM	THIHWM	THOCCM	THICCM	THOM	THIM
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	35.0	2.0	57561.5	21063.61	245.1544	1130.899	1645.698	24085.361	8057.146	414.4559	70.65665	4591.035	13133.294	10952.067	76.51968	255.0824	4425.637	882.2574	21.95913	412.7271	17.98159	6074.184	17026.252	-1008.8218	5673.8735	6682.6953	16035.412	1721.313	422.2188	733.5656	2571.9573	5449.056	21484.469	17448.47	17814.69	-1779.2784	-287.1474	-315.4123	168.4147	320.9115	217.63145	103.28003	121.05501	121.05501	1.1369216E-16	115.08394	18.507494	103.28003	1.1369216E-16	218.36397	18.507494	28624.225	20243.424	8380.8	11260.175	9.225707E-15	10704.764	1721.5115	8380.8	9.225707E-15	19085.562	1721.5115
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	36.0	2.0	54473.5	21589.87	1044.885	1243.433	1727.174	25605.361	8224.694	435.1667	301.1494	4583.055	13544.065	12061.296	91.80379	262.6987	4479.514	831.0609	21.95913	412.7272	17.981592	6099.763	18161.059	-1374.4517	5788.354	7162.8057	16804.588	1721.874	420.5884	761.5018	2571.9573	5475.922	22280.51	18581.646	17838.26	-1033.6709	-296.1285	-325.2774	173.6822	315.10068	224.51566	90.585014	122.7896	122.7896	1.1389548E-16	116.79979	15.073727	90.585014	1.1389548E-16	207.3848	15.073727	28234.418	20883.773	7350.6455	11421.52	9.242205E-15	10864.366	1402.1128	7350.6455	9.242205E-15	18215.012	1402.1128
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	37.0	2.0	53795.5	21869.78	1747.339	1349.074	1794.934	26761.127	8312.931	558.21466	503.6054	4588.819	13963.569	12797.558	97.18357	266.0529	4450.518	797.3295	21.95913	412.7271	17.98159	6045.77	18843.328	-1670.0547	5907.086	7577.1406	17191.256	1720.197	390.1543	781.0828	2571.9583	5463.392	22654.648	19233.482	17904.94	-713.68616	-305.3007	-335.3524	179.0618	309.1781	225.55034	83.62777	124.07791	124.07791	1.1328903E-16	119.53455	18.06212	83.62777	1.1328903E-16	203.16232	18.06212	27766.107	20980.018	6786.0903	11541.355	9.192994E-15	11118.746	1680.0842	6786.0903	9.192994E-15	17904.836	1680.0842
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	38.0	2.0	53928.5	22624.52	2556.837	1643.155	1853.074	28677.586	8640.719	657.08887	736.9132	4628.212	14662.933	14014.653	122.9339	272.392	4354.493	756.3585	21.95913	412.7271	17.98159	5940.863	19955.516	-1915.4194	6026.948	7942.3677	18058.078	1718.62	369.8732	793.7701	2571.958	5454.221	23512.299	20325.389	18080.1	-22.02185	-320.5916	-352.1484	188.03	304.61844	227.19768	77.42075	124.57826	124.578255	1.1272342E-16	119.99592	17.376503	77.42075	1.1272342E-16	197.41667	17.376503	27415.658	21133.246	6282.413	11587.896	9.147097E-15	11161.66	1616.31	6282.413	9.147097E-15	17444.072	1616.31
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	39.0	2.0	54326.0	23366.53	3078.267	1589.639	1907.429	29941.865	8925.684	595.273	887.1959	4688.907	15097.06	14844.806	128.7171	272.3451	4299.097	713.6523	21.95913	412.7271	17.98159	5848.498	20693.305	-2120.4521	6101.6006	8222.053	18590.834	1718.61	347.0101	807.174	2571.958	5444.752	24035.586	21040.314	18319.23	271.60068	-330.0834	-362.5746	193.5971	299.4764	228.8465	70.62991	125.0593	125.0593	1.1272007E-16	121.59493	17.807743	70.62991	1.1272007E-16	192.22485	17.807743	27017.977	21286.615	5731.3613	11632.642	9.146825E-15	11310.396	1656.4229	5731.3613	9.146825E-15	17041.758	1656.4229
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	40.0	2.0	56659.5	24203.43	3612.314	1705.287	1950.946	31471.977	9303.042	664.72217	1041.1151	4742.722	15751.602	15720.375	149.1392	289.3182	4127.806	656.7104	21.95913	412.7271	17.98159	5657.66	21378.035	-2280.7705	6153.8936	8434.664	19115.246	1735.839	332.033	815.1248	2571.9583	5454.955	24570.201	21710.068	18527.49	587.75635	-344.3943	-378.2941	201.9906	292.99472	229.77742	63.2173	125.99742	125.99742	1.1227996E-16	119.45597	15.675976	63.2173	1.1227996E-16	182.67328	15.675976	26503.062	21373.207	5129.855	11719.903	9.111112E-15	11111.436	1458.1323	5129.855	9.111112E-15	16241.291	1458.1323
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	41.0	2.0	58437.5	25006.15	4097.319	1801.269	2002.172	32906.91	9677.369	723.7735	1180.8999	4821.906	16403.95	16502.96	160.8324	285.5018	4002.912	627.5312	21.95913	412.7272	17.981592	5511.464	22014.426	-2323.899	6151.7544	8475.653	19708.508	1750.572	307.8936	817.6328	2571.9583	5448.057	25156.564	22322.32	18821.4	887.1083	-358.6573	-393.961	210.3559	286.8749	231.1656	55.70932	126.99322	126.993225	1.1163313E-16	117.83155	13.659166	55.70932	1.1163313E-16	173.54086	13.659166	26022.941	21502.332	4520.609	11812.529	9.058624E-15	10960.338	1270.5347	4520.609	9.058624E-15	15480.946	1270.5347
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	42.0	2.0	58741.0	25484.71	4570.356	1864.311	2041.769	33961.15	9905.375	835.9823	1317.2351	4888.421	16947.014	17014.135	200.0848	306.3978	3748.178	593.8484	21.95913	412.7271	17.98159	5283.195	22297.33	-2301.4897	6123.53	8425.02	20013.822	1774.667	322.0097	816.1179	2571.957	5484.752	25498.574	22619.34	19075.4	938.42	-370.5309	-407.0034	217.3199	281.30054	233.24129	48.05925	128.47906	128.47906	1.1132033E-16	115.02953	10.267311	48.05925	1.1132033E-16	163.08879	10.267311	25595.238	21695.404	3899.834	11950.737	9.033241E-15	10699.703	955.0345	3899.834	9.033241E-15	14599.537	955.0345
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	43.0	2.0	61956.0	26374.65	5237.106	1880.895	2086.189	35578.84	10340.916	728.66315	1509.4012	4879.07	17458.05	18120.79	217.466	306.0608	3489.813	587.1552	21.95913	412.7272	17.98159	5035.18	23155.969	-2257.9648	6074.165	8332.13	20915.986	1808.448	295.7304	802.7148	2571.9583	5478.851	26394.838	23451.7	19073.24	1842.7468	-381.7042	-419.2766	223.8732	276.7346	236.17099	40.563595	131.83675	131.83675	1.116634E-16	114.50499	10.170752	40.563595	1.116634E-16	155.06859	10.170752	25259.506	21967.918	3291.5889	12263.06	9.06108E-15	10650.911	946.05273	3291.5889	9.06108E-15	13942.5	946.05273
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	44.0	2.0	63945.5	27166.46	5720.697	1991.398	2143.566	37022.12	10710.674	839.58026	1648.7781	4846.55	18045.582	18976.54	231.0616	325.6753	3242.323	549.9202	21.95913	412.7271	17.98159	4783.667	23760.207	-2209.6475	6030.293	8239.94	21568.541	1850.959	286.9817	787.2251	2571.958	5497.124	27065.664	24047.19	18994.51	2574.0312	-394.5501	-433.3869	231.4074	272.29727	238.60725	33.690014	135.39534	135.39534	1.1197159E-16	112.962364	9.750462	33.690014	1.1197159E-16	146.65237	9.750462	24928.354	22194.531	2733.8228	12594.069	9.0860885E-15	10507.42	906.9586	2733.8228	9.0860885E-15	13241.243	906.9586
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	45.0	2.0	65333.5	27486.61	6237.25	1902.287	2227.75	37853.895	10914.484	829.1063	1797.6555	4799.578	18340.824	19513.07	266.4848	334.2537	2959.431	546.0865	21.95913	412.7272	17.98159	4540.942	24054.012	-2116.7012	5993.8096	8110.5107	21955.293	1902.308	272.4939	767.4909	2571.958	5514.25	27469.543	24326.506	18866.17	3089.1257	-401.0053	-440.4775	235.1934	268.644	241.32884	27.315184	139.30283	139.30283	1.122947E-16	111.75702	9.731006	27.315184	1.122947E-16	139.0722	9.731006	24664.213	22447.686	2216.5283	12957.531	9.1123084E-15	10395.303	905.1489	2216.5283	9.1123084E-15	12611.831	905.1489
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	46.0	2.0	69300.5	28038.34	6999.854	2129.61	2303.751	39471.555	11196.37	994.48444	2017.447	4748.245	18956.547	20515.008	309.1834	353.2062	2677.032	531.7839	21.95913	412.7271	17.981588	4305.891	24820.898	-2028.294	5967.0703	7995.3643	22810.586	1958.163	255.2724	746.606	2571.957	5531.999	28342.586	25076.17	18712.48	4098.1055	-414.4675	-455.2648	243.0891	264.1773	242.77748	21.399824	143.67064	143.67064	1.1244417E-16	109.52886	10.422029	21.399824	1.1244417E-16	130.9287	10.422029	24318.951	22582.432	1736.5183	13363.8125	9.124436E-15	10188.046	969.42584	1736.5183	9.124436E-15	11924.564	969.42584
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	47.0	2.0	70609.5	28556.6	7888.002	2204.326	2381.572	41030.5	11497.055	995.4512	2273.4229	4726.866	19492.795	21537.705	336.8192	361.4346	2409.3	524.2354	21.95913	412.7272	17.98159	4066.475	25604.18	-1929.522	5946.257	7875.779	23692.639	2020.422	239.3172	723.8131	2571.958	5555.51	29248.148	25843.496	18652.96	5039.678	-426.192	-468.1435	249.9657	261.38538	244.7299	16.655462	148.0773	148.0773	1.131988E-16	106.881836	10.229227	16.655462	1.131988E-16	123.53729	10.229227	24115.572	22764.041	1351.5304	13773.707	9.1856725E-15	9941.827	951.492	1351.5304	9.1856725E-15	11293.357	951.492
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	48.0	2.0	70412.5	28772.35	8626.39	2278.763	2423.865	42101.367	11671.392	1122.9471	2486.2358	4773.446	20054.02	22047.348	381.3612	378.2748	2132.371	513.4847	21.95913	412.7271	17.98159	3840.178	25887.525	-1717.2681	5943.397	7660.665	24188.238	2087.323	227.2184	698.1401	2571.9578	5584.64	29772.879	26114.744	18818.39	5369.848	-438.4628	-481.6221	257.1626	258.3546	245.82562	12.528978	151.884	151.884	1.1333821E-16	103.238754	9.297136	12.528978	1.1333821E-16	115.76774	9.297136	23882.643	22865.96	1016.68115	14127.795	9.196985E-15	9602.96	864.7917	1016.68115	9.196985E-15	10619.642	864.7917
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	49.0	2.0	70650.0	28906.59	9190.992	2163.734	2436.148	42697.465	11795.172	1062.0094	2648.962	4838.08	20344.223	22353.242	423.5377	395.8487	1828.335	516.7975	21.95913	412.7271	17.98159	3599.205	25952.447	-1367.7515	5952.75	7320.5015	24602.678	2159.692	212.5279	675.4806	2571.9575	5619.658	30222.336	26164.975	19045.23	5557.445	-444.8078	-488.5916	260.884	258.10995	248.43768	9.67229	155.61917	155.61917	1.1318597E-16	100.43533	7.616818	9.67229	1.1318597E-16	110.10763	7.616818	23893.799	23108.928	784.8713	14475.2295	9.184631E-15	9342.193	708.4935	784.8713	9.184631E-15	10127.064	708.4935
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	50.0	2.0	70930.0	29081.91	9905.487	2230.935	2424.107	43642.438	11947.872	1082.9026	2854.8882	4913.295	20798.957	22843.48	504.9811	412.0343	1575.788	510.5287	21.95913	412.7271	17.98159	3438.018	26281.498	-968.2754	5963.885	6932.16	25331.205	2238.081	172.4214	653.3737	2571.9583	5635.834	30967.04	26453.92	19305.46	6025.7446	-454.7501	-499.5126	266.7153	259.0842	250.97595	8.108237	160.587	160.587	1.1337671E-16	98.954414	8.565469	8.108237	1.1337671E-16	107.06265	8.565469	24002.984	23345.031	657.95404	14937.322	9.200109E-15	9204.443	796.7342	657.95404	9.200109E-15	9862.397	796.7342
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	51.0	2.0	71712.5	28914.56	10584.46	2297.251	2406.427	44202.7	11912.711	1137.1179	3050.5781	4967.238	21067.645	23135.055	564.8411	421.3477	1300.333	511.805	21.95913	412.7271	17.98159	3233.013	26368.068	-542.853	5981.777	6524.63	25843.197	2316.392	171.6261	630.3347	2571.9573	5690.311	31533.508	26539.695	19508.85	6334.351	-460.6247	-505.9655	270.1608	261.04617	253.07793	7.9682336	165.84718	165.84718	1.1294946E-16	98.094635	10.863882	7.9682336	1.1294946E-16	106.06287	10.863882	24187.143	23540.55	646.59326	15426.608	9.1654394E-15	9124.468	1010.52563	646.59326	9.1654394E-15	9771.062	1010.52563
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	52.0	2.0	71329.0	28696.98	11358.3	2345.327	2425.581	44826.188	11887.533	1159.2909	3273.608	4990.641	21311.072	23515.115	821.6682	438.3664	1096.052	489.527	21.95913	412.7271	17.98159	3280.301	26795.416	-69.61719	6007.1963	6076.8135	26743.781	2395.427	172.0136	619.6042	2571.9578	5759.002	32502.783	26967.43	19611.41	7132.371	-465.947	-511.8117	273.2824	263.77908	255.25685	8.52223	172.88899	172.88899	1.1257229E-16	97.494675	15.126831	8.52223	1.1257229E-16	106.01691	15.126831	24434.773	23743.227	691.5481	16081.616	9.134834E-15	9068.662	1407.0525	691.5481	9.134834E-15	9760.21	1407.0525
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	53.0	2.0	69185.0	28543.34	12172.02	2399.644	2445.691	45560.695	11902.722	1187.6167	3508.1328	4961.549	21560.02	24000.676	952.7762	451.6514	886.2307	501.3798	21.95913	412.7271	17.98159	3226.724	27227.4	384.53076	6025.245	5640.7144	27629.912	2474.998	174.2595	602.398	2571.958	5823.613	33453.523	27401.66	19528.31	8101.6035	-471.3901	-517.7905	276.4748	271.4946	261.9959	9.498702	180.12856	180.12854	1.1316282E-16	97.0049	15.137546	9.498702	1.1316282E-16	106.5036	15.137546	25140.86	24370.072	770.7853	16755.018	9.182753E-15	9023.1045	1408.0491	770.7853	9.182753E-15	9793.89	1408.0491
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	54.0	2.0	67446.0	28337.79	13211.91	2336.042	2457.583	46343.324	11860.834	1244.2524	3807.8398	4947.471	21860.398	24482.926	1111.734	465.2843	742.0009	536.593	21.95913	412.7271	17.98159	3290.299	27773.225	806.6582	6028.0874	5221.429	28597.865	2555.952	176.186	592.6123	2571.9578	5896.708	34494.574	27949.41	19497.41	9100.451	-477.9576	-525.0044	280.3267	278.3612	267.5264	10.834815	188.57681	188.57681	1.1283499E-16	95.53981	16.590244	10.834815	1.1283499E-16	106.374626	16.590244	25763.707	24884.502	879.20593	17540.85	9.156151E-15	8886.827	1543.1747	879.20593	9.156151E-15	9766.033	1543.1747
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	55.0	2.0	64931.5	27416.51	14422.94	2439.429	2460.224	46739.1	11459.0	1164.3771	4156.876	4958.467	21738.72	25000.38	1336.818	483.04	578.3379	705.901	21.95913	412.7271	17.98159	3538.783	28539.164	1191.2114	6015.0737	4823.8623	29748.357	2638.552	127.7128	579.2983	2571.9578	5917.521	35665.88	28666.877	19557.3	10191.057	-475.2972	-522.0822	278.7664	285.89487	273.595	12.299851	196.34395	196.34395	1.1244377E-16	93.69137	16.440308	12.299851	1.1244377E-16	105.99122	16.440308	26447.074	25448.986	998.0884	18263.326	9.124404E-15	8714.891	1529.228	998.0884	9.124404E-15	9712.979	1529.228
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	56.0	2.0	62744.5	26314.38	15038.61	2385.996	2459.805	46198.793	11067.517	1187.4662	4334.319	4997.164	21586.465	24612.328	1746.79	491.9066	464.342	947.956	21.95913	412.7271	17.98159	4085.681	28698.01	1597.6123	5981.8604	4384.248	30313.604	2724.414	128.6947	573.8411	2571.958	5998.908	36312.51	28826.705	19714.71	10598.886	-471.9682	-518.4255	276.8139	293.4789	280.16675	13.312165	204.62491	204.6249	1.1206172E-16	91.620804	16.078974	13.312165	1.1206172E-16	104.93297	16.078974	27140.504	26060.27	1080.2339	19033.594	9.093402E-15	8522.293	1495.6179	1080.2339	9.093402E-15	9602.526	1495.6179
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	57.0	2.0	60216.5	22320.94	15671.47	2203.222	2454.583	42650.215	9203.942	1137.6909	4516.718	5053.73	19912.082	22738.133	4053.643	480.692	369.8337	758.4219	21.95913	412.7271	17.98159	6097.277	28835.41	1975.2771	5936.3813	3961.1042	30828.668	2813.993	129.9187	581.8658	2571.9573	6097.736	36926.402	28965.328	19938.54	10890.129	-435.3594	-478.2132	255.3425	300.28906	285.79028	14.4987545	211.41415	211.41415	1.1131552E-16	89.981674	15.6055355	14.4987545	1.1131552E-16	104.48043	15.6055355	27759.879	26583.357	1176.5214	19665.111	9.032851E-15	8369.825	1451.5801	1176.5214	9.032851E-15	9546.347	1451.5801
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	58.0	2.0	58793.5	19712.6	15430.11	2058.388	2446.956	39648.055	8227.761	1151.8762	4447.157	5148.935	18975.729	20672.326	5354.717	463.3678	294.8249	677.0842	21.95913	412.7271	17.98159	7224.68	27897.006	2347.5696	5896.7183	3549.1487	30262.557	2905.504	130.654	576.8687	2571.9573	6184.984	36447.54	28027.66	20305.41	9957.15	-414.8868	-455.7255	243.3351	307.0237	290.80664	16.2171	217.84444	217.84444	1.1138753E-16	88.80846	15.846264	16.2171	1.1138753E-16	105.02556	15.846264	28365.918	27049.96	1315.9589	20263.236	9.0386945E-15	8260.696	1473.9719	1315.9589	9.0386945E-15	9576.654	1473.9719
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	59.0	2.0	58373.0	17332.8	15055.35	2194.753	2444.079	37026.984	7289.8364	1379.9857	4339.144	5215.108	18224.074	18802.91	6500.919	466.5337	228.9853	583.1287	21.95913	412.7271	17.98159	8214.254	27017.164	2684.876	5856.2695	3171.3936	29720.021	3002.909	130.8783	579.2791	2571.958	6285.024	36005.047	27148.043	20586.41	9133.611	-398.4526	-437.6736	233.6963	311.07562	294.22028	16.855349	223.3915	223.39148	1.1003766E-16	87.043274	16.214478	16.855349	1.1003766E-16	103.89863	16.214478	28735.24	27367.488	1367.7504	20779.205	8.929157E-15	8096.505	1508.2222	1367.7504	8.929157E-15	9464.255	1508.2222
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	60.0	2.0	54157.0	15277.23	14035.57	1958.629	2443.401	33714.832	5707.9893	361.635	4045.23	5246.877	15361.731	18353.102	9174.519	464.7938	189.5999	327.7163	21.95913	412.7271	17.98159	10591.32	28944.422	3020.779	5831.9766	2811.1975	31983.184	3099.525	112.9493	588.045	2571.958	6372.477	38355.66	29057.371	20750.12	11233.057	-335.8701	-368.9309	196.9911	315.5998	298.7936	16.806166	229.19122	229.19122	1.1006063E-16	85.63185	16.029465	16.806166	1.1006063E-16	102.43802	16.029465	29156.645	27792.885	1363.7593	21318.682	8.931021E-15	7965.2183	1491.0127	1363.7593	8.931021E-15	9328.978	1491.0127
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	61.0	2.0	51484.0	8029.527	13277.94	1242.435	2446.333	24996.234	3621.038	209.76556	3826.873	5277.815	12935.491	12060.743	12411.95	412.7719	148.9789	17.43546	21.95913	412.7271	17.98159	13425.83	25486.574	3356.7302	5806.428	2449.698	28861.285	3212.075	113.6454	589.6093	2571.9575	6487.288	35348.574	25600.219	20902.76	7958.5273	-282.8227	-310.6618	165.8782	319.06808	302.57117	16.496916	233.58202	233.58202	1.0949819E-16	84.08319	15.094023	16.496916	1.0949819E-16	100.5801	15.094023	29482.928	28144.264	1338.6649	21727.1	8.8853815E-15	7821.166	1404.0007	1338.6649	8.8853815E-15	9159.831	1404.0007
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	62.0	2.0	49800.5	3449.552	11709.41	994.749	2452.197	18605.908	1427.5293	192.6379	3374.802	5322.048	10317.017	8288.892	13951.9	382.2025	126.9808	14.33385	21.95913	412.7271	17.98159	14910.1	23198.992	3656.5774	5794.1064	2137.529	26873.55	3338.684	114.1222	599.9787	2571.9583	6624.742	33498.293	23313.115	21092.97	5780.578	-225.5721	-247.7759	132.3002	322.27216	306.4949	15.777223	238.37389	238.37389	1.0916814E-16	82.409386	14.288364	15.777223	1.0916814E-16	98.18661	14.288364	29789.502	28509.236	1280.2644	22172.824	8.858599E-15	7665.474	1329.0608	1280.2644	8.858599E-15	8945.738	1329.0608
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	63.0	2.0	48914.5	2109.805	8213.736	986.5496	2442.192	13752.283	836.11316	144.99347	2367.304	5359.0	8707.41	5044.873	14186.23	395.2625	104.1064	8.936792	21.95913	412.7272	17.98159	15129.22	20174.094	3931.1616	5769.6064	1838.445	24123.236	3479.07	114.3863	604.9231	2571.958	6770.337	30893.574	20288.48	21256.38	2866.8564	-190.3795	-209.1192	111.6594	325.88602	311.06418	14.821839	244.66905	244.66904	1.09147706E-16	80.76239	14.367274	14.821839	1.09147706E-16	95.584236	14.367274	30136.994	28934.256	1202.7385	22758.38	8.856941E-15	7512.2754	1336.4008	1202.7385	8.856941E-15	8715.014	1336.4008
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	64.0	2.0	46710.0	1503.274	7307.482	695.2253	2469.084	11975.065	602.24286	86.20255	2106.1099	5414.852	8209.407	3765.6582	14161.82	416.392	84.75847	7.929367	21.95913	412.7271	17.98159	15105.59	18871.248	4175.323	5743.056	1567.7329	23064.553	3634.763	115.0869	608.7904	2571.9575	6930.598	29995.15	18986.334	21473.57	1590.982	-179.4912	-197.159	105.2733	328.893	314.0929	14.800111	250.04362	250.04362	1.0854253E-16	78.77771	14.728449	14.800111	1.0854253E-16	93.57782	14.728449	30416.953	29215.979	1200.9753	23258.309	8.807832E-15	7327.6665	1369.9961	1200.9753	8.807832E-15	8528.642	1369.9961
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	65.0	2.0	47717.0	1106.656	6469.249	783.0135	2498.727	10857.6455	408.42188	100.61869	1864.5205	5495.258	7868.819	2988.8267	14085.94	443.2604	71.27757	6.894683	21.95913	412.7271	17.98159	15042.06	18030.887	4421.379	5730.131	1308.7518	22470.246	3803.312	109.0124	615.0208	2571.9583	7099.303	29569.549	18139.898	21772.4	697.8453	-172.0445	-188.9794	100.9057	332.95737	317.75977	15.197597	250.39482	250.39482	1.08447084E-16	77.22202	9.857077	15.197597	1.08447084E-16	92.41962	9.857077	30790.29	29557.059	1233.2299	23290.977	8.800088E-15	7182.961	916.87573	1233.2299	8.800088E-15	8416.19	916.87573
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	66.0	2.0	48053.5	506.6064	5973.103	709.0254	2518.401	9707.136	164.64348	153.52571	1721.5249	5551.223	7590.917	2116.2188	14060.09	453.3652	70.758	3.759203	21.95913	412.7271	17.98159	15022.66	17138.879	4599.615	5713.9146	1114.2992	21756.477	3982.335	108.946	617.1449	2571.958	7280.384	29036.86	17247.824	21988.56	-232.0852	-165.9684	-182.3052	97.34206	336.63315	321.24893	15.384214	256.5892	256.58923	1.07945574E-16	75.48262	10.822912	15.384214	1.07945574E-16	90.86684	10.822912	31129.984	29881.611	1248.3733	23867.16	8.759392E-15	7021.167	1006.71484	1248.3733	8.759392E-15	8269.54	1006.71484
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	67.0	2.0	49626.5	352.0731	5860.774	680.2574	2524.881	9417.985	111.2752	78.26913	1689.1504	5584.523	7463.218	1954.7676	14054.93	495.6236	63.18971	1.884412	21.95913	412.7271	17.98159	15050.32	17005.088	4738.154	5679.4756	941.3216	21761.223	4172.346	108.6479	629.0513	2571.9578	7482.003	29243.227	17113.736	22130.75	-369.52625	-163.1764	-179.2384	95.70452	338.49664	323.67615	14.820487	261.55185	261.55185	1.0712055E-16	73.67987	11.555559	14.820487	1.0712055E-16	88.50036	11.555559	31310.014	30107.385	1202.6288	24328.768	8.692444E-15	6853.4805	1074.8634	1202.6288	8.692444E-15	8056.1094	1074.8634
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	68.0	2.0	49961.5	318.8212	6037.26	396.5119	2536.323	9288.916	107.3617	44.379356	1740.0157	5603.31	7495.067	1793.8491	13787.69	524.6077	58.5957	1.715786	21.95913	412.7271	17.98159	14807.3	16601.148	4832.4194	5624.8335	792.4139	21451.549	4369.75	108.5869	633.8563	2571.9575	7684.151	29135.7	16709.734	22219.96	-768.41113	-163.8728	-180.0033	96.11293	338.83817	324.83057	14.007602	263.8902	263.8902	1.07122834E-16	72.15278	11.212413	14.007602	1.07122834E-16	86.16038	11.212413	31351.43	30214.764	1136.666	24546.273	8.69263E-15	6711.435	1042.945	1136.666	8.69263E-15	7848.101	1042.945
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	69.0	2.0	41342.0	281.2144	6323.795	380.8861	2555.182	9541.077	88.92054	66.744026	1822.599	5588.075	7566.339	1974.7383	13456.81	567.5302	61.48159	2.321513	21.95913	412.7271	17.98159	14522.83	16497.568	4921.9346	5600.2866	678.3521	21437.484	4577.793	110.4727	642.8	2571.958	7903.023	29340.508	16608.041	22191.3	-753.8152	-165.431	-181.7149	97.02689	338.115	326.03992	12.075056	265.33453	265.33453	1.07152844E-16	70.69397	9.988564	12.075056	1.07152844E-16	82.76902	9.988564	31307.104	30327.256	979.84705	24680.621	8.695065E-15	6575.74	929.10626	979.84705	8.695065E-15	7555.5874	929.10626
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	70.0	2.0	34291.5	255.135	6785.497	312.4775	2577.19	9930.3	89.09841	74.495575	1955.6671	5518.07	7637.331	2292.9688	13743.54	617.0874	60.5465	0.7629429	21.95913	412.7271	17.98159	14856.62	17149.59	4972.3823	5567.271	594.8888	22139.953	4805.205	111.7592	662.2634	2571.9575	8151.186	30291.139	17261.35	21979.04	160.91248	-166.9832	-183.4199	97.93727	335.00467	324.733	10.27164	264.99335	264.99338	1.0541923E-16	68.63141	8.89175	10.27164	1.0541923E-16	78.903046	8.89175	31039.197	30205.691	833.5064	24648.889	8.554388E-15	6383.8877	827.084	833.5064	8.554388E-15	7217.3945	827.084
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	71.0	2.0	44093.0	21.94102	7398.064	385.0971	2600.296	10405.398	6.5906286	79.42926	2132.216	5440.46	7658.696	2746.7026	13928.41	661.2608	53.1696	0.6416194	21.95913	412.7271	17.98159	15078.17	17824.873	5037.0605	5583.2065	546.146	22879.914	5005.814	109.0433	677.7501	2571.958	8364.565	31244.48	17933.916	21740.12	1139.7949	-167.4503	-183.933	98.21124	332.25748	323.6723	8.585175	264.34576	264.3458	1.05111025E-16	67.09753	7.770994	8.585175	1.05111025E-16	75.6827	7.770994	30803.682	30107.027	696.6558	24588.652	8.529379E-15	6241.211	722.83453	696.6558	8.529379E-15	6937.8667	722.83453
