version	doi	BK1	BK2	CR1	D1	D2	D3	D4	D5	D6	D7	PD1	PD2	PD3	PD4	PD5	gruppeTR	filter_fp	wwwfpRES	wmob	tp	gs	RR_GS	ns	RR_NS	Regular	RR_RS	breakoff	dog	don	DogRR	DonRR	do	DoRR	mm	multim	dur1m	Home	smph	mobility	PRE_1	mob2	male	PRE_2	abbs12	v0tr	v6tr	v99tr	v99u6tr	a50p	re1	sowie1	tnf1	IAsmhs
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	3	1	4	1	1	3	24	0	1	2	1	31	670	6	24	3	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.166666666666666	0	0	3	0.3043478316275421	2	0	0.27996609095569863	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	3	1	3	1	1	3	40	0	2	1	1	31	1013	6	24	1	1	0.9419391718489608	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.883333333333333	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	1	1	3	28	0	2	1	1	31	1079	0	24	0	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.983333333333334	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	2	1	1	3	30	0	3	3	1	31	756	3	24	0	1	0.8265559013543143	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.6	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	1	23	0	1	2	1	31	783	3	24	0	1	1.289240172428941	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	13.05	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	4	1	0	3	23	0	1	1	1	31	948	9	24	0	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.8	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	1	1	1	47	0	1	2	1	31	1024	10	24	0	0	1.3916830976102594	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	17.066666666666666	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1		1	1	3	24	0	1	2	1	31	2286	1	24	0	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	38.1	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2			3		0	3	3	1	31	570	24	24	2	1	0.9884240931424767	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.5	0	0	3	0.29896908055908744	2		0.31981835114092155	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	1	1	3	26	0	2	2	1	31	1140	0	24	0	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	19.0	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	0	3	23	0	3	1	1	31	1021	6	24	3	1	0.964762294499057	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.016666666666666	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	0	3	21	1	2	2	1	31	890	2	24	3	1	0.9123720013698119	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.833333333333334	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	1	1	3	33	0	2	2	1	31	1014	0	24	2	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.9	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	3	1	1	3	22	0	1	2	1	31	749	11	24	2	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.483333333333333	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	3	31	1	2	2	1	31	612	1	24	3	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	10.2	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	3	30	0	3	3	1	31	1764	4	24	0	1	1.1879259439681802	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	29.4	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	2	1	1	39	0	1	2	1	31	909	4	24	1	1	1.9129423176653315	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	15.15	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	2	1	1	3	30	0	2	3	1	31	658	2	24	1	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	10.966666666666667	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	1	1	0	3	23	0	2	2	1	31	1919	0	24	0	1	0.6348261571285834	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	31.983333333333334	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	1	1	3	34	0	3	2	1	31	782	5	24	2	1	0.8265559013543143	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.033333333333333	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	2	2	1	3	23	0	2	1	1	31	917	1	24	0	1	0.9123720013698119	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.283333333333333	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	1	1	1	3	24	0	2	2	1	31	827	1	24	2	1	0.6348261571285834	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.783333333333333	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	3	1	2	2	1	3	20	0	1	2	1	31	681	4	24	3	1	1.289240172428941	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.35	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	1	38	1	1	1	1	31	455	1	24	0	1	1.9129423176653315	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	7.583333333333333	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	1	1	1	3	34	0	2	2	1	31	1645	0	24	3	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	27.416666666666668	0	0	3	0.3043478316275421	2	0	0.27996609095569863	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1		1	0	3	20	1	3	1	1	31	1708	1	24	1	1	0.6712791920837824	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	28.466666666666665	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	1	1	3	30	0	2	3	1	31	1046	0	24	1	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.433333333333334	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	2	1	3	32	0	1	2	2	31	1278	0	24	2	1	1.5874603076497473	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	21.3	0	0	3	0.29896908055908744	2	1	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	1	1	4	29	0	2	2	2	31	836	15	24	2	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	13.933333333333334	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	1	1	3	28	0	1	2	2	31	652	2	24	2	1	1.104550912551482	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	10.866666666666667	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	2	2	0	3	26	0	2	2	2	31	1277	0	24	2	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	21.283333333333335	0	0	3	0.29896908055908744	2	1	0.31981835114092155	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	5	2	1	3	30	0	3	2	2	31	397	5	24	0	0	1.1879259439681802	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	6.616666666666666	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	3	26	0	3	2	2	32		3	24	2	1	1.1879259439681802	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0		0	0	3	0.29896908055908744	2	1	0.31981835114092155	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	4	2	0	4	27	1	3	2	2	31	1034	0	24	1	1	1.1879259439681802	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	17.233333333333334	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	4	2	0	3	26	1	3	2	2	31	540	4	24	1	1	1.1879259439681802	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.0	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	1	52	1	1	2	2	31	1056	23	24	3	1	2.000126615422415	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	17.6	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	2	1	3	40	0	1	3	2	31	738	0	24	1	1	1.9129423176653315	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.3	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	3		0	2	3	2	31	571	43	24	3	0	1.1370415057800287	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.516666666666667	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	1	35	0	1	2	2	31	894	1	24	1	1	1.5874603076497473	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	14.9	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	1	1	0	3	19	1	1	2	2	31	527	2	24	1	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	8.783333333333333	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	2	2	1	3	32	0	2	2	2	31	998	0	24	1	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.633333333333333	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1		2	1	3	40	0	1	2	2	31	1076	1	24	2	1	1.9129423176653315	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.933333333333334	0	0	3	0.29896908055908744	2	1	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	1	1	1	36	1	1	2	2	31	644	1	24	2	1	1.104550912551482	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	10.733333333333333	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	2	2	0	1	30	0	3	2	2	31	737	2	24	0	1	1.1879259439681802	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	12.283333333333333	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	1	1	1	21	0	1	2	2	31	580	8	24	1	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	9.666666666666666	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	2	2	1	3	25	0	2	2	2	31	1122	0	24	1	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.7	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	2	1	3	40	0	1	3	2	31	958	14	24	1	1	1.9129423176653315	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.966666666666667	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	3	1	2	2	1	3	23	0	2	2	2	31	768	2	24	0	1	0.9123720013698119	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.8	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	2	1	5	2	1	4	24	0	3	1	2	31	917	26	24	3	0	0.964762294499057	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	15.283333333333333	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	3	2	1	3	26	0	2	2	2	31	660	3	24	0	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.0	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1		1	1	1	37	0	1	2	2	32		1	24	0	1	1.331020481238881	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1		0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4		1	1	39	0	1	2	2	31	841	23	24	3	1	1.5726080952942594	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	14.016666666666667	0	0	3	0.3043478316275421	2		0.27996609095569863	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	1	2	1	3	38	0	2	1	2	31	834	10	24	3	1	1.3537547527588554	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.9	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	2	1	3	33	0	2	3	2	31	829	15	24	2	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.816666666666666	0	0	3	0.29896908055908744	2	1	0.31981835114092155	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	2	1	1	48	0	1	2	2	31	855	6	24	0	1	2.000126615422415	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	14.25	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	2	1	1	1	47	0	1	2	2	31	705	0	24	1	1	1.3916830976102594	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	11.75	0	0	3	0.35576923082254774	2	0	0.3375823494039252	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	2	1	1	3	19	0	1	2	2	31	1823	0	24	3	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	30.383333333333333	0	0	3	0.3043478316275421	2	0	0.27996609095569863	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	2	1	3	25	0	2	2	2	31	670	0	24	1	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.166666666666666	0	0	3	0.35576923082254774	2	1	0.3375823494039252	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	1	1	1	25	0	1	2	2	31	659	0	24	2	1	1.104550912551482	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	10.983333333333333	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	3	1	2	1	1	3	22	0	2	2	2	31	727	2	24	2	1	0.6348261571285834	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.116666666666667	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	1	1	0	3	25	0	2	1	2	31	1020	2	24	0	1	0.7816707454909783	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.0	0	0	3	0.34653465360207725	2	0	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	2	1	3	25	0	1	2	2	31	528	4	24	3	1	1.5874603076497473	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	8.8	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	3	1	1	3	22	0	1	2	2	31	661	11	24	2	1	0.8970500881768257	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.016666666666667	0	0	3	0.29896908055908744	2	0	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1		2	1	1	26	0	1	2	2	31	991	0	24	2	1	1.5874603076497473	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	16.516666666666666	0	0	3	0.29896908055908744	2	1	0.31981835114092155	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	6	1	2	2	0	3	25	1	2	2	2	31	760	4	24	0	1	1.1234170086841333	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.666666666666666	0	0	3	0.34653465360207725	2	1	0.3674472795386249	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	7	1	4	2	1	3	33	0	1	2	2	31	1698	0	24	3	1	1.5874603076497473	1.0194174757281553	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	28.3	0	0	3	0.3043478316275421	2	1	0.27996609095569863	0	0	0	0	1	1	1	0	0	0
