version	doi	court_source	court_target	year_source	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1993"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1994"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1995"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1996"	25.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1997"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1998"	23.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1999"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2000"	52.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2001"	40.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2002"	51.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2003"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2004"	50.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2005"	47.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2006"	66.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2007"	28.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2008"	52.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2009"	70.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2010"	35.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2011"	40.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2012"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2013"	41.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2014"	34.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2015"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2016"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2017"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2018"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"2012"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"2013"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"1972"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1951"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1952"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1953"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1954"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1956"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1957"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1958"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1959"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1960"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1961"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1962"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1964"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1965"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1966"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1968"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1971"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1972"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1973"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1975"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1976"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1977"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1979"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1980"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1981"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1982"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1983"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1987"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1988"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1989"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1990"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1993"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1996"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1997"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1999"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2002"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2013"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1971"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1978"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1979"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1980"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1981"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1982"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1983"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1984"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1985"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1986"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1988"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1989"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1990"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1991"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1993"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1994"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1996"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1997"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1998"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1999"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2000"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2001"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2002"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2003"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2004"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2005"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2006"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2007"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2008"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2009"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2010"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2011"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2012"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2013"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2014"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2016"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2017"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"2018"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1964"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1975"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1978"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1979"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1982"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1996"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1997"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"1999"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2000"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2001"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2002"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2003"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2006"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2009"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2010"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2013"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2014"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"PRT"	"2015"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1981"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1982"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1984"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1985"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1986"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1987"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1988"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1989"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1990"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1992"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1994"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1996"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1997"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"1999"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"2003"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"PRT"	"2005"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1973"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1975"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1977"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1982"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1983"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1985"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1989"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1991"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"1995"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"PRT"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"PRT"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1957"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1958"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1959"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1960"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1961"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1962"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1963"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1967"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1972"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1974"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1975"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1976"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1980"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1981"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1982"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1984"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1985"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1991"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"2006"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"PRT"	"2017"	1.0
