version	doi	court_source	court_target	year_source	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2000"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2004"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2009"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2011"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"2017"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1964"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1976"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1977"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1978"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1979"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1980"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1987"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1990"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"1999"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2004"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2006"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2008"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2009"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2010"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2011"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2012"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2013"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2014"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BUL"	"2017"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"BUL"	"2017"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"BUL"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1971"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1972"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1977"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1978"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1982"	23.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1986"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1987"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1990"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1991"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1992"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1993"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1994"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1995"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1996"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1997"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1998"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1999"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2000"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2001"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2002"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2003"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2004"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2005"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2006"	44.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2007"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2008"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2009"	23.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2010"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2011"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2012"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2013"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2014"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2015"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2016"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2017"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2018"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"1954"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"1965"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"1987"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"1988"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"1989"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"2006"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"CZE"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1961"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1964"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1967"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1968"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1969"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1970"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1971"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1975"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1976"	23.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1977"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1978"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1979"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1980"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1981"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1982"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1983"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1984"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1985"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1986"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1987"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1988"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1989"	52.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1990"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1991"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1992"	50.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1993"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1994"	139.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1995"	42.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1996"	66.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1997"	95.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1998"	62.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"1999"	75.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2000"	164.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2001"	137.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2002"	123.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2003"	93.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2004"	344.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2005"	172.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2006"	145.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2007"	124.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2008"	128.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2009"	146.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2010"	207.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2011"	204.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2012"	106.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2013"	68.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2014"	50.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2015"	67.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2016"	45.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2017"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"CZE"	"2018"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1964"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1968"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1979"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1982"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1986"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1987"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1988"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1989"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"1996"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2003"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2006"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2010"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2011"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"CZE"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"CZE"	"1989"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SLV"	"CZE"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SLV"	"CZE"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"1965"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"1972"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"DEU"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"DEU"	"2006"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"DEU"	"2008"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"DEU"	"2009"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"DEU"	"2012"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1970"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1971"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1976"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1978"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1979"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1980"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1981"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1982"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1983"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1984"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1985"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1986"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1987"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1988"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1989"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1990"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1991"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1992"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1993"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1994"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1995"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1996"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1997"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1998"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"1999"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2000"	39.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2001"	46.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2002"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2003"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2004"	46.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2005"	42.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2006"	35.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2007"	45.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2008"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2009"	47.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2010"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2011"	42.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2012"	57.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2013"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2014"	22.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2015"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2016"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2017"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"DEU"	"2018"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1958"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1960"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1964"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1966"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1968"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1969"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1970"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1971"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1972"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1973"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1974"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1975"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1976"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1977"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1978"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1979"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1980"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1981"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1982"	58.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1983"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1984"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1985"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1986"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1987"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1988"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1989"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1990"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1991"	23.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1992"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1993"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1994"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1995"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1996"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1997"	37.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1998"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"1999"	22.0
