version	doi	A1	A2	A3	A4a	A4b	A4c	A5a	A5b	C01	C02	C03	C04	age	D02	D03	D04	D05	D06	D07a	D08	D09	D11	D14	D15	D16	D19	D20	Q01	Q02	Q03	Q04a	Q04b	Q04c	Q04d	Q04e	Q04f	Q04g	Q05a	Q05b	Q05c	Q05d	Q05e	Q06a	Q06b	Q06c	Q06d	Q07	Q08	Q09	Q10a	Q10b	Q11	Q12LH_a	Q12LH_b	Q12LH_d	Q13a	Q13b	Q14a	Q14b	Q15a	Q15b	Q15c	Q15d	Q15e	Q15f	Q16a	Q16b	Q16c	Q16d	Q16e	Q16f	Q17a	Q17b	Q17c	Q17d	Q17e	Q17f	Q18	Q21	Q22a	Q22b	Q22c	Q22d
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	53	315	1	11	21	2017	0.93965	0.9965086549863186	2	9	9	1	7	2	2	1	2	7	9	9	17	5	1	1	44	1	2	3	3	3	1	1	5	1	5	2	1	1	1	3	4	2	4	3	1	1	1	1	4	5	99	3	1	1	2	1	1	2	5	5	3	0	4	4	3	8	4	0	3	5	6	5	5	8	4	4	4	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	54	315	1	11	22	2017	2.59618	2.555830211799104	1	2	2	9	4	2	2	1	2	8	9	9	12	2	1	5	44	1	5	3	3	4	1	2	5	5	5	5	2	1	1	8	5	1	4	4	1	2	1	4	7	1	1	3	1	5	2	1	1	5	5	97	3	3	3	7	9	1	7	2	1	7	1	5	9	9	5	5	5	5	1	1	9	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	55	315	1	11	4	2017	0.61765	0.6550242864388865	2	9	9	1	4	2	3	1	2	1	4	2	20	1	1	5	44	1	3	2	4	1	1	2	4	2	1	5	4	1	7	3	4	1	4	3	1	4	3	5	4	1	2	2	1	2	2	1	8	5	5	4	7	5	6	9	2	6	9	3	5	8	2	4	9	10	5	7	4	5	4	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	56	315	1	11	22	2017	1.11486	1.1823206929154975	1	2	2	9	2	2	2	1	2	2	2	2	15	3	1	1	996	1	4	4	4	4	1	2	5	2	1	1	5	1	1	5	1	1	4	3	1	1	2	5	7	5	99	3	1	2	2	1	3	4	5	5	10	6	3	2	98	5	10	7	1	6	1	4	9	8	98	8	98	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	57	13	1	11	22	2017	0.87547	0.9284450935783242	2	9	9	1	6	2	2	1	2	1	3	2	16	5	1	5	44	1	3	3	4	4	1	4	2	3	3	2	3	2	2	4	1	2	2	3	1	1	2	1	2	1	2	3	1	2	1	1	2	3	3	5	7	2	3	2	6	6	7	3	2	4	6	5	5	7	3	5	5	5	2	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	58	43	2	11	29	2017	0.71727	0.760672338596325	2	9	9	1	5	1	2	1	2	1	1	2	13	7	1	5	44	3	2	2	3	1	1	1	4	3	3	1	3	2	2	3	2	1	3	3	1	1	2	2	3	5	99	3	1	3	2	1	2	4	4	5	5	7	2	5	2	3	6	8	3	3	0	3	6	8	2	5	2	6	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	59	12	2	11	22	2017	0.48529	0.514655121777588	1	1	2	9	4	1	2	1	2	1	1	2	11	3	1	5	44	2	2	2	2	2	1	2	2	2	3	2	1	2	2	2	2	2	2	1	1	2	3	1	3	5	99	3	1	2	2	1	2	2	3	5	8	6	4	5	5	5	8	5	5	5	5	4	7	7	3	6	3	6	2	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	60	12	2	11	22	2017	0.72439	0.7682231730809762	2	9	9	1	1	2	2	4	2	1	1	1	9	2	1	1	44	3	1	1	2	2	1	2	2	2	2	2	2	2	3	3	2	3	2	2	1	2	2	3	3	1	2	3	1	2	2	6	99	3	4	3	7	5	5	5	5	4	7	6	5	5	5	4	6	7	4	6	4	6	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	61	51	1	10	29	2017	0.95642	1.0142934154227796	2	9	9	3	7	1	2	2	2	7	9	9	77	4	1	5	44	1	1	3	3	1	1	1	5	1	1	1	2	1	1	4	1	1	1	1	1	1	1	5	4	1	3	3	1	3	2	1	3	5	5	2	4	9	0	3	2	2	4	8	0	4	1	2	4	6	1	3	2	6	1	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	62	315	1	10	24	2017	1.11708	1.1846750261396444	2	9	9	1	4	1	2	1	1	1	2	3	13	1	1	5	44	1	2	3	2	1	1	4	2	1	4	3	5	3	4	8	2	4	4	4	1	3	3	1	2	1	1	3	1	1	1	1	1	5	5	8	5	0	3	2	2	7	6	2	4	2	2	5	5	10	7	98	98	6	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	63	315	1	11	27	2017	1.11131	1.1785558807777852	2	9	9	1	7	1	2	1	2	2	4	2	77	1	1	5	44	1	4	1	1	1	1	4	4	4	5	1	1	1	1	4	1	1	3	4	1	2	4	3	4	5	99	3	1	2	2	1	3	5	5	3	9	7	3	5	2	0	10	10	5	5	0	3	6	7	0	5	0	6	5	1	9	97	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	64	315	1	11	27	2017	0.64137	0.6801795945815732	1	2	2	9	5	1	2	1	7	2	1	1	13	3	1	5	44	2	2	2	2	1	1	4	3	4	2	3	2	1	1	3	2	1	4	4	1	2	2	2	7	1	2	2	1	2	2	1	97	5	5	1	9	7	1	4	5	5	9	6	1	3	2	3	9	9	2	4	97	6	4	5	1	2	7
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	65	315	1	10	25	2017	1.2849	1.3626498917596135	2	9	9	1	5	2	2	1	2	2	4	2	17	3	1	5	44	1	4	3	4	4	1	2	4	1	4	4	2	3	1	4	2	4	4	3	1	1	4	4	4	1	2	4	1	2	8	1	8	4	5	3	8	5	2	5	8	0	8	2	97	5	8	4	9	9	2	6	98	6	4	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	66	63	2	11	28	2017	1.0855	1.151184105770924	2	9	9	1	4	2	2	1	2	2	1	3	17	5	1	5	44	1	3	3	3	2	1	2	4	2	2	1	2	1	1	3	2	1	4	4	1	1	2	2	3	1	3	3	1	2	2	1	3	4	4	3	9	8	2	3	1	1	10	7	1	1	1	2	6	8	1	3	1	6	4	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	67	37	1	11	24	2017	0.6662	0.7065120693363333	2	9	9	2	5	1	3	1	2	1	1	2	20	4	1	5	44	3	2	1	1	1	1	1	4	1	2	1	1	1	1	3	2	1	3	2	1	1	1	1	3	5	99	4	1	5	2	1	4	5	5	2	6	5	3	7	4	4	7	5	2	7	4	4	6	7	2	6	3	6	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	68	315	1	10	25	2017	1.0447	1.107915278948765	2	9	9	1	3	1	2	1	2	4	1	2	77	3	1	1	44	1	4	1	1	1	1	1	2	4	1	2	4	1	1	2	2	3	4	4	1	2	4	4	3	1	3	2	1	3	2	1	1	5	5	3	7	7	3	8	5	2	8	5	97	8	97	2	6	7	4	5	5	6	7	1	9	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	69	315	1	10	26	2017	0.30624	0.3923888706911487	1	2	1	9	3	1	3	4	2	1	1	2	20	3	1	5	44	4	1	2	1	1	1	4	2	4	3	2	5	3	1	2	3	4	4	2	1	2	4	4	3	77	99	2	1	2	2	1	1	5	5	4	7	5	5	2	98	3	7	5	2	3	5	2	6	6	2	5	3	6	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	70	13	1	11	23	2017	1.1688	1.239524627199499	2	9	9	1	4	2	2	1	1	2	4	2	15	2	1	5	44	3	4	3	2	3	1	2	4	1	2	1	1	1	1	5	1	1	2	2	1	1	1	1	4	1	3	3	1	3	2	5	99	5	4	5	5	8	1	4	2	4	6	8	1	3	2	3	7	7	2	6	2	6	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	71	11	1	11	17	2017	1.35234	1.4341707172715354	1	1	2	9	4	1	2	1	2	1	4	2	6	2	1	5	44	1	5	2	2	2	1	2	5	2	1	1	1	1	1	3	3	3	2	2	1	1	2	2	3	5	99	4	1	2	2	5	99	2	2	1	6	5	2	6	4	1	6	5	1	6	4	3	5	6	2	5	98	6	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	72	3	1	11	24	2017	0.19379	0.3923888706911487	1	2	1	9	5	2	2	3	2	1	1	2	20	1	1	1	44	2	1	2	1	2	1	2	5	1	3	1	3	1	5	3	5	1	4	4	1	2	1	1	4	5	99	3	1	97	2	8	99	3	5	5	3	3	5	0	3	5	5	0	3	3	5	7	6	10	3	3	3	7	1	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	73	315	1	11	6	2017	0.45023	0.47747362500344837	1	2	2	9	6	1	2	1	2	3	4	2	18	1	2	1	44	3	2	1	2	1	1	1	5	3	1	2	2	1	1	5	4	1	1	2	1	1	1	4	7	1	2	2	1	2	1	1	97	5	5	4	7	7	1	7	97	5	7	5	97	6	5	4	9	9	4	5	97	7	4	1	9	2	7
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	74	315	1	10	21	2017	1.3969	1.4814270634282856	1	1	2	9	2	1	2	4	2	1	2	2	17	1	1	1	44	1	3	1	1	1	1	4	4	2	4	1	2	1	1	5	1	1	4	4	1	1	2	2	4	1	3	4	1	3	1	6	99	4	5	0	5	7	0	1	0	2	3	6	0	4	0	1	7	8	1	4	5	7	1	1	9	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	75	63	2	11	25	2017	1.54882	1.6425398127131485	1	1	2	9	4	1	2	1	2	1	3	2	77	6	1	5	44	1	6	3	3	3	1	1	4	1	2	5	1	1	1	3	2	1	4	4	1	4	1	2	4	5	99	3	1	2	1	1	3	4	5	3	8	5	1	98	98	2	8	7	1	5	8	3	7	7	1	6	1	7	5	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	76	12	2	11	23	2017	0.69729	0.7394833395790028	1	1	2	9	7	1	1	1	2	7	9	9	8	1	1	5	44	4	2	2	2	2	1	2	2	3	2	2	3	3	2	4	1	1	3	3	1	2	2	2	3	5	99	3	1	2	2	1	1	2	2	3	6	4	3	2	3	3	6	5	2	4	2	4	7	8	3	6	4	7	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	77	37	1	11	24	2017	0.55062	0.5839382702161089	1	2	2	9	4	2	3	1	2	1	1	2	19	4	1	5	44	2	2	1	2	1	1	3	3	1	5	4	4	3	4	4	5	5	3	2	2	2	2	2	2	5	99	3	1	2	2	1	98	4	4	4	8	5	3	6	5	4	8	5	3	6	5	4	7	9	2	5	4	7	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	78	315	1	10	27	2017	0.81848	0.868006602387274	2	9	9	1	4	1	2	1	2	1	4	2	20	1	1	5	44	3	2	2	2	1	1	4	4	1	3	4	4	1	1	5	1	1	2	3	1	1	3	5	4	1	3	2	1	3	1	1	3	5	5	3	7	8	0	3	8	5	8	8	0	4	8	0	7	8	0	5	5	7	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	79	13	1	11	11	2017	0.32235	0.3923888706911487	2	9	9	1	5	1	2	1	2	1	1	1	19	3	1	5	44	1	4	1	2	2	1	2	3	3	2	1	2	1	1	5	2	1	1	1	1	1	2	1	4	5	99	4	1	8	2	1	3	5	5	0	7	7	1	2	2	2	5	7	1	4	2	1	6	7	1	5	2	7	4	5	1	8	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	80	13	1	11	16	2017	1.11377	1.1811647365126505	2	9	9	1	4	2	2	1	2	3	2	2	16	1	1	5	44	4	3	3	3	4	1	2	4	2	3	1	2	1	1	5	2	1	1	2	1	1	1	1	4	1	3	3	1	3	1	1	6	5	5	4	6	9	1	4	2	4	5	7	2	3	2	3	6	7	2	6	2	7	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	81	19	2	11	30	2017	1.24321	1.318437210626873	1	2	2	9	4	2	2	1	2	1	4	2	77	3	1	5	44	1	4	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	3	5	99	2	1	2	2	1	3	5	2	5	8	7	0	6	3	3	8	7	1	5	4	3	6	9	1	6	2	7	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	82	315	1	11	22	2017	1.67892	1.780512223731847	1	2	2	9	3	1	2	1	1	1	2	2	77	3	1	5	44	3	5	2	2	1	1	2	3	4	1	5	4	1	1	5	1	2	4	4	1	4	1	3	4	1	3	2	1	3	2	1	3	5	5	6	4	9	2	5	6	3	4	6	6	7	8	5	8	8	3	6	6	7	2	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	83	315	1	11	23	2017	0.96854	1.0271468022140682	2	9	9	1	3	1	2	3	2	1	4	2	77	1	1	5	44	4	2	2	1	1	1	4	4	2	2	5	2	1	1	3	3	1	4	4	1	1	1	4	4	1	2	3	1	3	2	1	3	5	5	2	7	9	0	2	7	3	6	9	0	2	8	2	7	10	0	6	3	7	5	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	84	315	1	11	24	2017	1.2485	1.324047310967295	2	9	9	1	7	2	2	3	2	7	9	9	7	1	1	1	44	1	2	1	1	1	1	1	5	1	1	3	4	1	1	4	1	1	3	2	1	1	1	4	4	1	3	2	1	3	2	1	3	5	5	1	7	9	1	7	7	1	7	7	0	3	3	3	5	10	1	5	1	7	5	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	85	19	2	11	15	2017	1.85797	1.970396621832523	1	2	2	9	2	1	2	4	2	1	2	2	77	1	1	5	44	1	4	2	3	2	1	1	5	2	1	1	1	1	1	5	1	1	1	1	1	1	1	1	4	1	3	4	1	3	2	1	1	5	5	6	4	10	0	3	0	2	4	10	0	1	1	2	7	7	0	6	1	7	4	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	86	19	2	11	21	2017	1.27898	1.356371669828555	2	9	9	1	3	1	2	1	2	1	1	1	10	4	1	5	44	1	4	1	1	1	1	1	4	3	1	1	3	1	1	4	1	1	1	1	1	1	2	1	3	1	3	3	1	3	2	1	1	2	3	5	2	8	1	3	4	3	98	9	98	98	4	3	8	9	1	6	1	7	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	87	19	2	11	25	2017	0.83565	0.886215567008266	2	9	9	1	6	1	2	1	1	1	3	2	11	3	1	5	44	2	3	1	1	1	1	4	8	2	1	2	2	3	2	2	1	1	1	1	1	1	1	2	3	1	3	2	1	3	1	1	4	5	2	3	7	10	1	1	3	3	7	10	1	3	3	3	7	7	1	6	2	7	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	88	61	1	11	25	2017	0.41909	0.4444493292377122	2	9	9	1	7	1	2	1	2	7	9	9	20	1	1	5	44	3	2	1	1	3	1	3	2	1	1	5	5	1	3	2	1	1	4	4	1	2	3	3	4	1	2	1	1	2	2	5	99	5	5	6	9	5	3	6	2	8	9	4	4	2	2	4	6	9	1	5	3	8	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	89	315	1	11	15	2017	1.2485	1.324047310967295	1	2	2	9	7	2	2	3	2	7	9	9	9	1	1	5	44	3	2	1	1	1	1	1	4	1	1	1	1	1	1	5	2	1	1	2	1	1	1	2	4	1	3	8	1	3	2	1	3	5	5	1	7	7	0	1	4	1	7	9	1	2	1	2	7	10	1	2	5	8	5	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	90	62	1	11	28	2017	0.90851	0.9634843592205826	1	2	2	9	3	1	2	1	2	1	1	2	17	1	1	5	44	1	3	3	3	2	1	4	5	3	2	5	4	1	1	2	2	1	4	4	1	2	2	4	4	5	99	2	1	2	2	1	3	5	5	5	9	7	2	3	5	3	7	6	4	3	1	4	8	9	4	4	5	8	5	1	9	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	91	62	1	11	29	2017	0.35228	0.3923888706911487	1	2	2	9	4	1	2	3	2	2	1	2	77	1	1	5	44	2	1	3	3	1	1	2	5	2	1	1	2	1	1	4	2	1	4	4	1	3	2	4	4	1	3	2	1	3	2	1	3	5	5	3	7	9	1	3	6	1	6	9	0	6	3	2	7	10	1	4	1	8	5	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	92	315	1	11	3	2017	1.69159	1.7939488912768653	1	2	2	9	5	1	2	1	1	1	2	2	17	1	1	5	44	1	5	2	2	4	1	1	4	4	1	3	1	1	1	1	1	1	4	2	1	3	1	3	3	1	3	8	1	3	1	1	2	5	5	4	5	7	0	6	8	2	3	8	0	6	5	3	7	9	3	6	5	8	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	93	19	2	11	30	2017	0.6458	0.6848776559252536	2	9	9	1	6	2	2	1	1	1	1	1	12	6	1	5	44	1	6	1	1	1	1	4	4	4	1	1	1	1	1	7	1	1	1	1	1	1	1	1	3	1	3	2	1	3	1	1	4	5	5	4	7	10	0	3	2	2	9	10	0	3	3	2	7	8	0	6	1	8	2	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	94	11	1	10	29	2017	1.24931	1.32490632444097	2	9	9	1	4	1	2	1	2	1	3	2	6	2	1	5	44	1	4	2	2	2	1	1	5	1	1	1	2	1	1	4	2	2	3	2	1	1	2	1	4	1	3	4	1	3	2	1	3	5	5	0	6	10	0	98	0	0	7	9	0	96	0	1	5	8	0	98	0	8	5	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	95	315	1	11	6	2017	1.47629	1.5656209889530703	2	9	9	1	6	2	2	1	2	7	9	9	15	4	1	5	44	1	2	3	3	2	1	1	3	7	1	2	1	1	1	5	1	1	1	4	1	1	1	3	2	1	3	3	1	3	2	1	3	3	5	4	7	7	4	98	98	4	9	8	7	98	8	3	8	8	4	98	98	8	5	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	96	19	2	11	11	2017	0.68564	0.7271283927045384	2	9	9	1	5	1	2	1	1	1	2	2	77	1	1	5	44	1	4	1	1	1	1	1	5	8	1	1	1	1	1	4	1	1	2	2	1	1	1	1	3	1	3	3	1	3	1	1	3	5	5	2	7	10	0	5	2	2	8	10	0	5	2	2	7	8	0	7	3	8	5	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	97	19	2	11	10	2017	0.92474	0.9806964440079268	1	2	2	9	4	1	2	4	2	1	2	2	77	2	1	1	44	1	1	2	2	1	1	2	4	2	1	1	1	1	1	8	1	1	1	1	1	1	1	1	4	1	3	4	1	3	1	1	3	5	5	0	8	10	0	6	0	0	9	10	0	6	0	1	7	8	0	98	1	9	4	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	98	315	1	10	25	2017	1.38823	1.4722324377285767	2	9	9	1	7	1	2	3	2	7	9	9	14	1	1	1	44	3	1	2	2	1	1	1	5	1	2	5	2	1	1	4	1	1	4	4	1	1	2	3	4	1	3	2	1	3	2	1	3	5	5	2	7	8	2	5	3	0	8	6	1	4	8	0	8	10	0	5	5	10	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	99	211	2	11	25	2017	4.24682	2.555830211799104	2	9	9	1	3	1	2	1	2	1	1	2	77	1	1	5	44	1	4	4	4	1	1	1	5	1	5	1	1	1	1	4	1	2	2	2	1	2	2	4	4	5	99	3	5	99	9	5	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97	97	97	97	97	97	7	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	100	37	1	11	4	2017	3.83317	2.555830211799104	1	2	2	9	6	1	2	1	1	1	1	2	77	2	1	5	44	1	6	4	4	1	1	1	5	1	1	1	1	5	5	1	5	5	1	3	1	1	2	1	4	1	97	2	5	99	9	1	97	5	5	97	97	97	97	97	97	97	97	97	97	97	97	3	6	7	1	5	3	7	5	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	101	399	2	11	9	2017	0.69112	0.7329399900326126	1	2	2	9	2	1	1	4	2	6	9	9	5	1	1	1	44	1	1	3	4	4	1	1	5	1	5	1	1	5	5	8	5	5	4	4	3	4	1	1	8	5	99	8	1	10	2	5	99	1	1	0	0	0	1	0	5	0	0	0	0	0	2	7	10	10	8	10	3	7	5	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	102	19	2	11	28	2017	2.53895	2.555830211799104	2	9	9	3	6	2	2	3	2	7	9	9	77	1	1	1	44	1	1	2	2	1	1	1	4	2	1	1	1	1	2	7	7	7	1	2	1	1	1	1	4	5	99	8	5	99	9	1	97	5	1	97	97	97	97	97	97	97	97	97	97	97	97	2	6	10	0	8	2	7	5	7	9	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	103	63	2	11	28	2017	0.82573	0.8756953032318978	2	9	9	1	5	2	2	1	1	1	1	1	20	4	2	1	44	1	4	2	2	1	1	4	4	3	2	4	4	1	1	4	2	1	3	4	1	4	1	2	3	77	99	2	1	3	2	1	1	5	5	97	6	3	2	5	1	1	7	5	1	3	1	5	8	8	4	4	1	7	5	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	104	315	1	11	17	2017	3.14118	2.555830211799104	1	2	2	9	2	1	2	4	1	10	9	9	4	1	1	1	996	1	1	2	4	1	1	1	5	1	1	1	1	1	4	5	3	1	1	1	1	1	1	1	4	5	99	4	5	99	9	1	3	7	7	1	3	9	0	0	9	1	2	5	0	5	8	1	3	9	98	98	9	7	5	1	9	97	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	105	315	1	10	26	2017	1.50409	1.5951031797779724	1	2	2	9	1	1	1	4	2	6	9	9	77	2	1	1	996	1	4	3	4	2	1	1	8	4	5	1	1	4	8	8	4	4	3	4	1	7	4	1	8	1	4	8	1	4	8	5	99	7	7	97	2	2	6	97	98	97	4	2	8	6	97	5	5	10	5	98	98	7	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	106	211	2	11	14	2017	0.97161	1.0304025693303431	1	2	2	9	4	1	2	3	2	1	2	2	77	1	1	5	44	2	1	3	3	1	1	1	5	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	4	5	99	4	1	3	2	5	99	2	2	2	2	4	2	2	2	2	2	5	2	2	2	2	3	5	1	2	1	7	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	107	43	2	11	25	2017	0.50336	0.5338185458137746	1	2	2	9	6	2	1	1	2	7	9	9	15	3	1	5	996	3	2	1	1	1	1	3	5	1	3	3	1	2	1	3	3	2	3	3	1	1	2	2	2	5	99	3	1	2	1	5	99	4	4	4	10	6	5	3	1	1	10	6	9	96	1	98	98	98	98	98	98	8	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	108	11	1	11	18	2017	0.33328	0.3923888706911487	2	9	9	1	6	2	3	3	2	7	9	9	5	6	1	5	44	4	1	2	2	8	1	3	4	5	1	5	4	1	5	3	3	5	1	1	1	1	2	1	2	1	2	8	1	2	2	1	96	4	4	3	10	0	3	0	98	1	8	0	98	96	0	5	9	9	2	98	98	8	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	109	11	1	10	25	2017	5.57968	2.555830211799104	2	9	9	1	7	2	1	2	2	7	9	9	5	2	1	5	44	4	1	4	3	8	1	1	4	1	2	1	2	1	1	3	3	2	2	2	1	2	1	1	2	1	2	3	5	99	9	5	99	3	3	2	9	4	98	98	1	3	10	3	98	98	2	2	5	8	3	98	98	8	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	110	19	2	11	24	2017	4.88394	2.555830211799104	1	2	2	9	3	1	2	4	2	1	2	2	9	1	1	5	44	1	1	4	4	4	1	1	5	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	3	5	99	3	5	99	9	5	99	1	1	4	4	5	2	98	2	3	1	4	2	2	3	3	6	7	3	98	4	8	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	111	3	1	11	26	2017	1.42155	1.5075686463000069	2	9	9	1	2	2	3	1	2	1	1	2	12	1	1	5	44	4	2	1	1	1	2	3	4	4	5	2	3	3	5	2	5	5	4	4	2	3	2	1	2	1	1	3	5	99	9	5	99	5	5	9	6	8	7	4	5	7	5	0	96	6	5	2	4	10	1	4	4	0	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	112	43	2	11	25	2017	1.0318	1.0942346939976413	1	2	2	9	3	2	2	1	2	2	1	2	11	1	1	5	996	3	3	2	1	1	2	2	3	2	3	2	1	3	5	1	5	5	4	4	1	2	2	2	2	1	1	2	1	1	2	1	1	5	5	10	0	0	4	4	2	10	0	0	6	2	2	2	8	10	0	8	6	1	5	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	113	43	2	11	28	2017	0.49639	0.5264267878983224	1	2	2	9	2	1	3	4	2	6	9	9	4	1	1	5	44	1	1	1	1	1	2	3	3	2	4	1	2	3	3	1	5	5	4	4	1	3	1	1	3	1	9	2	1	9	2	1	7	5	5	3	0	0	4	3	3	4	0	0	5	3	4	5	9	10	3	6	3	1	4	1	9	9	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	114	211	2	11	27	2017	0.25424	0.3923888706911487	2	9	9	1	2	2	2	1	1	2	1	4	11	1	1	1	44	4	2	1	2	1	2	2	4	3	5	3	2	3	4	2	4	4	4	4	1	4	1	1	3	1	9	3	1	9	2	1	5	5	5	4	2	0	5	2	3	3	2	0	5	2	3	6	8	10	4	8	5	1	4	5	1	9	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	115	43	2	11	28	2017	0.68199	0.7232575295206932	2	9	9	1	2	1	3	4	2	6	9	9	3	1	1	5	44	1	1	2	2	2	2	3	3	4	4	2	2	2	3	1	3	5	7	7	2	3	2	1	3	1	4	2	1	4	2	1	5	5	5	4	0	0	10	3	4	5	0	0	4	2	4	5	10	10	3	6	4	2	2	1	9	4	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	116	43	2	11	30	2017	0.29017	0.3923888706911487	2	9	9	1	2	2	3	4	2	2	1	2	9	1	1	1	44	3	1	1	1	1	2	3	3	2	5	1	1	4	5	1	5	5	4	4	2	3	1	1	2	1	4	2	1	4	2	1	5	5	5	3	0	0	9	3	8	5	0	0	10	3	7	4	10	10	2	5	3	2	2	1	9	4	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	117	315	1	11	11	2017	0.33551	0.3923888706911487	2	9	9	1	7	2	2	3	2	3	4	7	5	4	1	5	44	1	1	3	4	7	2	4	2	4	5	4	2	3	2	1	5	4	4	4	1	3	4	1	2	1	4	3	1	4	1	1	5	5	5	7	8	0	97	4	2	8	6	0	5	5	1	6	10	10	4	6	4	2	5	1	9	4	1
