Time	source_rate (Background-subtracted)	error_on_source_rate	Background_rate	Error_on_background_rate
688556263.888082	1.6273768867205367	0.09137833441248532	0.007623113279463333	0.013228756555322954
688556463.888082	1.6080208219894148	0.09151502608861563	0.011979178010585236	0.016583123951777
688556663.888082	1.4091098381721952	0.08573214099741124	0.010890161827804761	0.0158113883008419
688556863.888082	1.3697537734410734	0.08529361054615991	0.015246226558926665	0.01870828693386971
688557063.888082	1.2830208219894146	0.08215838362577492	0.011979178010585236	0.016583123951777
688557263.888082	1.228664757258293	0.0812403840463596	0.01633524274170714	0.019364916731037084
688557463.888082	1.256287870537756	0.08077747210701756	0.008712129462243808	0.01414213562373095
688557663.888082	1.2319318058066344	0.08077747210701755	0.013068194193365712	0.017320508075688773
688557863.888082	1.5523768867205368	0.08930285549745877	0.007623113279463333	0.013228756555322954
688558063.888082	1.4651988543549759	0.08717797887081347	0.009801145645024285	0.015
688558263.888082	1.4697537734410735	0.088175960442742	0.015246226558926665	0.01870828693386971
688558463.888082	1.2703977087099514	0.08306623862918075	0.01960229129004857	0.021213203435596423
688558663.888082	1.2651988543549757	0.08124038404635961	0.009801145645024285	0.015
688558863.888082	1.2021306601616102	0.08154753215150046	0.022869339838389995	0.0229128784747792
688559063.888082	1.1625757410755124	0.07937253933193772	0.017424258924487616	0.02
688559263.888082	1.139952627796049	0.08	0.025047372203950948	0.023979157616563596
688559463.888082	1.2312878705377561	0.08	0.008712129462243808	0.01414213562373095
688559663.888082	1.0947537734410735	0.07681145747868608	0.015246226558926665	0.01870828693386971
688559863.888082	1.2758427896238538	0.08231038816577164	0.014157210376146189	0.018027756377319945
688560063.888082	1.0993086925271711	0.07794228634059948	0.020691307472829046	0.02179449471770337
688560263.888082	1.063664757258293	0.07599342076785333	0.01633524274170714	0.019364916731037084
688560463.888082	1.271486724892732	0.08291561975888499	0.018513275107268093	0.0206155281280883
688560663.888082	1.1825757410755124	0.08	0.017424258924487616	0.02
688560863.888082	0.9797537734410733	0.07297259759663212	0.015246226558926665	0.01870828693386971
688561063.888082	0.8614867248927319	0.06946221994724902	0.018513275107268093	0.0206155281280883
688561263.888082	0.8486647572582928	0.06855654600401045	0.01633524274170714	0.019364916731037084
688561463.888082	0.9651988543549757	0.07141428428542851	0.009801145645024285	0.015
688561663.888082	1.1847537734410734	0.07968688725254613	0.015246226558926665	0.01870828693386971
688561863.888082	1.2201988543549758	0.07984359711335656	0.009801145645024285	0.015
688562063.888082	0.9943086925271709	0.0744983221287567	0.020691307472829046	0.02179449471770337
688562263.888082	1.0573768867205366	0.07416198487095663	0.007623113279463333	0.013228756555322954
688562463.888082	1.0753977087099513	0.07697402159170326	0.01960229129004857	0.021213203435596423
688562663.888082	0.8793086925271709	0.07053367989832943	0.020691307472829046	0.02179449471770337
688562863.888082	1.039952627796049	0.07681145747868608	0.025047372203950948	0.023979157616563596
688563063.888082	0.9186647572582929	0.07106335201775947	0.01633524274170714	0.019364916731037084
688563263.888082	1.109952627796049	0.07905694150420949	0.025047372203950948	0.023979157616563596
688563463.888082	1.0897537734410734	0.07664854858377945	0.015246226558926665	0.01870828693386971
688563663.888082	1.1136647572582927	0.07762087348130012	0.01633524274170714	0.019364916731037084
688563863.888082	1.1323768867205366	0.07664854858377945	0.007623113279463333	0.013228756555322954
688564063.888082	1.1619318058066344	0.07858116822750855	0.013068194193365712	0.017320508075688773
688564263.888082	1.1397537734410734	0.07826237921249264	0.015246226558926665	0.01870828693386971
688564463.888082	1.4358427896238537	0.08703447592764606	0.014157210376146189	0.018027756377319945
688564663.888082	1.484308692527171	0.08944271909999159	0.020691307472829046	0.02179449471770337
688564863.888082	1.4969318058066343	0.08860022573334675	0.013068194193365712	0.017320508075688773
688565063.888082	1.5036647572582929	0.08930285549745877	0.01633524274170714	0.019364916731037084
688565263.888082	1.3403977087099515	0.085146931829632	0.01960229129004857	0.021213203435596423
688565463.888082	1.1119318058066343	0.07697402159170326	0.013068194193365712	0.017320508075688773
688565663.888082	1.2151988543549759	0.07968688725254613	0.009801145645024285	0.015
688565863.888082	1.1975757410755126	0.0804673846971554	0.017424258924487616	0.02
688566063.888082	1.2901988543549758	0.08200609733428361	0.009801145645024285	0.015
688566263.888082	1.1436647572582928	0.07858116822750856	0.01633524274170714	0.019364916731037084
688566463.888082	1.2547537734410734	0.08185352771872449	0.015246226558926665	0.01870828693386971
688566663.888082	1.3258427896238538	0.08381527307120105	0.014157210376146189	0.018027756377319945
688566863.888082	0.9797537734410733	0.07297259759663212	0.015246226558926665	0.01870828693386971
688567063.888082	1.1803977087099513	0.08031189202104505	0.01960229129004857	0.021213203435596423
688567263.888082	1.0419318058066342	0.07466592261534039	0.013068194193365712	0.017320508075688773
688567463.888082	1.0612878705377562	0.07449832212875669	0.008712129462243808	0.01414213562373095
688567663.888082	1.0608427896238537	0.07549834435270748	0.014157210376146189	0.018027756377319945
688567863.888082	1.076486724892732	0.07681145747868609	0.018513275107268093	0.0206155281280883
688568063.888082	0.9675757410755124	0.07297259759663212	0.017424258924487616	0.02
688568263.888082	0.9508427896238538	0.07176350047203661	0.014157210376146189	0.018027756377319945
688568463.888082	0.9941098381721951	0.07262919523166976	0.010890161827804761	0.0158113883008419
688568663.888082	0.9997537734410732	0.07365459931328118	0.015246226558926665	0.01870828693386971
688568863.888082	1.0158427896238538	0.0739932429347437	0.014157210376146189	0.018027756377319945
688569063.888082	0.9591098381721952	0.07141428428542851	0.010890161827804761	0.0158113883008419
688569263.888082	0.83713066016161	0.06946221994724902	0.022869339838389995	0.0229128784747792
688569463.888082	0.8525757410755124	0.06892024376045111	0.017424258924487616	0.02
688569663.888082	0.8369318058066343	0.06745368781616022	0.013068194193365712	0.017320508075688773
688569863.888082	0.8269318058066343	0.0670820393249937	0.013068194193365712	0.017320508075688773
688570063.888082	0.9291098381721952	0.07035623639735145	0.010890161827804761	0.0158113883008419
688570263.888082	0.8651988543549757	0.06782329983125268	0.009801145645024285	0.015
688570463.888082	0.8214867248927319	0.06800735254367722	0.018513275107268093	0.0206155281280883
688570663.888082	0.7980208219894148	0.06576473218982952	0.011979178010585236	0.016583123951777
688570863.888082	0.9219318058066344	0.07053367989832941	0.013068194193365712	0.017320508075688773
688571063.888082	0.9175757410755124	0.07123903424387504	0.017424258924487616	0.02
