Time	source_rate (Background-subtracted)	error_on_source_rate	Background_rate	Error_on_background_rate
660774770.57613	0.001287870537756192	0.015811388300841896	0.008712129462243808	0.01414213562373095
660774970.57613	-0.0019791780105852357	0.01802775637731995	0.011979178010585236	0.016583123951777
660775170.57613	0.011287870537756192	0.017320508075688773	0.008712129462243808	0.01414213562373095
660775370.57613	0.011287870537756192	0.017320508075688773	0.008712129462243808	0.01414213562373095
660775570.57613	0.015198854354975717	0.01870828693386971	0.009801145645024285	0.015
660775770.57613	0.013465902903317145	0.015811388300841896	0.006534097096682856	0.01224744871391589
660775970.57613	0.0023768867205366676	0.015000000000000001	0.007623113279463333	0.013228756555322954
660776170.57613	-0.00044508091390238046	0.012247448713915891	0.005445080913902381	0.011180339887498949
660776370.57613	0.010198854354975716	0.018027756377319945	0.009801145645024285	0.015
660776570.57613	0.025842789623853814	0.0229128784747792	0.014157210376146189	0.018027756377319945
660776770.57613	0.012376886720536669	0.016583123951777	0.007623113279463333	0.013228756555322954
660776970.57613	0.0023768867205366676	0.015000000000000001	0.007623113279463333	0.013228756555322954
660777170.57613	0.015643935268878098	0.01414213562373095	0.004356064731121904	0.01
660777370.57613	-0.003068194193365712	0.01870828693386971	0.013068194193365712	0.017320508075688773
660777570.57613	0.018020821989414765	0.0206155281280883	0.011979178010585236	0.016583123951777
660777770.57613	0.010643935268878095	0.013228756555322954	0.004356064731121904	0.01
660777970.57613	0.013465902903317145	0.015811388300841896	0.006534097096682856	0.01224744871391589
660778170.57613	0.007376886720536667	0.015811388300841896	0.007623113279463333	0.013228756555322954
660778370.57613	-0.004801145645024285	0.015811388300841896	0.009801145645024285	0.015
660778570.57613	0.017821967634439047	0.012247448713915891	0.002178032365560952	0.007071067811865475
660778770.57613	0.004109838172195238	0.01802775637731995	0.010890161827804761	0.0158113883008419
660778970.57613	0.0019318058066342871	0.019364916731037084	0.013068194193365712	0.017320508075688773
660779170.57613	0.012376886720536669	0.016583123951777	0.007623113279463333	0.013228756555322954
660779370.57613	0.015198854354975717	0.01870828693386971	0.009801145645024285	0.015
660779570.57613	0.007376886720536667	0.015811388300841896	0.007623113279463333	0.013228756555322954
660779770.57613	-0.010890161827804761	0.0158113883008419	0.010890161827804761	0.0158113883008419
660779970.57613	0.009554919086097619	0.01414213562373095	0.005445080913902381	0.011180339887498949
660780170.57613	-0.00633524274170714	0.020615528128088305	0.01633524274170714	0.019364916731037084
