# host-subtracted and Galactic extinction correct AB magnitudes 
#filter MJD ab_mag ab_mag_err 
UVW2   58383.72754 16.22 0.03 
UVW2   58389.94808 16.36 0.04 
UVW2   58393.11894 16.40 0.05 
UVW2   58395.45691 16.51 0.04 
UVW2   58395.92425 16.48 0.02 
UVW2   58396.24938 16.51 0.05 
UVW2   58397.91488 16.59 0.03 
UVW2   58398.97844 16.66 0.05 
UVW2   58399.74160 16.74 0.02 
UVW2   58401.08525 16.71 0.05 
UVW2   58401.25097 16.75 0.04 
UVW2   58403.74817 16.83 0.05 
UVW2   58404.54074 16.90 0.03 
UVW2   58404.67453 16.87 0.05 
UVW2   58406.13353 17.03 0.05 
UVW2   58408.45447 16.84 0.05 
UVW2   58409.99030 16.87 0.04 
UVW2   58412.37412 16.95 0.05 
UVW2   58413.90707 16.80 0.04 
UVW2   58415.96358 16.83 0.05 
UVW2   58416.16850 16.79 0.05 
UVW2   58417.36330 16.91 0.05 
UVW2   58417.86104 16.81 0.03 
UVW2   58418.63318 16.86 0.05 
UVW2   58420.15425 16.75 0.05 
UVW2   58421.88116 16.83 0.03 
UVW2   58423.53967 16.78 0.05 
UVW2   58425.03817 16.81 0.03 
UVW2   58426.52676 16.78 0.05 
UVW2   58427.32237 16.78 0.05 
UVW2   58428.84934 16.73 0.05 
UVW2   58429.95021 16.74 0.03 
UVW2   58431.50752 16.70 0.05 
UVW2   58434.95789 16.82 0.05 
UVW2   58439.07463 16.75 0.05 
UVW2   58440.00480 16.76 0.04 
UVW2   58441.60587 16.77 0.05 
UVW2   58443.26443 16.81 0.05 
UVW2   58445.33237 16.92 0.05 
UVW2   58447.97378 16.87 0.05 
UVW2   58449.03283 16.98 0.05 
UVW2   58451.36445 17.11 0.05 
UVW2   58455.55218 17.22 0.05 
UVW2   58459.99525 17.24 0.05 
UVW2   58464.65339 17.35 0.05 
UVW2   58467.77253 17.39 0.04 
UVW2   58470.43173 17.44 0.05 
UVW2   58473.88510 17.42 0.05 
