Time	source_rate (Background-subtracted)	error_on_source_rate	Background_rate	Error_on_background_rate
688556263.888082	1.3317329514516585	0.08215838362577492	0.003267048548341428	0.008660254037844387
688556463.888082	1.2823768867205367	0.08139410298049853	0.007623113279463333	0.013228756555322954
688556663.888082	1.1906439352688782	0.07794228634059948	0.004356064731121904	0.01
688556863.888082	1.1345549190860975	0.07632168761236874	0.005445080913902381	0.011180339887498949
688557063.888082	1.0517329514516585	0.07314369419163896	0.003267048548341428	0.008660254037844387
688557263.888082	0.9791098381721952	0.0721110255092798	0.010890161827804761	0.0158113883008419
688557463.888082	1.0567329514516586	0.0733143914930759	0.003267048548341428	0.008660254037844387
688557663.888082	0.9823768867205367	0.07158910531638177	0.007623113279463333	0.013228756555322954
688557863.888082	1.302821967634439	0.08108637370113427	0.002178032365560952	0.007071067811865475
688558063.888082	1.1517329514516585	0.07648529270389177	0.003267048548341428	0.008660254037844387
688558263.888082	1.193465902903317	0.07842193570679061	0.006534097096682856	0.01224744871391589
688558463.888082	1.0145549190860976	0.07228416147400481	0.005445080913902381	0.011180339887498949
688558663.888082	1.0378219676344391	0.07245688373094718	0.002178032365560952	0.007071067811865475
688558863.888082	1.0451988543549757	0.07416198487095663	0.009801145645024285	0.015
688559063.888082	0.9745549190860976	0.07088723439378913	0.005445080913902381	0.011180339887498949
688559263.888082	0.9684659029033171	0.07088723439378912	0.006534097096682856	0.01224744871391589
688559463.888082	1.0117329514516584	0.07176350047203663	0.003267048548341428	0.008660254037844387
688559663.888082	0.9617329514516585	0.06999999999999999	0.003267048548341428	0.008660254037844387
688559863.888082	1.0523768867205368	0.07399324293474371	0.007623113279463333	0.013228756555322954
688560063.888082	0.9462878705377562	0.07053367989832943	0.008712129462243808	0.01414213562373095
688560263.888082	0.9034659029033172	0.06855654600401044	0.006534097096682856	0.01224744871391589
688560463.888082	1.036287870537756	0.07365459931328118	0.008712129462243808	0.01414213562373095
688560663.888082	0.9784659029033171	0.07123903424387504	0.006534097096682856	0.01224744871391589
688560863.888082	0.8134659029033171	0.0651920240520265	0.006534097096682856	0.01224744871391589
688561063.888082	0.7591098381721952	0.06403124237432849	0.010890161827804761	0.0158113883008419
688561263.888082	0.7701988543549757	0.06422616289332565	0.009801145645024285	0.015
688561463.888082	0.850643935268878	0.06614378277661476	0.004356064731121904	0.01
688561663.888082	0.9773768867205367	0.0714142842854285	0.007623113279463333	0.013228756555322954
688561863.888082	1.0017329514516584	0.07141428428542851	0.003267048548341428	0.008660254037844387
688562063.888082	0.8295549190860976	0.06557438524302	0.005445080913902381	0.011180339887498949
688562263.888082	0.9156439352688781	0.06855654600401044	0.004356064731121904	0.01
688562463.888082	0.9395549190860976	0.0696419413859206	0.005445080913902381	0.011180339887498949
688562663.888082	0.7534659029033172	0.06284902544988266	0.006534097096682856	0.01224744871391589
688562863.888082	0.8801988543549757	0.06837397165588673	0.009801145645024285	0.015
688563063.888082	0.7706439352688781	0.06304760106459247	0.004356064731121904	0.01
688563263.888082	0.9023768867205367	0.0687386354243376	0.007623113279463333	0.013228756555322954
688563463.888082	0.9362878705377562	0.070178344238091	0.008712129462243808	0.01414213562373095
688563663.888082	0.9906439352688781	0.07123903424387504	0.004356064731121904	0.01
688563863.888082	0.952821967634439	0.06946221994724903	0.002178032365560952	0.007071067811865475
688564063.888082	0.935643935268878	0.06928203230275509	0.004356064731121904	0.01
688564263.888082	0.9723768867205367	0.07123903424387504	0.007623113279463333	0.013228756555322954
688564463.888082	1.2623768867205367	0.08077747210701756	0.007623113279463333	0.013228756555322954
688564663.888082	1.2062878705377562	0.0792148975887743	0.008712129462243808	0.01414213562373095
688564863.888082	1.2456439352688782	0.07968688725254613	0.004356064731121904	0.01
688565063.888082	1.2645549190860976	0.0804673846971554	0.005445080913902381	0.011180339887498949
688565263.888082	1.133465902903317	0.07648529270389177	0.006534097096682856	0.01224744871391589
688565463.888082	0.9345549190860976	0.06946221994724902	0.005445080913902381	0.011180339887498949
688565663.888082	1.000643935268878	0.07158910531638177	0.004356064731121904	0.01
688565863.888082	1.0251988543549757	0.07348469228349534	0.009801145645024285	0.015
688566063.888082	1.0067329514516585	0.07158910531638177	0.003267048548341428	0.008660254037844387
688566263.888082	1.0041098381721951	0.07297259759663213	0.010890161827804761	0.0158113883008419
688566463.888082	1.0345549190860976	0.07297259759663212	0.005445080913902381	0.011180339887498949
688566663.888082	1.123465902903317	0.07615773105863907	0.006534097096682856	0.01224744871391589
688566863.888082	0.8573768867205367	0.0670820393249937	0.007623113279463333	0.013228756555322954
688567063.888082	1.0273768867205366	0.07314369419163896	0.007623113279463333	0.013228756555322954
688567263.888082	0.8928219676344391	0.06726812023536856	0.002178032365560952	0.007071067811865475
688567463.888082	0.89	0.06670832032063168	0.0	0.0
688567663.888082	0.9156439352688781	0.06855654600401044	0.004356064731121904	0.01
688567863.888082	0.9384659029033171	0.0698212002188447	0.006534097096682856	0.01224744871391589
688568063.888082	0.7823768867205367	0.06422616289332565	0.007623113279463333	0.013228756555322954
688568263.888082	0.7534659029033172	0.06284902544988266	0.006534097096682856	0.01224744871391589
688568463.888082	0.825643935268878	0.0651920240520265	0.004356064731121904	0.01
688568663.888082	0.8373768867205367	0.066332495807108	0.007623113279463333	0.013228756555322954
688568863.888082	0.8734659029033172	0.06745368781616021	0.006534097096682856	0.01224744871391589
688569063.888082	0.8006439352688781	0.06422616289332564	0.004356064731121904	0.01
688569263.888082	0.6841098381721952	0.06103277807866851	0.010890161827804761	0.0158113883008419
688569463.888082	0.7301988543549757	0.06264982043070834	0.009801145645024285	0.015
688569663.888082	0.7334659029033171	0.06204836822995428	0.006534097096682856	0.01224744871391589
688569863.888082	0.7517329514516585	0.062048368229954284	0.003267048548341428	0.008660254037844387
688570063.888082	0.8067329514516586	0.06422616289332565	0.003267048548341428	0.008660254037844387
688570263.888082	0.692821967634439	0.05937171043518959	0.002178032365560952	0.007071067811865475
688570463.888082	0.6751988543549757	0.06041522986797286	0.009801145645024285	0.015
688570663.888082	0.700643935268878	0.06020797289396147	0.004356064731121904	0.01
688570863.888082	0.7917329514516586	0.06363961030678927	0.003267048548341428	0.008660254037844387
688571063.888082	0.7795549190860976	0.06363961030678927	0.005445080913902381	0.011180339887498949
688571263.888082	0.8184659029033171	0.06538348415311011	0.006534097096682856	0.01224744871391589
688571463.888082	0.7428219676344391	0.06144102863722253	0.002178032365560952	0.007071067811865475
688571663.888082	0.7556439352688781	0.06244997998398397	0.004356064731121904	0.01
688571863.888082	0.5978219676344391	0.055226805085936304	0.002178032365560952	0.007071067811865475
688572063.888082	0.7456439352688781	0.06204836822995428	0.004356064731121904	0.01
688572263.888082	0.8012878705377563	0.06519202405202648	0.008712129462243808	0.01414213562373095
688572463.888082	0.7134659029033171	0.06123724356957945	0.006534097096682856	0.01224744871391589
688572663.888082	0.7217329514516585	0.0608276253029822	0.003267048548341428	0.008660254037844387
688572863.888082	0.7280208219894148	0.06304760106459245	0.011979178010585236	0.016583123951777
688573063.888082	0.7278219676344391	0.0608276253029822	0.002178032365560952	0.007071067811865475
688573263.888082	0.7606439352688781	0.06264982043070834	0.004356064731121904	0.01
688573463.888082	0.6134659029033172	0.057008771254956896	0.006534097096682856	0.01224744871391589
688573663.888082	0.690643935268878	0.059791303715506984	0.004356064731121904	0.01
688573863.888082	0.7806439352688781	0.0634428877022476	0.004356064731121904	0.01
688574063.888082	0.8017329514516586	0.06403124237432849	0.003267048548341428	0.008660254037844387
688574263.888082	0.6434659029033172	0.058309518948453	0.006534097096682856	0.01224744871391589
688574463.888082	0.7017329514516585	0.06	0.003267048548341428	0.008660254037844387
688574663.888082	0.7695549190860976	0.06324555320336758	0.005445080913902381	0.011180339887498949
688574863.888082	0.7241098381721952	0.06264982043070834	0.010890161827804761	0.0158113883008419
688575063.888082	0.7112878705377562	0.061644140029689765	0.008712129462243808	0.01414213562373095
688575263.888082	0.6556439352688781	0.05830951894845301	0.004356064731121904	0.01
688575463.888082	0.6095549190860976	0.05656854249492381	0.005445080913902381	0.011180339887498949
688575663.888082	0.6195549190860976	0.0570087712549569	0.005445080913902381	0.011180339887498949
688575863.888082	0.5695549190860976	0.05477225575051661	0.005445080913902381	0.011180339887498949
688576063.888082	0.6267329514516585	0.05678908345800274	0.003267048548341428	0.008660254037844387
688576263.888082	0.5973768867205367	0.0565685424949238	0.007623113279463333	0.013228756555322954
688576463.888082	0.5495549190860977	0.05385164807134504	0.005445080913902381	0.011180339887498949
688576663.888082	0.7067329514516585	0.06020797289396147	0.003267048548341428	0.008660254037844387
688576863.888082	0.5478219676344391	0.052915026221291815	0.002178032365560952	0.007071067811865475
688577063.888082	0.6162878705377562	0.05766281297335399	0.008712129462243808	0.01414213562373095
688577263.888082	0.6184659029033172	0.05722761571129799	0.006534097096682856	0.01224744871391589
688577463.888082	0.6095549190860976	0.05656854249492381	0.005445080913902381	0.011180339887498949
688580263.888082	0.6017329514516585	0.055677643628300216	0.003267048548341428	0.008660254037844387
688580463.888082	0.5951988543549757	0.057008771254956896	0.009801145645024285	0.015
688580663.888082	0.5367329514516586	0.052678268764263694	0.003267048548341428	0.008660254037844387
688580863.888082	0.6012878705377562	0.057008771254956896	0.008712129462243808	0.01414213562373095
688581063.888082	0.6845549190860976	0.059791303715506984	0.005445080913902381	0.011180339887498949
688581263.888082	0.6445549190860976	0.05809475019311125	0.005445080913902381	0.011180339887498949
688581463.888082	0.5823768867205367	0.055901699437494734	0.007623113279463333	0.013228756555322954
688581733.8342729	0.5684659029033171	0.055	0.006534097096682856	0.01224744871391589
688581933.8342729	0.5267329514516585	0.05220153254455275	0.003267048548341428	0.008660254037844387
688582133.8342729	0.5784659029033171	0.05545268253204708	0.006534097096682856	0.01224744871391589
688582333.8342729	0.7606439352688781	0.06264982043070834	0.004356064731121904	0.01
688582533.8342729	0.730643935268878	0.06144102863722253	0.004356064731121904	0.01
688582733.8342729	0.8445549190860976	0.06614378277661477	0.005445080913902381	0.011180339887498949
688582933.8342729	0.8034659029033172	0.0648074069840786	0.006534097096682856	0.01224744871391589
688583133.8342729	0.8673768867205367	0.0674536878161602	0.007623113279463333	0.013228756555322954
688583333.8342729	0.6423768867205367	0.05852349955359812	0.007623113279463333	0.013228756555322954
688583533.8342729	0.6534659029033172	0.05873670062235366	0.006534097096682856	0.01224744871391589
688583733.8342729	0.6773768867205368	0.06	0.007623113279463333	0.013228756555322954
688583933.8342729	0.6606439352688781	0.058523499553598125	0.004356064731121904	0.01
688584133.8342729	0.7295549190860976	0.061644140029689765	0.005445080913902381	0.011180339887498949
688584333.8342729	0.6195549190860976	0.0570087712549569	0.005445080913902381	0.011180339887498949
688584533.8342729	0.6745549190860977	0.05937171043518959	0.005445080913902381	0.011180339887498949
688584733.8342729	0.7134659029033171	0.06123724356957945	0.006534097096682856	0.01224744871391589
688584933.8342729	0.5623768867205367	0.055	0.007623113279463333	0.013228756555322954
688585133.8342729	0.7112878705377562	0.061644140029689765	0.008712129462243808	0.01414213562373095
688585333.8342729	0.6295549190860976	0.05744562646538029	0.005445080913902381	0.011180339887498949
688585533.8342729	0.6730208219894148	0.0608276253029822	0.011979178010585236	0.016583123951777
688585733.8342729	0.7595549190860976	0.06284902544988268	0.005445080913902381	0.011180339887498949
688585933.8342729	0.7212878705377562	0.062048368229954284	0.008712129462243808	0.01414213562373095
688586133.8342729	0.6123768867205367	0.05722761571129798	0.007623113279463333	0.013228756555322954
688586333.8342729	0.8006439352688781	0.06422616289332564	0.004356064731121904	0.01
688586533.8342729	0.6695549190860977	0.059160797830996155	0.005445080913902381	0.011180339887498949
688586733.8342729	0.7030208219894147	0.062048368229954284	0.011979178010585236	0.016583123951777
688586933.8342729	0.6073768867205367	0.0570087712549569	0.007623113279463333	0.013228756555322954
