Time	source_rate (Background-subtracted)	error_on_source_rate	Background_rate	Error_on_background_rate
660774770.57613	0.5873768867205367	0.05612486080160912	0.007623113279463333	0.013228756555322954
660774970.57613	0.5962878705377562	0.05678908345800274	0.008712129462243808	0.01414213562373095
660775170.57613	0.48737688672053664	0.051478150704935	0.007623113279463333	0.013228756555322954
660775370.57613	0.5506439352688781	0.05361902647381804	0.004356064731121904	0.01
660775570.57613	0.46064393526887815	0.04924428900898052	0.004356064731121904	0.01
660775770.57613	0.5384659029033172	0.05361902647381804	0.006534097096682856	0.01224744871391589
660775970.57613	0.6073768867205367	0.0570087712549569	0.007623113279463333	0.013228756555322954
660776170.57613	0.5575757410755123	0.05722761571129799	0.017424258924487616	0.02
660776370.57613	0.4995549190860976	0.051478150704935006	0.005445080913902381	0.011180339887498949
660776570.57613	0.5930208219894147	0.05744562646538029	0.011979178010585236	0.016583123951777
660776770.57613	0.6128219676344391	0.05590169943749475	0.002178032365560952	0.007071067811865475
660776970.57613	0.49846590290331716	0.051720402163943004	0.006534097096682856	0.01224744871391589
660777170.57613	0.5791098381721952	0.0565685424949238	0.010890161827804761	0.0158113883008419
660777370.57613	0.6134659029033172	0.057008771254956896	0.006534097096682856	0.01224744871391589
660777570.57613	0.5106439352688781	0.051720402163943	0.004356064731121904	0.01
660777770.57613	0.5445549190860977	0.05361902647381805	0.005445080913902381	0.011180339887498949
660777970.57613	0.5356439352688781	0.05291502622129181	0.004356064731121904	0.01
660778170.57613	0.5106439352688781	0.051720402163943	0.004356064731121904	0.01
660778370.57613	0.5173768867205367	0.05291502622129181	0.007623113279463333	0.013228756555322954
660778570.57613	0.4841098381721952	0.05220153254455275	0.010890161827804761	0.0158113883008419
660778770.57613	0.6484659029033172	0.05852349955359813	0.006534097096682856	0.01224744871391589
660778970.57613	0.5591098381721952	0.055677643628300216	0.010890161827804761	0.0158113883008419
660779170.57613	0.5578219676344391	0.05338539126015656	0.002178032365560952	0.007071067811865475
660779370.57613	0.5095549190860976	0.05196152422706632	0.005445080913902381	0.011180339887498949
660779570.57613	0.5667329514516585	0.054083269131959835	0.003267048548341428	0.008660254037844387
660779770.57613	0.5495549190860977	0.05385164807134504	0.005445080913902381	0.011180339887498949
660779970.57613	0.5001988543549757	0.052678268764263694	0.009801145645024285	0.015
660780170.57613	0.5256439352688781	0.05244044240850758	0.004356064731121904	0.01
660780370.57613	0.49237688672053664	0.051720402163943004	0.007623113279463333	0.013228756555322954
660780570.57613	0.5317329514516586	0.05244044240850758	0.003267048548341428	0.008660254037844387
660780770.57613	0.5901988543549757	0.05678908345800274	0.009801145645024285	0.015
660780970.57613	0.5295549190860976	0.052915026221291815	0.005445080913902381	0.011180339887498949
660781170.57613	0.5545549190860977	0.05408326913195984	0.005445080913902381	0.011180339887498949
660781370.57613	0.5919318058066343	0.057662812973353975	0.013068194193365712	0.017320508075688773
660781570.57613	0.4941098381721952	0.0526782687642637	0.010890161827804761	0.0158113883008419
660781770.57613	0.6495549190860976	0.05830951894845301	0.005445080913902381	0.011180339887498949
660781970.57613	0.5869318058066343	0.05744562646538029	0.013068194193365712	0.017320508075688773
660782170.57613	0.4795549190860976	0.05049752469181039	0.005445080913902381	0.011180339887498949
660782370.57613	0.5323768867205367	0.05361902647381804	0.007623113279463333	0.013228756555322954
660782570.57613	0.48519885435497573	0.05196152422706632	0.009801145645024285	0.015
660782770.57613	0.5651988543549756	0.055677643628300216	0.009801145645024285	0.015
660782970.57613	0.4695549190860976	0.05	0.005445080913902381	0.011180339887498949
660783170.57613	0.5241098381721953	0.05408326913195984	0.010890161827804761	0.0158113883008419
660783370.57613	0.5928219676344391	0.055	0.002178032365560952	0.007071067811865475
660783570.57613	0.5562878705377562	0.055	0.008712129462243808	0.01414213562373095
660784770.57613	0.48866475725829284	0.05385164807134504	0.01633524274170714	0.019364916731037084
660784970.57613	0.5478219676344391	0.052915026221291815	0.002178032365560952	0.007071067811865475
660785170.57613	0.590643935268878	0.05545268253204708	0.004356064731121904	0.01
660785370.57613	0.4980208219894148	0.05315072906367325	0.011979178010585236	0.016583123951777
660785570.57613	0.48237688672053664	0.05123475382979799	0.007623113279463333	0.013228756555322954
660785770.57613	0.5612878705377562	0.055226805085936304	0.008712129462243808	0.01414213562373095
660785970.57613	0.5680208219894147	0.056347138347923216	0.011979178010585236	0.016583123951777
660786170.57613	0.5651988543549756	0.055677643628300216	0.009801145645024285	0.015
660786370.57613	0.5084659029033172	0.052201532544552745	0.006534097096682856	0.01224744871391589
660786570.57613	0.5973768867205367	0.0565685424949238	0.007623113279463333	0.013228756555322954
660786770.57613	0.705643935268878	0.060415229867972854	0.004356064731121904	0.01
660786970.57613	0.5651988543549756	0.055677643628300216	0.009801145645024285	0.015
660791770.57613	0.5351988543549757	0.05431390245600108	0.009801145645024285	0.015
660791970.57613	0.45282196763443905	0.04821825380496478	0.002178032365560952	0.007071067811865475
660792170.57613	0.5367329514516586	0.052678268764263694	0.003267048548341428	0.008660254037844387
660792370.57613	0.5412878705377563	0.05431390245600108	0.008712129462243808	0.01414213562373095
660792570.57613	0.5884659029033171	0.05590169943749474	0.006534097096682856	0.01224744871391589
660792770.57613	0.5262878705377563	0.05361902647381805	0.008712129462243808	0.01414213562373095
660792970.57613	0.5541098381721952	0.05545268253204709	0.010890161827804761	0.0158113883008419
660793170.57613	0.5117329514516585	0.051478150704935	0.003267048548341428	0.008660254037844387
660793370.57613	0.49891098381721954	0.05024937810560445	0.001089016182780476	0.005
660793570.57613	0.5562878705377562	0.055	0.008712129462243808	0.01414213562373095
660793770.57613	0.5873768867205367	0.05612486080160912	0.007623113279463333	0.013228756555322954
660793970.57613	0.44846590290331717	0.04924428900898052	0.006534097096682856	0.01224744871391589
660794170.57613	0.4801988543549757	0.051720402163943004	0.009801145645024285	0.015
660794370.57613	0.5901988543549757	0.05678908345800274	0.009801145645024285	0.015
660794570.57613	0.5484659029033172	0.05408326913195984	0.006534097096682856	0.01224744871391589
