mjd 	 fraction 	 error 
14.494000000006054	-3.161253639216623	0.36874703689895594
20.74500000000262	-2.21674009774767	0.1162512943705899
23.91700000000128	-2.3294694217190974	0.17576990087651523
26.254000000000815	-2.4071439433623487	0.07893213255043853
27.048000000002503	-2.4684546566578107	0.2173563209148517
28.641999999999825	-2.130008947072946	0.0666756629312042
29.776000000005297	-2.1156749496536653	0.12714177221369852
30.44000000000233	-2.2267540588081065	0.09775033265549535
31.88300000000163	-2.264321601670091	0.12714177221369852
34.54700000000594	-2.140186315342075	0.16186296291036498
35.27200000000448	-2.0011757077115626	0.08300405359861106
36.93100000000413	-2.150145145374225	0.17846162120086212
39.25300000000425	-2.2059138744112285	0.1580402761546562
40.78500000000349	-2.278051134315322	0.15604527788100478
43.17200000000594	-2.1100459040652786	0.17720262592831248
44.700000000004366	-2.1773354241302414	0.10784333270536478
46.76100000000588	-2.0967647782183816	0.15331844081127366
46.96700000000419	-2.1671038599901635	0.23109112680291297
48.1620000000039	-2.3012454414522345	0.19260651678268403
48.62800000000425	-1.9469785082932929	0.07322202133921187
49.43100000000413	-2.091478700488489	0.1509562335334171
50.95200000000477	-1.9590208841662147	0.15243271020863
52.61500000000524	-2.2128437176917424	0.09775033265549535
54.336999999999534	-1.9123059135860496	0.18708455372274857
55.8070000000007	-1.9791554710959636	0.0802030320970627
57.325000000004366	-1.9636124723378472	0.16026476442006374
58.12000000000262	-2.0133485626665437	0.2072521149000147
59.64700000000448	-1.8360704500256937	0.10973524503080391
60.64900000000489	-2.167142602454869	0.16635972232155125
60.846000000005006	-1.9868723646336939	0.14249403581076647
62.30500000000029	-1.9310987641292567	0.12385281336103134
65.75500000000466	-1.9621903962668503	0.14366707655910588
69.87299999999959	-1.9683576742785576	0.1557493351379573
70.80299999999988	-2.30329163824583	0.12714177221369852
74.06200000000536	-2.090768656571395	0.17658896277183048
76.12900000000081	-2.077653468757061	0.18971156635269132
78.77100000000064	-1.508090413216128	0.16096302279678443
79.83100000000559	-1.7104299027904462	0.26726364817535514
82.1620000000039	-1.646362377505551	0.19420307749355437
86.35000000000582	-2.098288106854938	0.37020068731303024
90.79300000000512	-1.6986944274587263	0.2500235541624029
95.44900000000052	-1.6898782133286194	0.19892316917379796
98.56700000000274	-1.6986944274587263	0.15697468025653055
101.22700000000623	-1.6381208981672506	0.14453543977118527
104.67900000000373	-1.599788926504923	0.13562651009902157
106.73600000000442	-1.3780344465657604	0.0894679392516143
110.7190000000046	-1.3506569447885708	0.12710256046949808
112.846000000005	-1.2494910556216874	0.18163110316242645
116.02900000000227	-1.0483098691816581	0.12680637724096602
122.73600000000442	-0.9837263401538003	0.11935745316930242
193.51800000000367	-1.6023536567515526	0.1312332011930881
204.08400000000256	-1.2576303831703766	0.14288361142396655
207.1380000000063	-0.9349011596439191	0.09459807959052152
212.91700000000128	-1.2166363241021856	0.18324979459017138
216.0390000000043	-0.945774876312139	0.13610112093792742
218.82500000000437	-0.8936323635558656	0.08490095464193415
222.1550000000061	-0.8868232295902274	0.09920637175145168
225.5370000000039	-0.7630974990690926	0.09428361235503775
227.9910000000018	-0.7079558027591935	0.08148253729928202
228.5260000000053	-0.7036398823452288	0.0751223245586671
230.1270000000004	-0.9322380609981442	0.1757895220671608
232.57100000000355	-0.927511746652444	0.11391067886711477
239.81500000000233	-0.7604896861473511	0.09413375139504773
242.33800000000338	-0.762498545146117	0.11248953811244862
248.5130000000063	-0.8423078634346702	0.09548244124675967
251.10599999999977	-0.8775925679989398	0.12741081192779943
254.03100000000268	-0.9018309308905945	0.14518946037794894
257.7479999999996	-0.8692262586707152	0.1522179796344452
260.6110000000044	-0.8857696801001508	0.11798623035480396
263.7820000000065	-0.8979206342997007	0.10307442156355633
268.82800000000134	-0.9610630267226303	0.11113169777419618
281.64300000000367	-0.6408690209735796	0.09176865423534368
284.2300000000032	-0.9702366710474681	0.1005390906511492
289.47899999999936	-0.871527190845948	0.14434722484143347
292.87600000000384	-1.0082685685761803	0.11476946441358966
296.99600000000646	-0.728504063832611	0.09614866990378261
298.2390000000014	-0.8077154665912838	0.14118189554283656
301.69600000000355	-0.6493309537655437	0.12008695371213869
