Brood_ID,Year,Block,Initiation,Species,Treatment,Brood_size,Site,Nest,Feeding_rate,PC_feeding_rate,Nestling_origin,BirdID,Nestling_age,Measure_time,Age_full,Mass,Time,Baseline_CORT,Induced_CORT
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14281natal,2,1437,2.1,2.77,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14281natal,5,1243,5.02,11.43,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14281natal,8,1243,8.02,18.19,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14281natal,11,1243,11.02,13.2,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,natal,2015SF14281natal,14,1431,14.1,16.35,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14282natal,3,1437,3.1,4.53,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14282natal,6,1243,6.02,12.53,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14282natal,9,1243,9.02,22.12,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14282natal,12,1243,12.02,18,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,natal,2015SF14282natal,15,1431,15.1,20.84,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14283natal,3,1437,3.1,5.06,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14283natal,6,1243,6.02,17,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14283natal,9,1243,9.02,22.27,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14283natal,12,1243,12.02,19.2,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,natal,2015SF14283natal,15,1431,15.1,21.25,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14284natal,3,1437,3.1,3.45,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14284natal,6,1243,6.02,12.52,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14284natal,9,1243,9.02,18.85,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14284natal,12,1243,12.02,12.6,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14285natal,3,1437,3.1,4.02,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14285natal,6,1243,6.02,14.54,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14285natal,9,1243,9.02,20.35,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,natal,2015SF14285natal,12,1243,12.02,19.2,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,natal,2015SF14285natal,15,1431,15.1,18.38,83,4.3468,29.1659
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14284foster,3,1437,3.1,3.55,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14284foster,6,1243,6.02,13.51,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14284foster,9,1243,9.02,20.49,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14284foster,12,1243,12.02,18.5,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,foster,2015SF14284foster,15,1431,15.1,21.11,163,17.5863,38.563
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14285foster,3,1437,3.1,4.26,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14285foster,6,1243,6.02,14.58,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14285foster,9,1243,9.02,19.73,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14285foster,12,1243,12.02,6.6,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,foster,2015SF14285foster,15,1431,15.1,21.63,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14286foster,3,1437,3.1,3.42,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14286foster,6,1243,6.02,14.77,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14286foster,9,1243,9.02,19.85,,,
2015SF1428,2015,1,123,TRES,enlarged,8,SF,1428,17,2.125,foster,2015SF14286foster,12,1243,12.02,17.1,,,
2015SF1428,2015,1,123,TRES,enlarged,7,SF,1428,17,2.125,foster,2015SF14286foster,15,1431,15.1,22.62,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10281natal,2,1503,2.13,3.59,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10281natal,6,1243,6.02,10.45,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10281natal,9,1243,9.02,10.77,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10282natal,2,1503,2.13,3.78,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10282natal,6,1243,6.02,12.23,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10282natal,9,1243,9.02,18.07,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10282natal,15,1323,15.05,15.26,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10283natal,2,1503,2.13,4.13,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10283natal,6,1243,6.02,13.13,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10283natal,9,1243,9.02,19.05,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10283natal,15,1323,15.05,19.85,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10284natal,2,1503,2.13,4.41,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10284natal,6,1243,6.02,14.69,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10284natal,9,1243,9.02,18.77,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10284natal,15,1323,15.05,19.99,67,6.5542,20.9957
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10285natal,2,1503,2.13,3.91,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,natal,2015GR10285natal,5,1243,5.02,9.95,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,natal,2015GR10285natal,14,1323,14.05,12.98,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,foster,2015GR10284foster,2,1503,2.13,4.72,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,foster,2015GR10284foster,6,1243,6.02,14.58,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,foster,2015GR10284foster,9,1243,9.02,21.1,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,foster,2015GR10284foster,15,1323,15.05,20.63,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,foster,2015GR10285foster,2,1503,2.13,4.16,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,foster,2015GR10285foster,6,1243,6.02,13.06,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,foster,2015GR10285foster,8,1243,8.02,18.57,,,
2015GR1028,2015,2,122,TRES,enlarged,7,GR,1028,22,3.1429,foster,2015GR10285foster,15,1323,15.05,17.89,141,5.6333,18.3628
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,foster,2015GR10286foster,2,1503,2.13,4.38,,,
2015GR1028,2015,2,122,TRES,enlarged,8,GR,1028,22,3.1429,foster,2015GR10286foster,6,1243,6.02,13.08,,,
2015GR1028,2015,2,123,TRES,enlarged,7,GR,1028,22,3.1429,foster,2015GR10286foster,15,1323,15.05,19.96,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14621natal,2,728,1.8,9.76,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14621natal,5,1709,5.21,19.69,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14621natal,8,824,7.84,21.31,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14621natal,14,1114,13.96,22.21,83,6.0698,14.8085
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14622natal,1,728,0.8,5.06,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14622natal,6,1709,6.21,14.35,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14622natal,9,824,8.84,18.71,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14622natal,15,1114,14.96,23.72,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14623natal,3,728,2.8,8.48,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14623natal,6,1709,6.21,17.1,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14623natal,9,824,8.84,19.93,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,natal,2015SF14623natal,15,1114,14.96,21.56,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,foster,2015SF14626foster,3,728,2.8,8.05,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,foster,2015SF14626foster,6,1709,6.21,13.59,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,foster,2015SF14626foster,9,824,8.84,14.34,,,
2015SF1462,2015,2,123,TRES,reduced,4,SF,1462,11,2.75,foster,2015SF14626foster,15,1114,14.96,18.73,176,5.5532,NA
2015GR1003,2015,3,126,TRES,reduced,5,GR,1003,13,3.25,natal,2015GR10031natal,3,1243,3.02,4.41,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10031natal,6,1306,6.04,11.4,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10031natal,9,1243,9.02,23.5,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10031natal,12,1243,12.02,21.99,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10031natal,15,1109,14.96,21.34,,,
2015GR1003,2015,3,126,TRES,reduced,5,GR,1003,13,3.25,natal,2015GR10032natal,3,1243,3.02,6.56,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10032natal,6,1306,6.04,13.91,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10032natal,9,1243,9.02,19.9,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10032natal,12,1243,12.02,22.92,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10032natal,15,1109,14.96,21.68,152,0.8501,29.9697
2015GR1003,2015,3,126,TRES,reduced,5,GR,1003,13,3.25,natal,2015GR10033natal,3,1243,3.02,5.71,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10033natal,6,1306,6.04,13.84,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10033natal,9,1243,9.02,21.2,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10033natal,12,1243,12.02,22.54,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,natal,2015GR10033natal,15,1109,14.96,21.31,,,
2015GR1003,2015,3,126,TRES,reduced,5,GR,1003,13,3.25,foster,2015GR10032foster,3,1243,3.02,6.42,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,foster,2015GR10032foster,6,1306,6.04,13.87,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,foster,2015GR10032foster,9,1243,9.02,19.6,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,foster,2015GR10032foster,12,1243,12.02,23.1,,,
2015GR1003,2015,3,126,TRES,reduced,4,GR,1003,13,3.25,foster,2015GR10032foster,15,1109,14.96,22.74,78,7.1058,18.1572
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,natal,2015SF14891natal,2,1243,2.02,5.27,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,natal,2015SF14891natal,5,1243,5.02,11.45,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,natal,2015SF14891natal,8,1243,8.02,14.2,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,natal,2015SF14891natal,14,1202,14,24.51,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14894foster,3,1243,3.02,6.44,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14894foster,6,1820,6.26,15.22,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14894foster,9,1243,9.02,16.29,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14894foster,15,1202,15,21.95,132,15.1713,47.0784
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14895foster,3,1243,3.02,5.3,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14895foster,6,1820,6.26,13,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14895foster,9,1243,9.02,14.6,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14895foster,15,1202,15,25.15,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14896foster,3,1243,3.02,6.86,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14896foster,6,1820,6.26,15,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14896foster,9,1243,9.02,17.2,,,
2015SF1489,2015,3,126,TRES,enlarged,4,SF,1489,7,1.75,foster,2015SF14896foster,15,1202,15,22.45,74,9.9079,22.9889
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14071natal,3,1411,3.09,4.56,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14071natal,6,1455,6.11,11.67,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14071natal,9,815,8.84,14.91,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14071natal,12,1243,12.02,18.03,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14071natal,15,2103,15.38,22,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14072natal,3,1411,3.09,5.91,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14072natal,6,1455,6.11,15.28,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14072natal,9,815,8.84,17.42,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14072natal,12,1243,12.02,21.87,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14072natal,15,2103,15.38,20.89,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14073natal,3,1411,3.09,5.56,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14073natal,6,1455,6.11,13.11,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14073natal,9,815,8.84,16.54,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14073natal,12,1243,12.02,19.43,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14073natal,15,2103,15.38,21.31,118,11.3382,23.6095
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14074natal,3,1411,3.09,5.67,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14074natal,6,1455,6.11,31.31,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,natal,2015SF14074natal,9,815,8.84,16.79,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14074natal,12,1243,12.02,21.68,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,natal,2015SF14074natal,15,2103,15.38,19.87,180,7.5435,16.6923
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,foster,2015SF14073foster,3,1411,3.09,6.74,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,foster,2015SF14073foster,6,1455,6.11,16.58,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,foster,2015SF14073foster,9,815,8.84,18.88,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,foster,2015SF14073foster,12,1243,12.02,22.32,,,
2015SF1407,2015,3,129,TRES,control,5,SF,1407,13,2.1667,foster,2015SF14073foster,15,2103,15.38,21.65,60,10.3611,15.4664
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,foster,2015SF14074foster,3,1411,3.09,6.17,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,foster,2015SF14074foster,6,1455,6.11,14.42,,,
2015SF1407,2015,3,129,TRES,control,6,SF,1407,13,2.1667,foster,2015SF14074foster,9,815,8.84,13.06,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14581natal,3,1353,3.06,4.92,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14581natal,6,1439,6.1,11.86,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14581natal,9,1243,9.02,17.32,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14581natal,12,1243,12.02,20.15,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14581natal,15,2017,15.34,20.72,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14582natal,3,1353,3.06,6.92,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14582natal,6,1439,6.1,14.51,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14582natal,9,1243,9.02,17.41,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14582natal,12,1243,12.02,19.56,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,natal,2015SF14582natal,15,2017,15.34,19.85,115,5.6053,29.2973
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14585foster,3,1353,3.06,4.92,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14585foster,6,1439,6.1,11.48,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14585foster,9,1243,9.02,18.52,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14585foster,12,1243,12.02,21.79,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14585foster,15,2017,15.34,22.15,55,2.2054,9.4397
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14586foster,3,1353,3.06,5.17,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14586foster,6,1439,6.1,12.45,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14586foster,9,1243,9.02,14.46,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14586foster,12,1243,12.02,18.19,,,
2015SF1458,2015,3,124,TRES,control,4,SF,1458,14,3.5,foster,2015SF14586foster,15,2017,15.34,19.23,161,3.3255,13.2166
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14173foster,3,1131,2.97,4.93,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14173foster,6,1243,6.02,10.42,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14173foster,9,1810,9.25,16.99,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14173foster,12,1243,12.02,20.5,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14173foster,15,1357,15.07,23.77,80,11.0535,12.9147
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14174foster,3,1131,2.97,5.72,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14174foster,6,1243,6.02,11.26,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14174foster,9,1810,9.25,17.59,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14174foster,12,1243,12.02,21.4,,,
2015SF1417,2015,4,124,TRES,control,2,SF,1417,12,6,foster,2015SF14174foster,15,1357,15.07,21.36,153,0.2656,8.6327
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14611natal,3,1817,3.26,4.85,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14611natal,6,1243,6.02,10.62,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14611natal,9,1835,9.26,16.55,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14611natal,12,1243,12.02,23.8,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14611natal,15,1515,15.13,19.68,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14612natal,3,1817,3.26,6.16,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14612natal,6,1243,6.02,13.19,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14612natal,9,1835,9.26,19.9,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14612natal,12,1243,12.02,21.5,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,natal,2015SF14612natal,15,1515,15.13,21.06,65,2.5219,8.0585
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14611foster,3,1817,3.26,5.64,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14611foster,6,1243,6.02,10.91,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14611foster,9,1835,9.26,17.89,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14611foster,12,1243,12.02,19.18,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14611foster,15,1515,15.13,19.22,180,9.0193,19.206
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14612foster,3,1817,3.26,6.86,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14612foster,6,1243,6.02,15.62,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14612foster,9,1835,9.26,21.1,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14612foster,12,1243,12.02,22.91,,,
2015SF1461,2015,4,125,TRES,control,4,SF,1461,29,7.25,foster,2015SF14612foster,15,1515,15.13,22.54,128,3.2775,4.2635
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14821natal,2,1243,2.02,2.76,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14821natal,5,1418,5.09,8.93,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14821natal,8,1830,8.26,15.32,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14821natal,11,1912,11.3,20.42,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14821natal,14,1230,14.01,23.34,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14822natal,3,1243,3.02,5.02,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14822natal,6,1418,6.09,12.66,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14822natal,9,1830,9.26,20.44,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14822natal,12,1912,12.3,22.45,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14822natal,15,1230,15.01,23.59,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14823natal,3,1243,3.02,5.82,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14823natal,6,1418,6.09,13.13,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14823natal,9,1830,9.26,18.69,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14823natal,12,1912,12.3,19.75,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14823natal,15,1230,15.01,19.79,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14824natal,3,1243,3.02,5.2,,,
2015SF1482,2015,4,127,TRES,reduced,5,SF,1482,4,0.8,natal,2015SF14824natal,6,1418,6.09,12.23,,,
