month,theta_gradient_med,theta_gradient_iqr,rh_850_med,height_diff_med,soundings
2005-09,12.451543815704099,3.93563097632682,69.5,2341.0,63
2005-10,14.174846781199221,4.536169391000669,72.5,2310.0,61
2005-11,11.99869738540474,4.831738871016839,63.8,2284.5,56
2005-12,16.05814140814772,8.50361009106885,59.7,2199.5,66
2006-01,15.028032573231542,7.647417402735883,63.85,2248.0,62
2006-02,12.339640866192525,6.05840756259758,59.7,2171.5,60
2006-03,12.094398648505006,6.508811373602924,60.8,2193.0,62
2006-04,8.93734840492948,6.825350290320216,56.8,2277.0,61
2006-05,8.5290102344444,4.861436811489398,61.75,2273.5,62
2006-06,8.71062372582918,2.914454714089061,75.0,2329.0,61
2006-07,7.957440065223835,2.9507647356542748,75.0,2361.5,72
2006-08,10.90311085397309,4.649561102625313,74.05,2354.5,68
2006-09,13.061803242224784,5.577449348982256,79.8,2314.5,60
2006-10,12.661337113373804,5.905626270728135,70.7,2271.0,61
2006-11,13.188194953872994,5.711577056326462,54.9,2281.0,61
2006-12,13.896140659644686,6.927600250954015,37.7,2253.0,63
2007-01,12.811208903986198,7.714383861364411,72.5,2197.0,61
2007-02,16.242070751708297,6.980243365458563,67.75,2151.0,59
2007-03,12.802344354276727,10.74957206319003,60.3,2250.0,66
2007-04,10.512238969850785,8.49329543014079,75.0,2256.0,59
2007-05,8.334562161048723,6.530934968200924,63.0,2310.5,62
2007-06,7.462974216742936,4.3054453075242805,69.85,2335.5,60
2007-07,7.54016043361429,2.6812833719088474,67.1,2345.5,66
2007-08,8.68456498163303,5.008793320428751,67.5,2360.0,64
2007-09,11.931166649769466,5.73578683030982,72.6,2343.0,63
2007-10,13.134092449329955,5.475051529269294,69.65,2325.0,62
2007-11,13.264386170310672,7.307894661092149,70.69999999999999,2242.0,59
2007-12,18.297452648281876,7.89695584934006,71.45,2238.5,68
2008-01,14.191252536517538,8.248053212453328,62.6,2200.0,63
2008-02,14.91414460756917,10.207996658982722,68.7,2218.5,62
2008-03,12.790969162304293,7.965707894622312,63.8,2219.0,61
2008-04,9.983590903287876,5.63548787434226,68.9,2279.5,52
2008-05,8.947069416776259,5.816872564155375,54.0,2283.0,62
2008-06,6.616484548986591,2.4815125500364985,64.75,2343.0,70
2008-07,8.525701874193146,2.616746132691304,69.0,2349.0,63
2008-08,8.67028028840349,6.004703917048573,74.4,2336.0,65
2008-09,12.35028636314567,3.8959492109513434,72.6,2329.0,62
2008-10,13.410287928621472,5.718261799798057,65.5,2277.5,60
2008-11,12.786999130002755,5.801001713769267,65.8,2227.0,61
2008-12,17.570658567897738,7.881050987469365,67.35,2229.0,63
2009-01,16.675212345258046,9.826218383535561,64.1,2170.5,62
2009-02,13.032640206684363,5.85903096030944,62.15,2196.0,56
2009-03,16.24722808217234,6.807095564789165,61.25,2242.0,63
2009-04,10.065338309183772,7.994642128591138,49.9,2262.5,62
2009-05,10.316730365410649,5.230356029655127,73.6,2308.0,65
2009-06,9.597672280722634,5.104032340975834,76.9,2336.0,65
2009-07,8.065246215315767,4.008251019457049,78.7,2332.0,63
2009-08,8.942174899368325,2.8060209034312464,77.05000000000001,2351.0,68
2009-09,12.598107246065155,5.27757900063942,87.9,2317.5,60
2009-10,15.479030033318196,6.03016901216354,81.69999999999999,2289.0,60
2009-11,15.267387765435757,6.320746579728194,70.5,2266.0,60
2009-12,16.391280870270464,5.377445086128375,62.9,2201.0,65
2010-01,16.84327083843249,5.468786736752861,70.5,2176.0,63
2010-02,14.589208023105584,5.508137666103167,77.4,2170.0,62
2010-03,11.28261682494275,4.924267819803845,55.5,2240.0,61
2010-04,9.455740554713373,7.291624951711867,51.7,2274.0,61
2010-05,9.881010106628992,5.013420385370637,70.55,2318.0,65
2010-06,9.137216621845312,3.783248543451407,70.05,2355.0,65
2010-07,9.449785506261037,3.9440966670420607,70.0,2368.0,65
2010-08,9.843838983516548,3.0421017468687523,78.3,2356.0,65
2010-09,9.876446425246172,6.651141958606374,60.6,2339.0,64
2010-10,11.79637727037499,5.300728243578533,58.3,2285.0,61
2010-11,15.332534625926144,5.642167978403819,58.2,2255.0,60
2010-12,15.16560468676505,5.27069946708076,71.0,2163.0,65
2011-01,15.469707880465592,6.874227441430264,67.5,2169.0,63
2011-02,15.503570643326725,4.691797587100666,53.650000000000006,2208.0,57
2011-03,14.405804305657199,5.094345340613486,58.2,2218.0,60
2011-04,11.106686290134292,7.870600280603298,66.55,2269.0,61
2011-05,8.613667141597375,3.9563963441209467,68.3,2308.0,65
2011-06,8.831790084044371,4.184444367321646,65.0,2343.0,61
2011-07,9.286027881413276,3.57077918550614,69.5,2364.0,64
2011-08,9.077295114787972,4.998978322493699,69.8,2351.0,72
