month,theta_gradient_med,rh_850_med,mixing_potential,ventilation_index,dispersion_potential
2010-07-01,9.449785506261035,70.0,0.09569574412803455,2.8708723238410365,Good
2010-08-01,9.843838983516548,78.3,0.0922182634323578,2.0011363164821643,Good
2010-09-01,9.876446425246172,60.6,0.09194179430506104,3.6225066956194047,Good
2010-10-01,11.79637727037499,58.3,0.078147117646735,3.25873480586885,Good
2010-11-01,15.332534625926144,58.2,0.061227483847645266,2.559308824831572,Poor
2010-12-01,15.16560468676505,71.0,0.061859733636732465,1.7939322754652416,Poor
2011-01-01,15.469707880465592,67.5,0.060717531073279145,1.9733197598815722,Poor
2011-02-01,15.503570643326723,53.650000000000006,0.0605929481329759,2.8084831459634327,Poor
2011-03-01,14.4058043056572,58.2,0.06491059993750457,2.713263077387691,Moderate
2011-04-01,11.106686290134292,66.55,0.08259898505959451,2.762936050243437,Good
2011-05-01,8.613667141597375,68.3,0.10401857951510513,3.2973889706288326,Good
2011-06-01,8.831790084044371,65.0,0.10171087782100444,3.559880723735155,Good
2011-07-01,9.286027881413276,69.5,0.09721925815571505,2.965187373749309,Good
2011-08-01,9.077295114787972,69.8,0.09923297756086805,2.9968359223382155,Good
2011-09-01,11.043193609769617,81.5,0.08303445351810879,1.5361373900850126,Good
2011-10-01,11.81463199590604,73.35,0.07803579535639224,2.079653946247854,Good
2011-11-01,13.767170282764424,44.5,0.06771778078344197,3.7583368334810294,Moderate
2011-12-01,15.636705842595603,51.5,0.06010805320844594,2.915240580609628,Poor
2012-01-01,14.788414567971188,59.6,0.06333758185122827,2.5588383067896223,Moderate
2012-02-01,13.243027153435264,57.2,0.07020979383296413,3.0049791760508646,Moderate
2012-03-01,10.112366490081058,61.4,0.0899898325791004,3.4736075375532756,Good
2012-04-01,10.42175322228158,49.7,0.08755223305378354,4.403877322605312,Good
2012-05-01,9.417644946494503,69.15,0.0959909850197473,2.961321887859204,Good
2012-06-01,7.8907750705457715,62.3,0.11247613307785703,4.2403502170352105,Excellent
2012-07-01,7.648442354115446,71.2,0.1156277580464117,3.3300794317366567,Excellent
2012-08-01,8.141437431753445,75.55000000000001,0.10939198648632956,2.6746340695907564,Good
2012-09-01,10.947823182694435,74.4,0.08369725469727643,2.1426497202502763,Good
2012-10-01,14.202890541546196,72.19999999999999,0.06577696506248054,1.8285996287369597,Moderate
2012-11-01,15.130944205915624,33.15,0.061992651343575705,4.144208742318035,Poor
2012-12-01,15.2175861292194,66.6,0.061661457631989346,2.0594926849084443,Poor
2013-01-01,17.147237986194853,61.1,0.055104804420415376,2.143576891954158,Poor
2013-02-01,16.08221513619307,71.95,0.058540417154754276,1.6420587011908572,Poor
2013-03-01,12.31689048224763,73.25,0.0750926052394192,2.0087271901544637,Moderate
2013-04-01,10.012296335685136,53.55,0.09080758177197966,4.2180121733084555,Good
2013-05-01,9.569102894263438,59.4,0.094615409652485,3.841385631890891,Good
2013-06-01,9.154148003275909,66.05000000000001,0.09848192085415558,3.343461212998581,Good
2013-07-01,9.84059864623424,70.95,0.09224582817180264,2.6797413083908665,Good
2013-08-01,10.303963806368756,74.5,0.08846454368834682,2.255845864052844,Good
2013-09-01,13.265972327467267,74.65,0.07009686946291285,1.7769556408848404,Moderate
2013-10-01,12.682501340162077,70.0,0.07308605167570585,2.1925815502711754,Moderate
2013-11-01,15.833070909173044,63.6,0.05940686672062066,2.162409948630592,Poor
2013-12-01,14.456335636892902,67.9,0.06469838799392326,2.076818254604936,Moderate
2014-01-01,16.35860540557178,52.7,0.05760831452963492,2.7248732772517315,Poor
2014-02-01,17.22224190447008,60.0,0.05487798950548949,2.1951195802195795,Poor
2014-03-01,13.98926325751296,48.75,0.06671441970296821,3.419114009777121,Moderate
2014-04-01,12.941366579028852,45.3,0.07172897967579728,3.923575188266111,Moderate
2014-05-01,7.929795163871006,61.1,0.11198465156803292,4.35620294599648,Excellent
2014-06-01,10.400063928463112,74.2,0.08771880633960744,2.2631452035618715,Good
2014-07-01,9.716191950736745,68.1,0.09331673084964191,2.9768037141035775,Good
2014-08-01,10.935718295702742,75.1,0.08378213821953501,2.0861752416664223,Good
2014-09-01,13.1625006129469,74.25,0.07060899959191051,1.8181817394916957,Moderate
2014-10-01,12.060137026649729,69.2,0.07656887504009033,2.358321351234782,Moderate
2014-11-01,14.231527950974368,60.1,0.06565329514009982,2.619566476089983,Moderate
2014-12-01,17.790104854445246,63.4,0.053219500782265526,1.9478337286309184,Poor
2015-01-01,16.194915803692965,65.4,0.058156725593575126,2.012222705537699,Poor
2015-02-01,15.700198522960337,54.75,0.05987952769694001,2.7095486282865355,Poor
2015-03-01,14.250775184580846,58.55,0.06557043743002917,2.7178946314747097,Moderate
2015-04-01,9.60131147699903,58.1,0.0943279519868494,3.95234118824899,Good
2015-05-01,8.603216434731308,64.95,0.10413177780554514,3.649818812084357,Good
2015-06-01,9.367775287309088,72.94999999999999,0.09645270776885691,2.6090457451475806,Good
2015-07-01,10.39940225641294,74.2,0.0877238979295982,2.263276566583633,Good
2015-08-01,9.631204207558682,67.15,0.09406272144495258,3.0899603994666918,Good
2015-09-01,12.195918914119543,66.0,0.07578100521139204,2.5765541771873295,Moderate
2015-10-01,14.686096584368386,64.5,0.0637507231082924,2.26315067034438,Moderate
2015-11-01,14.31327535687018,55.25,0.06530281580493867,2.9223010072710056,Moderate
2015-12-01,14.765596161057315,67.94999999999999,0.06342925378680607,2.0329075838671353,Moderate
2016-01-01,17.30398931036592,51.8,0.054632899038772914,2.6333057336688546,Poor
2016-02-01,13.85388022903723,68.8,0.06732247632138179,2.100461261227112,Moderate
2016-03-01,12.316197498689265,61.5,0.07509651310732149,2.8912157546318773,Moderate
2016-04-01,11.365950387995326,53.05,0.08086721753071115,3.7967158630668885,Good
2016-05-01,10.403372288714422,73.6,0.0876933572527199,2.315104631471806,Good
2016-06-01,9.914211197439954,64.8,0.09162366220607503,3.225152909653841,Good
2016-07-01,8.96691029946399,67.30000000000001,0.10033199556875504,3.2808562550982887,Good
2016-08-01,10.200721337659502,72.3,0.08927996419639163,2.473055008240048,Good
2016-09-01,11.190681525237096,73.4,0.08202986829979968,2.1819944967746707,Good
2016-10-01,13.936484097070434,63.6,0.06695015999087328,2.4369858236677873,Moderate
2016-11-01,14.00983383521995,54.900000000000006,0.06662298936671382,3.004696820438793,Moderate
2016-12-01,15.877384378900274,51.3,0.05925088731463493,2.8855182122227214,Poor
2017-01-01,17.04968775288191,66.6,0.05540262046030878,1.8504475233743134,Poor
2017-02-01,11.496244108976043,56.8,0.08002404492736347,3.457038740862102,Good
2017-03-01,13.148250375441393,70.3,0.07068011757381713,2.099199491942369,Moderate
2017-04-01,10.467127782135265,64.8,0.08720579547024046,3.0696440005524646,Good
2017-05-01,11.16660779719166,73.0,0.0821921785159232,2.2191888199299266,Good
2017-06-01,7.757172989313801,62.1,0.11419210300176547,4.327880703766911,Excellent
2017-07-01,8.387273298522217,70.45,0.10652720637817417,3.1478789484750465,Good
2017-08-01,9.334574196498153,70.80000000000001,0.0967625739567333,2.825467159536611,Good
2017-09-01,10.050323920934945,63.1,0.09049508477353232,3.339268628143343,Good
2017-10-01,14.639866121459391,62.3,0.0639391662456691,2.4105065674617254,Moderate
2017-11-01,16.34524519744855,63.2,0.057652687443536285,2.121618897922135,Poor
2017-12-01,16.179502556450075,62.1,0.05820890312243344,2.206117428340227,Poor
2018-01-01,14.56440460004103,53.8,0.06424916504659381,2.9683114251526344,Moderate
2018-02-01,14.997147334596493,60.45,0.06251114521132987,2.4723157931080966,Moderate
2018-03-01,12.940179280866287,56.0,0.0717350889003672,3.156343911616157,Moderate
2018-04-01,10.983670961706366,53.8,0.08344688394695451,3.8552460383492986,Good
2018-05-01,9.897279816009302,63.25,0.09176602022560622,3.3724012432910286,Good
2018-06-01,11.4000759639126,74.85,0.08064466725125365,2.0282133813690297,Good
2018-07-01,10.569377742769063,71.3,0.08643507215632289,2.480686570886467,Good
2018-08-01,9.46189039325273,72.8,0.09558501976324832,2.5999125375603547,Good
2018-09-01,12.132426233754812,84.5,0.07614739136547816,1.1802845661649115,Moderate
2018-10-01,13.506057214690829,65.9,0.06893671968888021,2.350742141390815,Moderate
2018-11-01,16.0157449316022,65.80000000000001,0.05876909909144014,2.009903188927252,Poor
2018-12-01,16.011181250219494,68.2,0.05878486539475894,1.869358719553334,Poor
2019-01-01,17.566094886515003,71.1,0.053861622819041166,1.55660089947029,Poor
2019-02-01,17.089301495288368,48.55,0.055281294319764925,2.8442225927519056,Poor
2019-03-01,13.39203320309042,53.8,0.06948288583612137,3.2101093256288076,Moderate
2019-04-01,9.972877383365756,59.3,0.09113379882618045,3.7091456122255444,Good
2019-05-01,8.487606265974307,69.95,0.10540066397847164,3.1672899525530727,Good
2019-06-01,9.247932273194408,64.65,0.09758066050218807,3.4494763487523477,Good
2019-07-01,8.531520876707418,70.05000000000001,0.10491505111673652,3.1422057809462576,Good
2019-08-01,9.183447084754334,70.6,0.09819857575507046,2.887038127199072,Good
2019-09-01,10.774539336086946,69.30000000000001,0.08492901263110747,2.6073206877749984,Good
2019-10-01,14.383248711799467,62.6,0.06500577470563591,2.431215973990783,Moderate
2019-11-01,16.72792348273157,42.7,0.056408185706243646,3.2321890409677607,Poor
2019-12-01,15.394042290140078,66.4,0.06099776872000832,2.0495250289922793,Poor
2020-01-01,15.73663995105352,64.8,0.05974914934685281,2.103170057009219,Poor
2020-02-01,11.925084834199057,71.9,0.07736893125483058,2.1740669682607385,Good
2020-03-01,13.264386170310672,62.65,0.07010466402552676,2.6184092013534244,Moderate
2020-04-01,9.52154908725393,61.1,0.09504303897716214,3.6971742162116072,Good
2020-05-01,10.659658862349175,61.6,0.08576580256813114,3.2934068186162357,Good
2020-06-01,9.054544730843077,63.25,0.09945751167951189,3.6550635542220618,Good
2020-07-01,7.841829896466777,69.7,0.11309876029164541,3.4268924368368556,Excellent
2020-08-01,9.453755538562577,75.2,0.09565940166776686,2.3723531613606177,Good
2020-09-01,13.333435040133566,72.6,0.06976694680654034,1.9116143424992058,Moderate
2020-10-01,13.862209873814464,66.4,0.06728474489933607,2.2607674286176915,Moderate
2020-11-01,14.25346768670346,54.7,0.06555886310833477,2.969816498807565,Moderate
2020-12-01,16.651401430268777,70.3,0.05665272550457049,1.6825859474857436,Poor
2021-01-01,15.630556004056132,69.65,0.06013028065664814,1.8249540179292707,Poor
2021-02-01,17.564839565383522,71.3,0.05386526484530606,1.545933101060284,Poor
2021-03-01,11.988246678538644,49.3,0.07699268613771922,3.9035291871823645,Good
2021-04-01,8.412212767524892,60.2,0.10624494204490531,4.228548693387231,Good
2021-05-01,7.9799276361125635,63.55,0.11135947198266097,4.059052753767992,Excellent
2021-06-01,9.795029855375503,71.3,0.09263522319042397,2.6586309055651682,Good
2021-07-01,8.313397934260479,68.7,0.10737219724300377,3.3607497737060177,Good
2021-08-01,8.780995939752586,68.5,0.1022390773045649,3.2205309350937945,Good
2021-09-01,11.31766688596656,67.8,0.0811842055202267,2.6141314177513,Good
2021-10-01,11.51251381835641,76.69999999999999,0.07991999165930637,1.8621358056618393,Good
2021-11-01,13.407047591339222,,0.06941047384345067,,Moderate
2021-12-01,15.596625218225997,55.6,0.06025321334013286,2.675242672301899,Poor
2022-01-01,14.785903925708226,56.6,0.06334765526929656,2.7492882386874706,Moderate
2022-02-01,14.504813929008776,66.1,0.06449609808790076,2.1864177251798362,Moderate
2022-03-01,12.741498362112964,62.6,0.07277226788871333,2.7216828190378783,Moderate
2022-04-01,10.597752339141124,56.7,0.08622360357059111,3.733482034606595,Good
2022-05-01,11.277323448540812,78.8,0.08145097782846572,1.7267607299634735,Good
2022-06-01,9.627302198226204,67.1,0.09409725830200909,3.0957997981360994,Good
2022-07-01,9.136554949795029,72.75,0.09865284654923327,2.6882900684666065,Good
2022-08-01,8.872133521470118,78.2,0.10129522638902518,2.2082359352807486,Good
2022-09-01,11.268857757825517,70.2,0.08150718019060611,2.428913969680062,Good
2022-10-01,14.178155141450532,64.80000000000001,0.06588415987849976,2.3191224277231908,Moderate
