user;blinding code;replica;Time;breed;Animal ID;material;Colour ;Bleeding ;Boiled chicken Odour ;Sweet Odour ;Boiled chicken flavour;Sour taste Breast;Sweet taste ;Metallic flavour ;Hardness at 1 bite;Juiciness;Tenderness;Stringy;Crumbling ;Bitter Aftertaste
1006;143;1;11/10/2023, 09:55:11;Dual_PurposexNo_Enchriment;DP-017;Breast;5,54;6,18;9,63;5,23;10,35;0,37;7,52;0,48;3,3;9,93;13,08;2,9;12,66;0,77
1007;143;1;11/10/2023, 09:55:01;Dual_PurposexNo_Enchriment;DP-017;Breast;3,45;3,14;8,48;5,25;8,37;7,19;4,53;3,01;4,02;9,34;7,91;9,98;11,19;2,88
1008;143;1;11/10/2023, 09:54:40;Dual_PurposexNo_Enchriment;DP-017;Breast;3,19;0,09;9,91;6,64;10,11;3,14;5,93;3,21;9,69;3,96;6,24;4,24;12,04;5,41
1001;445;1;11/15/2023, 10:25:13;Dual_PurposexNo_Enchriment;DP-018;Breast;5,63;5,47;14,37;2,22;7,21;5,71;8,11;14,37;11,67;5,12;8,7;5,23;10,4;9,52
1002;445;1;11/15/2023, 10:25:02;Dual_PurposexNo_Enchriment;DP-018;Breast;1,63;1,96;8,92;6,4;10,24;9,91;4,9;1,25;5,03;8,07;12,24;9,25;2,66;1,21
1003;445;1;11/15/2023, 10:24:53;Dual_PurposexNo_Enchriment;DP-018;Breast;4,51;3,12;6,29;3,54;6,2;9,76;5,49;7,82;10,73;11,05;8,26;5,12;11,89;10,22
1004;445;1;11/15/2023, 10:25:06;Dual_PurposexNo_Enchriment;DP-018;Breast;1,19;1,03;9,41;5,63;7,19;1,63;4,07;1,69;2,44;9,3;11,36;2,51;12,77;3,67
1005;445;1;11/15/2023, 10:25:47;Dual_PurposexNo_Enchriment;DP-018;Breast;1,14;5,09;6,29;5,06;10,4;10,54;8,74;7,63;4,37;6,49;12,57;1,94;8,97;9,69
1006;445;1;11/15/2023, 10:25:39;Dual_PurposexNo_Enchriment;DP-018;Breast;0,59;0,48;9,16;8,15;8,79;0,4;6,97;0,57;4,75;3,41;9,14;9,21;7,65;0,79
1007;445;1;11/15/2023, 10:25:56;Dual_PurposexNo_Enchriment;DP-018;Breast;0,97;1,1;7,05;6,75;7,36;4,02;5,56;2,77;2,42;6,79;8,22;10,88;11,05;3,76
1008;445;1;11/15/2023, 10:25:16;Dual_PurposexNo_Enchriment;DP-018;Breast;0;0;5,27;2,77;10,48;2,51;9,12;1,34;10,84;6,68;9,08;9,76;10,07;10,31
1001;292;1;11/15/2023, 10:43:57;Dual_PurposexNo_Enchriment;DP-019;Breast;7,58;6,15;13,85;6,59;9,85;7,76;10,09;4,9;7,3;7,78;5,32;11,01;8,11;0,68
1002;292;1;11/15/2023, 10:43:48;Dual_PurposexNo_Enchriment;DP-019;Breast;0,97;4,51;10,77;5,85;6,18;6,86;3,89;1,38;1,49;5,93;12,04;6,64;7,45;1,21
1003;292;1;11/15/2023, 10:44:04;Dual_PurposexNo_Enchriment;DP-019;Breast;5,74;8,22;10,88;4,46;12,2;6,84;9,54;3,38;3,27;12,99;12,29;4,24;7,58;8,62
1004;292;1;11/15/2023, 10:44:01;Dual_PurposexNo_Enchriment;DP-019;Breast;2,68;9,01;9,34;7,41;6,55;6,4;3,1;1,89;2,97;7,71;11,3;2,26;12,09;1,32
1005;292;1;11/15/2023, 10:44:06;Dual_PurposexNo_Enchriment;DP-019;Breast;1,06;0,4;7,94;8,54;10,17;10,31;10,17;11,34;0,71;2,74;10,74;3,8;7,49;7,57
1006;292;1;11/15/2023, 10:44:07;Dual_PurposexNo_Enchriment;DP-019;Breast;6,59;5,36;6,97;9,89;7,08;0,62;4,15;4,24;2,92;7,56;13,25;6,53;11,45;0,48
1007;292;1;11/15/2023, 10:44:01;Dual_PurposexNo_Enchriment;DP-019;Breast;2,42;3,19;7,14;6,35;6,81;4,81;2,26;1,96;4,13;9,32;7,93;11,08;10,29;3,27
1008;292;1;11/15/2023, 10:43:35;Dual_PurposexNo_Enchriment;DP-019;Breast;4,13;0,4;4,62;4,44;9,23;5,1;6,99;2,59;11,52;3,1;7,74;3,6;14,15;12,09
1001;334;1;11/13/2023, 10:55:16;Dual_PurposexNo_Enchriment;DP-020;Breast;14,42;14,86;14,22;0,44;14,55;14,99;3,82;14,66;14,7;9,65;0,26;5,6;0,7;0,81
1002;334;1;11/13/2023, 10:55:36;Dual_PurposexNo_Enchriment;DP-020;Breast;0,9;4,95;5,36;4,51;3,87;9,08;3,23;0,86;5,12;6,9;10,55;8,09;1,08;1,23
1003;334;1;11/13/2023, 10:55:54;Dual_PurposexNo_Enchriment;DP-020;Breast;4,88;4,73;9,74;4,88;10,95;2,37;7,23;0,07;10,07;4,75;10,44;5,19;10,97;6,99
1004;334;1;11/13/2023, 10:55:58;Dual_PurposexNo_Enchriment;DP-020;Breast;1,19;1,27;10,15;8,02;8,29;1,93;3,43;1,1;1,71;7,16;11,08;2,59;12,53;5,52
1005;334;1;11/13/2023, 10:56:09;Dual_PurposexNo_Enchriment;DP-020;Breast;1,14;1,11;9,06;9;8,37;7,43;11,51;10,03;1,17;2,69;12,37;1,29;9,14;6,8
1006;334;1;11/13/2023, 10:55:55;Dual_PurposexNo_Enchriment;DP-020;Breast;0,99;3,6;7,82;8,11;8,29;4,73;7,43;2,35;9,65;5,45;7,25;7,56;10,88;0,62
1007;334;1;11/13/2023, 10:55:53;Dual_PurposexNo_Enchriment;DP-020;Breast;2,44;3,56;8,11;5,49;7,27;3,16;3,45;2,75;4,7;7,82;7,82;10,35;10,79;2,22
1008;334;1;11/13/2023, 10:55:33;Dual_PurposexNo_Enchriment;DP-020;Breast;0,11;0,07;9,76;4,77;9,54;0,59;6,48;0,57;10,59;2,7;8,88;4,04;12,15;5,58
1001;231;1;11/01/2023, 09:07:11;High_spacexRoughage;HR-WP4-003;Breast;5,3;0,07;10,59;5,52;1,54;2,55;11,6;7,43;0,55;10,77;13,12;4,04;12,64;7,27
1002;231;1;11/01/2023, 09:07:24;High_spacexRoughage;HR-WP4-003;Breast;1,32;1,1;10,55;6,81;10,84;12,15;0,62;0,48;2,99;11,36;12,33;11,3;4,18;0,68
1003;231;1;11/01/2023, 09:07:38;High_spacexRoughage;HR-WP4-003;Breast;4,13;0,62;10,55;7,34;12,73;5,27;11,14;11,89;2,18;12,42;12,55;0,86;8,09;8,92
1004;231;1;11/01/2023, 09:10:04;High_spacexRoughage;HR-WP4-003;Breast;1,34;0,2;10,7;4,66;11,82;6,95;3,25;2,79;2,35;9,96;13,36;7,14;9,16;3,01
1005;231;1;11/01/2023, 09:08:39;High_spacexRoughage;HR-WP4-003;Breast;10,66;7,43;10,51;8,6;12,09;2;1,8;7,11;1,06;10,03;10,57;0,69;6,49;4,97
1006;231;1;11/01/2023, 09:07:50;High_spacexRoughage;HR-WP4-003;Breast;0,55;0,35;13,05;8,99;12,33;0,4;11,45;8,2;1,41;14,42;14,31;5,34;9,38;0,95
1007;231;1;11/01/2023, 09:07:33;High_spacexRoughage;HR-WP4-003;Breast;2,73;2,59;7,01;6,02;7,74;6,64;2,29;7,08;1,71;10,07;9,19;10,35;10,26;0,29
1008;231;1;11/01/2023, 09:07:23;High_spacexRoughage;HR-WP4-003;Breast;0;0;11,65;0,04;11,25;6,13;0,15;3,6;4,73;8,66;12,86;0,86;13,43;7,52
1001;303;1;11/02/2023, 08:55:31;High_spacexRoughage;HR-WP4-005;Breast;9,52;6,24;1,14;11,43;10,04;6,18;0,53;11,08;5,21;12,42;10,4;0,81;0,81;1,71
1002;303;1;11/02/2023, 08:55:43;High_spacexRoughage;HR-WP4-005;Breast;1,01;3,71;14,15;7,71;11,03;11,49;0,66;0,68;1,08;12,48;13,03;6,95;9,96;0,81
1003;303;1;11/02/2023, 08:56:17;High_spacexRoughage;HR-WP4-005;Breast;3,49;0,11;13,1;10,44;12,2;4,7;4,48;9,6;11,58;11,74;5,96;7,19;10,22;10,46
1004;303;1;11/02/2023, 08:56:32;High_spacexRoughage;HR-WP4-005;Breast;0,99;13,21;12,68;7,91;9,76;4,4;6,77;2,22;2,02;11,91;13,34;4,02;10,46;1,85
1005;303;1;11/02/2023, 08:56:22;High_spacexRoughage;HR-WP4-005;Breast;2,46;5,97;9,31;1,46;10,2;10,4;10,4;1,34;1,91;8,89;11,86;1,46;5,4;6,34
1006;303;1;11/02/2023, 08:56:24;High_spacexRoughage;HR-WP4-005;Breast;13,54;4,59;13,47;5,03;13,25;8,13;8,18;3,65;7,08;13,38;13,67;7,45;9,74;3,98
1007;303;1;11/02/2023, 08:55:57;High_spacexRoughage;HR-WP4-005;Breast;3,32;0,4;8,26;5,05;7,03;1,21;1,65;2,22;3,89;8,4;8,29;11,08;8,84;3,27
1008;303;1;11/02/2023, 08:55:55;High_spacexRoughage;HR-WP4-005;Breast;0,02;0,02;13,54;3,87;13,16;5,58;3,78;6,95;6,2;8,2;10,35;4,55;11,93;10,51
1001;415;1;11/02/2023, 09:05:25;High_spacexRoughage;HR-WP4-006;Breast;2,24;6,59;10,7;11,58;9,82;0,15;10,75;8,02;0,24;14,55;14,7;0,37;0,31;0,11
1002;415;1;11/02/2023, 09:05:49;High_spacexRoughage;HR-WP4-006;Breast;1,43;4,26;12,31;8,55;6,22;12,51;0,81;3,93;0,51;13,12;13,65;2,73;13,34;0,77
1003;415;1;11/02/2023, 09:06:03;High_spacexRoughage;HR-WP4-006;Breast;11,67;5,23;7,36;10,24;11,63;10,2;4,31;3,47;1,87;13,34;13,41;0,64;12,26;7,76
1004;415;1;11/02/2023, 09:06:13;High_spacexRoughage;HR-WP4-006;Breast;0,97;0,95;12,18;7,47;8,35;3,36;3,19;3,45;1,27;13,25;13,32;3,16;8,24;3,45
1005;415;1;11/02/2023, 09:06:21;High_spacexRoughage;HR-WP4-006;Breast;1,54;6,77;6,71;6,66;10,09;9,89;10,31;1,26;1,4;7,77;8;2,83;7,91;6,29
1006;415;1;11/02/2023, 09:06:33;High_spacexRoughage;HR-WP4-006;Breast;1,8;3,91;14,04;1,78;7,36;0,86;0,81;1,21;1,05;13,89;13,93;0,99;13,05;0,46
1007;415;1;11/02/2023, 09:06:12;High_spacexRoughage;HR-WP4-006;Breast;1,71;4,2;6,04;4,22;7,89;6,18;5,36;5,67;2,18;9,63;8,33;10,79;6,42;4,99
1008;415;1;11/02/2023, 09:05:43;High_spacexRoughage;HR-WP4-006;Breast;0,07;0,13;10,37;4,46;9,34;0,24;5,63;1,43;4,44;6,24;12,92;1,32;14,77;6,7
1001;134;1;11/02/2023, 09:14:57;High_spacexRoughage;HR-WP4-007;Breast;8,66;0,35;12,86;12,18;13,89;8,4;3,49;0,31;4,95;4,97;13,16;0,24;5,03;0,51
1002;134;1;11/02/2023, 09:15:21;High_spacexRoughage;HR-WP4-007;Breast;0,88;0,53;11,12;0,84;1,41;10,42;1,58;0,37;0,68;9,93;12,24;6,44;11,52;0,7
1003;134;1;11/02/2023, 09:15:55;High_spacexRoughage;HR-WP4-007;Breast;2,99;6,11;12,53;7,58;12,59;10,44;2,11;9,32;11,76;7,45;11,8;12,07;12,37;12,2
1004;134;1;11/02/2023, 09:15:56;High_spacexRoughage;HR-WP4-007;Breast;1,08;13,23;11,41;8,97;10,26;6,09;3,78;2,24;1,67;11,36;13,8;3,34;10,07;5,96
1005;134;1;11/02/2023, 09:15:59;High_spacexRoughage;HR-WP4-007;Breast;1,6;5,6;6,57;6,23;10,37;10,57;11,2;6,11;1,23;1,31;9,4;1,8;11,54;6,94
1006;134;1;11/02/2023, 09:15:48;High_spacexRoughage;HR-WP4-007;Breast;1,38;0,33;12,99;4,44;10,51;0,2;5,21;0,26;5,19;11,52;14,02;0,9;13,41;0
1007;134;1;11/02/2023, 09:15:22;High_spacexRoughage;HR-WP4-007;Breast;1,52;0,97;8,62;7,71;6,33;5,52;5,52;8,15;0,64;9,12;8,18;7,45;11,25;1,63
1008;134;1;11/02/2023, 09:15:19;High_spacexRoughage;HR-WP4-007;Breast;0,22;2,95;11,19;0,51;9,74;3,93;0,53;2,86;7,05;2,95;9,89;3,14;12,29;11,05
1001;807;1;11/03/2023, 08:55:40;High_spacexRoughage;HR-WP4-009;Breast;1,71;4;2,26;10,22;11,76;7,45;5,54;0,24;0,18;14,57;10,7;10,81;8,22;0,22
1002;807;1;11/03/2023, 08:55:46;High_spacexRoughage;HR-WP4-009;Breast;0,88;1,12;5,85;5,08;8,37;12,46;1,03;0,88;0,79;11,67;11,74;11,6;4,53;0,73
1003;807;1;11/03/2023, 08:56:06;High_spacexRoughage;HR-WP4-009;Breast;2,18;0,07;6,84;3,01;12,46;10,75;3,56;9,16;3,76;12,92;12,46;1,41;5,16;4,81
1004;807;1;11/03/2023, 08:56:25;High_spacexRoughage;HR-WP4-009;Breast;0,81;0,9;12,22;7,08;12,59;4,95;5,6;3,56;2,02;8,31;13,05;4;9,05;3,6
1005;807;1;11/03/2023, 08:56:24;High_spacexRoughage;HR-WP4-009;Breast;1,06;0,57;6,26;6,14;10,71;11,11;3,66;6,6;2,37;4,6;10,83;2,14;8,51;5,34
1006;807;1;11/03/2023, 08:56:05;High_spacexRoughage;HR-WP4-009;Breast;1,36;0,24;11,67;10,4;11,78;8,29;5,58;6,75;10,35;13,69;14,02;4,4;12,95;0,57
1007;807;1;11/03/2023, 08:55:49;High_spacexRoughage;HR-WP4-009;Breast;1,21;1,34;8,15;6,15;7,03;5,34;5,78;4,53;1,58;7,8;7,41;10,64;10,31;1,87
1008;807;1;11/03/2023, 08:55:52;High_spacexRoughage;HR-WP4-009;Breast;0,13;0,02;9,01;0,29;9,98;7,82;0,18;7,8;7,38;5,74;10,64;3,47;12,42;11,78
1001;839;1;11/01/2023, 09:25:59;High_spacexRoughage;HR-WP4-012;Breast;7,69;0,18;4,35;8,51;4,42;11,25;0,57;12,62;8,07;2,15;2,18;11,67;14,37;6,81
1002;839;1;11/01/2023, 09:25:58;High_spacexRoughage;HR-WP4-012;Breast;8,11;6,11;13,34;10,77;13,25;12,09;1,3;4,75;6,26;7,63;7,98;10,2;1,05;0,64
1003;839;1;11/01/2023, 09:26:09;High_spacexRoughage;HR-WP4-012;Breast;9,45;0,15;12,59;9,38;12,84;11,19;7,23;3,19;11,98;10,48;9,12;4,81;11,41;6,86
1004;839;1;11/01/2023, 09:26:29;High_spacexRoughage;HR-WP4-012;Breast;1,01;0,66;12,95;6,13;12,79;8,22;4,66;2,51;1,93;10,35;11,34;6,37;10,13;4,22
1005;839;1;11/01/2023, 09:26:42;High_spacexRoughage;HR-WP4-012;Breast;1,4;1,43;11,11;8,14;11,77;10,43;7,6;1,26;2,06;11,57;11,97;0,49;6,46;0,91
1006;839;1;11/01/2023, 09:26:43;High_spacexRoughage;HR-WP4-012;Breast;1,56;4,02;12,88;9,54;11,56;7,63;9,69;7,38;9,52;4,57;8,77;5,96;11,16;1,27
1007;839;1;11/01/2023, 09:26:04;High_spacexRoughage;HR-WP4-012;Breast;4,13;5,41;5,21;5,36;6,81;6,81;1,27;6,7;1,89;7,8;8,68;10,92;8,48;1,12
1008;839;1;11/01/2023, 09:25:59;High_spacexRoughage;HR-WP4-012;Breast;3,19;3,87;12,15;0,42;11,45;1,16;6,77;1,49;8,37;3,12;7,89;3,49;10,64;10,48
1001;437;1;11/01/2023, 09:55:55;High_spacexRoughage;HR-WP4-014;Breast;0,31;0,02;0,64;3,3;0,97;0,68;4,7;0,4;1,16;14,37;14,64;4,24;10,44;0,13
1002;437;1;11/01/2023, 09:56:17;High_spacexRoughage;HR-WP4-014;Breast;2,4;0,81;10,79;8,02;11,8;12,62;5,23;0,81;1,63;8,33;11,8;12,2;1,98;0,97
1003;437;1;11/01/2023, 09:56:32;High_spacexRoughage;HR-WP4-014;Breast;4,57;3,8;12,46;8,99;12,97;4,64;11,43;0,11;3,05;11,98;11,98;3,12;8,62;10,48
1004;437;1;11/01/2023, 09:57:01;High_spacexRoughage;HR-WP4-014;Breast;0,62;0,26;12,22;6,95;8,55;4,35;4,48;2,55;2;9,89;11,98;5,78;11,05;2,55
1005;437;1;11/01/2023, 09:56:51;High_spacexRoughage;HR-WP4-014;Breast;1,11;8,69;5,86;5,49;10,51;10,31;8,11;6,66;0,77;8,69;11,94;0,91;6,49;4,49
1006;437;1;11/01/2023, 09:56:46;High_spacexRoughage;HR-WP4-014;Breast;0,75;0,02;13,6;8,09;12,35;0,46;5,71;0,86;3,03;10,84;13,78;8,86;9,19;0,53
1007;437;1;11/01/2023, 09:56:17;High_spacexRoughage;HR-WP4-014;Breast;1,49;4,92;5,05;3,8;7,63;5,91;0,95;4,84;2,13;8,81;9,01;9,05;10,4;6,11
1008;437;1;11/01/2023, 09:56:13;High_spacexRoughage;HR-WP4-014;Breast;0,07;0,15;12,35;9,34;10,68;1,38;8,15;0,9;13,63;0,95;1,76;5,96;10,42;5,58
1001;569;1;11/03/2023, 09:15:54;High_spacexRoughage;HR-WP4-018;Breast;8,7;0,26;9,34;6,24;7,78;12,84;0,51;10,11;6,07;9,65;12,26;5,56;10,95;13,08
1002;569;1;11/03/2023, 09:16:06;High_spacexRoughage;HR-WP4-018;Breast;0,7;3,67;5,45;5,01;6,31;11,6;6,68;0,73;0,92;6,75;12,46;11,19;6,29;0,66
1003;569;1;11/03/2023, 09:16:18;High_spacexRoughage;HR-WP4-018;Breast;4,64;1,36;12,22;6,2;11,93;4,4;7,01;9,67;4,59;11,25;11,98;2,77;6,75;9,1
1004;569;1;11/03/2023, 09:16:40;High_spacexRoughage;HR-WP4-018;Breast;0,81;0,7;13,05;7,89;11,25;7,16;4,95;4,13;1,54;8,73;13,25;3,93;10,55;6,9
1005;569;1;11/03/2023, 09:16:42;High_spacexRoughage;HR-WP4-018;Breast;1,06;1,09;10,4;9,97;10,63;10,51;8,23;8,26;5,4;2,91;7,71;0,46;11,43;6,83
1006;569;1;11/03/2023, 09:16:33;High_spacexRoughage;HR-WP4-018;Breast;0,62;7,82;7,56;6,26;12,95;4,79;5,03;6,35;4,66;12,44;13,74;3,49;11,6;0,15
1007;569;1;11/03/2023, 09:16:10;High_spacexRoughage;HR-WP4-018;Breast;3,78;0,84;8,07;6,07;8,2;3,23;3,6;6,15;1,36;9,41;9,27;11,43;11,65;1,45
1008;569;1;11/03/2023, 09:15:55;High_spacexRoughage;HR-WP4-018;Breast;0,07;6,02;14,02;5,19;13,14;4,99;1,14;5,14;5,21;6,64;11,21;0,81;14,95;10,02
1001;296;1;11/01/2023, 10:16:26;High_spacexRoughage;HR-WP4-019;Breast;8,4;4,04;14,42;8,26;0,68;3,89;4,31;14,59;1,91;14,42;14,68;2,99;3,03;5,74
1002;296;1;11/01/2023, 10:16:47;High_spacexRoughage;HR-WP4-019;Breast;3,19;6;9,87;5,91;9,67;12,07;3,96;1,19;1,01;11,67;12,04;9,65;5,43;0,26
1003;296;1;11/01/2023, 10:17:03;High_spacexRoughage;HR-WP4-019;Breast;3,58;7,87;10,86;5,12;11,45;3,08;3,58;8,66;3,78;3,32;11,93;1,65;12,48;9,25
1004;296;1;11/01/2023, 10:17:27;High_spacexRoughage;HR-WP4-019;Breast;0,92;0,42;12,97;9,12;11,47;8,09;3,71;2,42;1,93;12,44;12,75;4,15;9,67;2,26
1005;296;1;11/01/2023, 10:17:13;High_spacexRoughage;HR-WP4-019;Breast;1,69;6,8;9,91;8,43;10,34;10,97;7,86;6,4;2,63;8,54;11,17;1,66;6,97;5,46
1006;296;1;11/01/2023, 10:17:07;High_spacexRoughage;HR-WP4-019;Breast;4,29;0,04;12,4;9,82;13,21;0,22;5,3;0,31;2,07;5,52;12,22;1,85;12,42;0,24
1007;296;1;11/01/2023, 10:16:48;High_spacexRoughage;HR-WP4-019;Breast;3,25;6,37;7,41;5,87;7,01;7,43;3,87;2,7;1,25;9,54;11,14;11,27;8,95;5,52
1008;296;1;11/01/2023, 10:16:33;High_spacexRoughage;HR-WP4-019;Breast;0,02;0;12,7;0,53;11,93;3,85;1,34;1,96;10,44;3,58;12,81;1,03;14,55;9,91
1001;134;1;11/07/2023, 09:57:50;High_spacexRoughage;HR-WP4-021;Breast;1,16;0,35;9,82;6,86;9,16;6,53;6,77;12,42;8,62;4,59;9,34;11,67;8,95;9,41
1002;134;1;11/07/2023, 09:58:02;High_spacexRoughage;HR-WP4-021;Breast;2,86;5,67;8,37;6,64;10,4;12,42;0,97;1,96;4,02;6,57;12,99;10,29;8,37;0,81
1003;134;1;11/07/2023, 09:57:50;High_spacexRoughage;HR-WP4-021;Breast;2,13;5,69;11,74;2,33;11,93;10,9;1,96;9,43;4,97;12,15;12,84;2,13;2,7;4,68
1004;134;1;11/07/2023, 09:58:08;High_spacexRoughage;HR-WP4-021;Breast;0,75;0,62;7,98;7,82;10,92;6,81;5,01;2,9;7,98;7,56;7,52;4,88;9,23;5,96
1005;134;1;11/07/2023, 09:58:25;High_spacexRoughage;HR-WP4-021;Breast;1,2;5;7,31;8,46;9,8;10,69;10,2;7,86;1,86;9,2;9,97;0,83;7,77;7,43
1006;134;1;11/07/2023, 09:58:27;High_spacexRoughage;HR-WP4-021;Breast;0,44;0,24;12,99;5,01;9,78;0,37;0,42;0,48;9,05;7,65;11,45;7,27;8,77;0,75
1007;134;1;11/07/2023, 09:58:16;High_spacexRoughage;HR-WP4-021;Breast;3,69;4,75;5,8;6,75;7,34;2,44;5,32;6,02;1,54;9,25;9,08;10,86;10,22;5,87
1001;955;1;11/06/2023, 09:17:11;High_spacexRoughage;HR-WP4-023;Breast;12,68;0,13;8,24;4,95;8,26;10,7;5,78;1,91;9,25;7,41;9,32;10,42;1,89;4,42
1002;955;1;11/06/2023, 09:17:39;High_spacexRoughage;HR-WP4-023;Breast;3,74;0,7;0,75;7,01;1,12;13,1;0,95;0,9;6,15;12,84;12,33;4,92;10,62;0,7
1003;955;1;11/06/2023, 09:17:38;High_spacexRoughage;HR-WP4-023;Breast;4,99;0,7;9,71;9,71;4,31;4,24;7,27;9,76;2,84;12,04;11,34;1,74;12,22;11,08
1004;955;1;11/06/2023, 09:17:48;High_spacexRoughage;HR-WP4-023;Breast;1,16;12,57;11,45;10,99;11,67;5,47;5,49;2,55;2,26;12,09;12,57;3,93;8,31;6,55
1005;955;1;11/06/2023, 09:17:38;High_spacexRoughage;HR-WP4-023;Breast;0,66;8;6,54;6,8;10,23;8,11;7,71;1,54;1,43;7,4;11,37;0,89;5,17;6,29
1006;955;1;11/06/2023, 09:17:39;High_spacexRoughage;HR-WP4-023;Breast;4,99;0,18;12,22;4,95;13,01;0,26;4,62;4,66;8,33;7,49;12,13;5,21;10,09;0,59
1007;955;1;11/06/2023, 09:17:36;High_spacexRoughage;HR-WP4-023;Breast;0,64;0,7;7,32;5,85;7,41;2,24;5,21;2,2;1,49;8,86;8,95;11,01;10,99;4,46
1008;955;1;11/06/2023, 09:17:17;High_spacexRoughage;HR-WP4-023;Breast;0,02;4,46;13,69;8,68;14,31;0,48;8,86;2,66;4,31;8,9;10,97;0,7;14,48;6,22
1001;856;1;11/06/2023, 09:45:16;High_spacexRoughage;HR-WP4-025;Breast;11,12;9,8;10,35;5,89;10,46;2,64;8,4;4,62;6,84;10,31;10,53;0,44;4,02;0,35
1002;856;1;11/06/2023, 09:45:34;High_spacexRoughage;HR-WP4-025;Breast;6,33;5,78;9,03;6,29;4,97;9,27;1,21;1,43;4,66;9,01;9,6;11,87;5,58;0,77
1003;856;1;11/06/2023, 09:45:53;High_spacexRoughage;HR-WP4-025;Breast;10,11;7,05;12,51;2,81;8,9;9,6;3,34;10,62;11,54;1,76;5,16;12,73;7,58;11,89
1004;856;1;11/06/2023, 09:46:08;High_spacexRoughage;HR-WP4-025;Breast;1,03;1,49;12,26;6,84;12,13;4,66;3,3;3,05;1,74;5,49;12,7;5,49;8,46;1,98
1005;856;1;11/06/2023, 09:46:13;High_spacexRoughage;HR-WP4-025;Breast;1,26;0,69;6,63;6,69;9,43;8,43;6,2;7,49;1,69;1,11;10,71;0,71;8,03;7,57
1006;856;1;11/06/2023, 09:45:58;High_spacexRoughage;HR-WP4-025;Breast;0,62;2,44;8,66;3,71;8,44;4,35;0,48;2,24;8,46;10,02;11,34;10,77;6,09;0,22
1007;856;1;11/06/2023, 09:45:38;High_spacexRoughage;HR-WP4-025;Breast;1,65;3,6;6,99;5,67;7,47;6,15;5,1;5,16;6,09;9,76;7,93;11,67;11,14;1,19
1008;856;1;11/06/2023, 09:45:40;High_spacexRoughage;HR-WP4-025;Breast;0,07;0;12,04;1,52;11,03;9,21;1,16;8,11;8,73;6,02;10,13;6,02;11,23;10,62
1001;210;1;11/06/2023, 10:15:51;High_spacexRoughage;HR-WP4-031;Breast;3,08;0,29;9,52;4,07;8,88;1,8;6,46;0,07;8,7;13,56;4,68;1,58;4,33;9,34
1002;210;1;11/06/2023, 10:16:03;High_spacexRoughage;HR-WP4-031;Breast;1,21;4,13;11,89;6,62;10,4;9,63;5,47;0,88;1,82;11,52;11,38;8,44;8,07;0,42
1003;210;1;11/06/2023, 10:16:19;High_spacexRoughage;HR-WP4-031;Breast;5,25;0,15;13,16;6,59;12,44;3,12;0,2;5,52;8,04;8,48;8,24;9,49;6,64;5,16
1004;210;1;11/06/2023, 10:16:53;High_spacexRoughage;HR-WP4-031;Breast;1,23;1,08;12,81;9,65;12,31;4,77;6,66;1,34;2,24;9,47;12,84;5,03;9,43;3,6
1005;210;1;11/06/2023, 10:16:45;High_spacexRoughage;HR-WP4-031;Breast;0,69;0,54;5,43;7,29;9,54;9,09;10,37;9,06;4,31;11,4;11,14;4,26;1,51;5,54
1006;210;1;11/06/2023, 10:16:20;High_spacexRoughage;HR-WP4-031;Breast;0,92;0,02;5,16;2,88;7,65;0,18;0,07;0,24;1,25;13,41;13,34;9,32;7,56;0,44
1007;210;1;11/06/2023, 10:16:12;High_spacexRoughage;HR-WP4-031;Breast;0,95;5,36;7,63;6,18;7,25;5,34;5,23;5,36;3,27;10,2;9,27;10,59;11,41;1,41
1008;210;1;11/06/2023, 10:16:21;High_spacexRoughage;HR-WP4-031;Breast;0;0;10,77;7,63;12,55;1,89;5,98;4,44;0,84;10,75;13,65;0,48;14,59;4,04
1001;574;1;11/06/2023, 10:36:10;High_spacexRoughage;HR-WP4-032;Breast;6,33;6,15;7,76;13,19;4,75;0,66;13,34;1,08;0,68;14,04;14,75;0,46;9,23;0,15
1002;574;1;11/06/2023, 10:36:26;High_spacexRoughage;HR-WP4-032;Breast;7,43;1,82;3,85;7,93;4,86;12,2;4,99;1,43;5,69;9,43;12,4;10;2,86;0,75
1003;574;1;11/06/2023, 10:36:25;High_spacexRoughage;HR-WP4-032;Breast;1,52;0,02;9,87;1,52;12,15;6,7;9,34;0,02;6,79;11,93;12,11;4,84;4,95;9,21
1004;574;1;11/06/2023, 10:38:05;High_spacexRoughage;HR-WP4-032;Breast;0,97;1,32;12;5,87;11,96;2,31;5,58;1,14;2,55;6,66;10,33;3,54;8,81;5,69
1005;574;1;11/06/2023, 10:37:07;High_spacexRoughage;HR-WP4-032;Breast;1,03;6,03;7,69;6,4;8,09;8,83;9,49;7,6;2,26;10,57;11,2;1,03;4,91;5,77
1006;574;1;11/06/2023, 10:36:52;High_spacexRoughage;HR-WP4-032;Breast;0,99;8,44;10,44;5,93;10,55;5,71;7,38;2,9;3,56;12,64;14,64;4,86;10,18;1,82
1007;574;1;11/06/2023, 10:36:40;High_spacexRoughage;HR-WP4-032;Breast;0,86;6,15;5,85;5,93;5,16;3,78;1,32;1,3;1,27;6,04;7,71;8,77;11,08;4,86
1008;574;1;11/06/2023, 10:36:34;High_spacexRoughage;HR-WP4-032;Breast;0,11;6,95;11,36;7,21;12,86;0,75;9,71;0,86;0,79;13,93;14,51;0,51;14,48;5,3
