user;blinding code;replica;Time;breed;Animal ID;material;Colour Skin;Crispness Skin;Greasy mouthfeel Skin;Fried chicken flavour Skin;Salt taste Skin;Fat flavour Skin;ami Aftertaste Skin
1003;476;1;11/17/2023, 08:45:03;Slow_GrowingxNo_Enchriment;SG-026;Skin;10;7,58;12,33;12,18;11,47;9,69;5,47
1004;476;1;11/17/2023, 08:45:15;Slow_GrowingxNo_Enchriment;SG-026;Skin;8,55;12,46;4,64;12,75;10,7;3,3;8,11
1005;476;1;11/17/2023, 08:45:19;Slow_GrowingxNo_Enchriment;SG-026;Skin;5,26;7,17;1,46;7,89;10,14;2,2;6,17
1006;476;1;11/17/2023, 08:45:17;Slow_GrowingxNo_Enchriment;SG-026;Skin;7,08;6,2;10,18;10,79;7,65;6,77;13,12
1007;476;1;11/17/2023, 08:45:06;Slow_GrowingxNo_Enchriment;SG-026;Skin;8,97;7,67;9,23;8,55;10,75;9,38;4,86
1008;476;1;11/17/2023, 08:45:06;Slow_GrowingxNo_Enchriment;SG-026;Skin;6,29;6,84;14,53;9,16;9,8;14,84;5,87
1001;924;1;11/17/2023, 09:43:29;Slow_GrowingxNo_Enchriment;SG-030;Skin;8,59;2,44;12,95;7,19;7,23;10,33;7,67
1002;924;1;11/17/2023, 09:43:44;Slow_GrowingxNo_Enchriment;SG-030;Skin;8,79;7,32;2,57;4,79;3,45;2,59;2,97
1003;924;1;11/17/2023, 09:43:35;Slow_GrowingxNo_Enchriment;SG-030;Skin;10,97;12,99;12,62;13,25;7,98;11,93;9,69
1004;924;1;11/17/2023, 09:44:09;Slow_GrowingxNo_Enchriment;SG-030;Skin;9,05;13,03;4,02;13,01;12,66;2,26;7,71
1005;924;1;11/17/2023, 09:44:13;Slow_GrowingxNo_Enchriment;SG-030;Skin;5,97;5,34;8,54;8;10,29;7,34;7,97
1006;924;1;11/17/2023, 09:44:12;Slow_GrowingxNo_Enchriment;SG-030;Skin;9,6;13,47;9,16;10,86;8,24;3,85;12,84
1007;924;1;11/17/2023, 09:44:06;Slow_GrowingxNo_Enchriment;SG-030;Skin;8,31;8,53;8,66;8,73;10,4;10,35;3,58
1008;924;1;11/17/2023, 09:43:51;Slow_GrowingxNo_Enchriment;SG-030;Skin;2,22;11,41;14,64;9,65;7,93;14,9;6,77
1001;983;1;11/10/2023, 10:43:28;Slow_GrowingxNo_Enchriment;SG-031;Skin;12,51;14,62;8,81;12,62;3,98;6,84;13,32
1002;983;1;11/10/2023, 10:43:42;Slow_GrowingxNo_Enchriment;SG-031;Skin;8,07;12,24;3,19;3,19;3,65;3,52;1,47
1003;983;1;11/10/2023, 10:43:46;Slow_GrowingxNo_Enchriment;SG-031;Skin;12,2;12,88;11,32;12,04;12,18;6,97;10,62
1004;983;1;11/10/2023, 10:44:10;Slow_GrowingxNo_Enchriment;SG-031;Skin;8,09;10,66;2,9;12,26;6,99;2,59;7,85
1005;983;1;11/10/2023, 10:44:12;Slow_GrowingxNo_Enchriment;SG-031;Skin;7,71;8,86;6,14;11,2;10,31;8,74;7,71
1006;983;1;11/10/2023, 10:44:14;Slow_GrowingxNo_Enchriment;SG-031;Skin;9,16;13,32;10,7;12,15;7,01;3,38;11,38
1007;983;1;11/10/2023, 10:43:47;Slow_GrowingxNo_Enchriment;SG-031;Skin;9,38;10,13;8,57;8,35;10,35;10,48;3,47
1008;983;1;11/10/2023, 10:43:42;Slow_GrowingxNo_Enchriment;SG-031;Skin;4,92;12,46;3,19;11,38;8,59;3,19;13,74
1001;263;1;11/08/2023, 11:05:28;Slow_GrowingxNo_Enchriment;SG-034;Skin;9,43;9,65;7,52;2,57;0,09;2,51;2,59
1002;263;1;11/08/2023, 11:05:53;Slow_GrowingxNo_Enchriment;SG-034;Skin;1,01;4,09;2,04;4,15;4,42;3,19;3,74
1003;263;1;11/08/2023, 11:05:36;Slow_GrowingxNo_Enchriment;SG-034;Skin;10,11;8,42;4,33;11,78;5,34;3,32;6,53
1004;263;1;11/08/2023, 11:06:19;Slow_GrowingxNo_Enchriment;SG-034;Skin;8,48;11,45;3,49;13,23;11,19;2,15;7,16
1005;263;1;11/08/2023, 11:06:12;Slow_GrowingxNo_Enchriment;SG-034;Skin;7,37;4,91;9,89;8,66;8,66;8,29;8,4
1006;263;1;11/08/2023, 11:06:14;Slow_GrowingxNo_Enchriment;SG-034;Skin;5,87;11,91;9,47;10,7;5,56;1,6;12,18
1007;263;1;11/08/2023, 11:06:07;Slow_GrowingxNo_Enchriment;SG-034;Skin;10,62;9,49;11,38;8,24;10,37;10,33;5,52
1008;263;1;11/08/2023, 11:05:51;Slow_GrowingxNo_Enchriment;SG-034;Skin;7,78;10,48;14,57;7,91;6,31;14,75;4
1001;752;1;11/08/2023, 11:15:39;Slow_GrowingxNo_Enchriment;SG-036;Skin;7,36;14,79;13,05;13,01;13,16;9,76;13,25
1002;752;1;11/08/2023, 11:15:58;Slow_GrowingxNo_Enchriment;SG-036;Skin;4,13;3,36;1,89;3,6;6,44;3,12;2,77
1003;752;1;11/08/2023, 11:15:48;Slow_GrowingxNo_Enchriment;SG-036;Skin;10,02;3,93;11,65;4,92;11,49;12,33;4,35
1004;752;1;11/08/2023, 11:16:09;Slow_GrowingxNo_Enchriment;SG-036;Skin;6,99;6,75;5,56;13,03;8,35;2,46;7,19
1005;752;1;11/08/2023, 11:16:21;Slow_GrowingxNo_Enchriment;SG-036;Skin;9,57;9;5,66;12,03;10,74;3,57;8,66
1006;752;1;11/08/2023, 11:16:35;Slow_GrowingxNo_Enchriment;SG-036;Skin;6,75;12,11;7,08;8,79;7,58;3,47;12,95
1007;752;1;11/08/2023, 11:16:19;Slow_GrowingxNo_Enchriment;SG-036;Skin;11,98;10,26;10;8,7;9,8;10,59;4,51
1008;752;1;11/08/2023, 11:16:15;Slow_GrowingxNo_Enchriment;SG-036;Skin;11,54;10,35;10,62;10,22;10,79;13,82;10,77
1001;186;1;11/16/2023, 10:53:51;Slow_GrowingxNo_Enchriment;SG-037;Skin;14,88;9,63;13,16;13,36;3,67;10,97;10,22
1002;186;1;11/16/2023, 10:53:57;Slow_GrowingxNo_Enchriment;SG-037;Skin;8,99;9,87;1,91;6,92;3,12;2,11;2,4
1003;186;1;11/16/2023, 10:53:45;Slow_GrowingxNo_Enchriment;SG-037;Skin;11,93;11,14;2,95;8,46;6,04;5,12;2,97
1004;186;1;11/16/2023, 10:53:58;Slow_GrowingxNo_Enchriment;SG-037;Skin;12,07;11,87;2,53;13,1;11,41;1,34;4,57
1005;186;1;11/16/2023, 10:54:36;Slow_GrowingxNo_Enchriment;SG-037;Skin;12,77;11,83;5;9,77;8,94;2,06;8,26
1006;186;1;11/16/2023, 10:54:20;Slow_GrowingxNo_Enchriment;SG-037;Skin;8;10,51;10,73;10,33;6,66;1,36;12,62
1007;186;1;11/16/2023, 10:54:18;Slow_GrowingxNo_Enchriment;SG-037;Skin;12,86;9,65;9,23;8,51;9,67;9,49;1,96
1008;186;1;11/16/2023, 10:54:07;Slow_GrowingxNo_Enchriment;SG-037;Skin;13,93;11,85;14,57;7,8;6;14,9;14,22
